account_handle,in_member_list,tweet_count,retweet_count,original_count,quote_count,retweet_ratio,first_retweeter_count,unique_retweeted_tweet_count,unique_retweeted_author_count,retweets_to_member_count,retweets_to_member_ratio,top_amplified_account,top_amplified_count,top_amplified_share,hashtag_count,mention_count,followers_count,friends_count,statuses_count,account_created_at,default_profile,default_profile_image,is_blue_verified,profile_description_language,coordination_score
Nikos2501,True,3,3,0,0,1.0,3,3,3,0,0.0,Tiana_Celine_23,1,0.3333,0,0,500,127,33816,2021-12-30T19:30:04+02:00,True,False,False,,42.08
Protostatis,True,3,3,0,0,1.0,3,3,3,0,0.0,AretiAthanasiu,1,0.3333,5,1,2258,1313,81106,2011-10-03T23:00:59+03:00,True,False,False,el,42.08
Ralia1Raily,True,3,3,0,0,1.0,3,3,3,0,0.0,tomvsjerrys,1,0.3333,0,0,588,634,16507,2021-08-16T22:18:38+03:00,True,False,False,en,42.08
ArisBJJ,True,21,16,5,7,0.7619,6,16,14,7,0.4375,Akiratos_,2,0.125,7,3,3233,1346,16325,2011-05-05T15:42:51+03:00,False,False,True,,41.98
vel_theGreek,True,7,6,1,1,0.8571,0,6,6,4,0.6667,4fABkkc5xTv2aek,1,0.1667,4,2,10188,4193,145180,2019-01-23T12:48:56+02:00,True,False,False,el,41.67
EthanAnargyrous,True,7,6,1,1,0.8571,4,6,6,2,0.3333,steiger_st28082,1,0.1667,0,1,1169,962,40166,2018-07-13T18:09:01+03:00,True,False,False,el,41.66
foivos_trikkis_,True,21,14,7,6,0.6667,14,14,14,0,0.0,UndiagnosedMode,1,0.0714,5,2,1520,813,38707,2020-05-02T04:55:30+03:00,True,False,False,el,41.55
KyrPantelis3,True,10,9,1,1,0.9,7,9,9,0,0.0,CharaKara,1,0.1111,1,0,393,2404,15110,2022-07-10T02:03:01+03:00,True,False,False,en,41.36
Mrpresidentgr,True,10,9,1,3,0.9,3,9,9,3,0.3333,ictinus_x,1,0.1111,4,1,3816,2976,54094,2009-05-17T13:46:18+03:00,True,False,True,,41.36
AnnaDiEpifanio1,True,2,2,0,0,1.0,1,2,2,0,0.0,i_athina_mas,1,0.5,0,0,531,694,17857,2018-08-05T01:52:43+03:00,True,False,False,el,41.25
antonis_zen,True,2,2,0,0,1.0,1,2,2,0,0.0,PrDimokratias,1,0.5,0,0,939,1334,8610,2022-03-27T00:30:15+02:00,True,False,False,,41.25
VforVolemenos,True,6,5,1,1,0.8333,3,5,5,2,0.4,Eleni_Benziki,1,0.2,6,9,6702,6380,40693,2022-02-16T14:46:08+02:00,True,False,True,el,40.92
dimitris7987,True,9,7,2,2,0.7778,5,7,6,2,0.2857,AdonisGeorgiadi,2,0.2857,1,4,915,546,38357,2025-02-09T10:13:09+02:00,True,False,False,,40.62
Klearxos8,True,2,2,0,0,1.0,0,2,2,0,0.0,Nothing04305955,1,0.5,0,1,1246,2678,27372,2021-05-17T23:36:38+03:00,True,False,False,el,40.0
harakont,True,2,2,0,0,1.0,0,2,2,0,0.0,Mirsini1946041,1,0.5,2,3,330,426,2523,2021-11-13T03:08:47+02:00,True,False,False,,40.0
SagamoreMount,True,4,4,0,1,1.0,1,4,4,0,0.0,MirandaPrada_,1,0.25,0,3,133,425,4114,2024-08-26T17:13:12+03:00,True,False,False,en,38.75
InafiZinaf1,True,3,3,0,0,1.0,0,3,3,0,0.0,AdonisGeorgiadi,1,0.3333,0,0,557,173,1091,2025-03-16T01:19:59+02:00,True,False,False,el,38.33
anarchistdonkey,True,13,10,3,3,0.7692,8,10,10,0,0.0,Technomagos,1,0.1,6,0,5614,2372,160168,2013-12-31T18:56:09+02:00,False,False,False,el,37.92
KosmidisStathis,True,6,5,1,0,0.8333,3,5,5,1,0.2,gio_Kk23,1,0.2,2,0,9687,5717,81668,2014-10-29T18:47:30+02:00,True,False,False,el,37.92
4lhc_athens,True,3,1,2,0,0.3333,1,1,1,1,1.0,G4Heron,1,1.0,1,2,234,244,3416,2025-09-25T17:51:19+03:00,True,False,False,,37.92
57lista,True,16,9,7,7,0.5625,6,9,7,5,0.5556,panta_tif,2,0.2222,0,0,1650,1546,15838,2021-08-27T16:45:31+03:00,True,False,False,el,37.74
steiger_st28082,True,13,10,3,0,0.7692,7,10,9,0,0.0,MirandaPrada_,2,0.2,0,8,2122,3165,130091,2023-03-20T11:48:28+02:00,True,False,False,el,37.67
kostasagg1965,True,9,6,3,3,0.6667,6,6,6,2,0.3333,unico11226,1,0.1667,0,0,356,7209,34808,2022-04-29T12:39:38+03:00,True,False,False,qst,37.5
CMentat,True,6,5,1,3,0.8333,5,5,5,0,0.0,iointelresearch,1,0.2,0,0,529,656,7106,2024-09-10T16:03:35+03:00,True,False,False,,37.42
AnAthenianToLDN,True,20,13,7,7,0.65,8,13,13,3,0.2308,panta_tif,1,0.0769,1,0,22210,2365,229345,2011-05-25T08:32:25+03:00,False,False,False,el,36.98
GP_74_,True,3,2,1,1,0.6667,0,2,2,1,0.5,BenakisM,1,0.5,0,1,1328,1022,18381,2023-05-26T00:31:47+03:00,True,False,False,el,35.83
Hlsn0iQdRGXJ7lw,True,5,3,2,0,0.6,1,3,3,2,0.6667,iefimerida,1,0.3333,5,1,1348,2099,42722,2021-07-30T19:24:22+03:00,True,False,False,el,35.58
seriousthreat98,True,5,4,1,3,0.8,4,4,4,0,0.0,Howlingmutant0,1,0.25,3,1,812,427,13723,2023-01-11T12:23:47+02:00,True,False,False,,35.5
DDeppied,True,6,5,1,2,0.8333,3,5,5,0,0.0,CharaKara,1,0.2,0,0,3799,2896,30952,2017-12-01T15:34:59+02:00,True,False,False,und,34.92
unico11226,True,6,5,1,1,0.8333,3,5,5,0,0.0,michaeldickson,1,0.2,0,0,790,2131,7194,2026-01-26T18:33:04+02:00,True,False,True,en,34.92
tazmanolis,True,9,6,3,2,0.6667,6,6,5,0,0.0,t_valilas,2,0.3333,0,15,14601,6089,361403,2019-08-16T07:52:44+03:00,True,False,True,en,34.17
parodynews,True,13,9,4,4,0.6923,7,9,9,0,0.0,BohuslavskaKate,1,0.1111,0,1,3574,4099,180045,2009-11-11T22:30:46+02:00,False,False,False,en,34.09
MariaKoki3,True,7,5,2,1,0.7143,4,5,4,0,0.0,HellenicOlympic,2,0.4,0,0,1402,753,123883,2022-12-31T23:15:04+02:00,True,False,False,,34.0
EAdamopoulou,True,4,1,3,2,0.25,0,1,1,1,1.0,GeorghyZhukov,1,1.0,0,2,8669,1792,75881,2011-05-27T17:41:17+03:00,False,False,True,,33.75
freemindspirits,True,6,4,2,2,0.6667,4,4,3,0,0.0,sihtiria,2,0.5,0,0,1438,3095,100941,2012-05-08T21:39:31+03:00,True,False,False,,33.33
nikos_aggelakis,True,10,6,4,5,0.6,3,6,5,2,0.3333,BenakisM,2,0.3333,1,5,554,1161,11604,2011-12-13T11:25:01+02:00,True,False,False,el,33.08
AthanasiouCccp,True,16,9,7,4,0.5625,6,9,7,2,0.2222,RockRock222555,2,0.2222,0,2,6137,5379,145408,2012-12-21T03:38:54+02:00,True,False,False,en,32.74
amantomatimou,True,20,11,9,9,0.55,10,11,11,0,0.0,Sea_Bass_J,1,0.0909,2,1,5604,557,82663,2011-02-21T22:41:57+02:00,False,False,False,,32.66
dkDurcGYTIpZdKl,True,4,3,1,0,0.75,2,3,3,0,0.0,IoannaDementi,1,0.3333,3,4,3399,2364,97045,2017-07-12T09:23:14+03:00,True,False,False,el,32.08
Lalunaromantico,True,5,3,2,1,0.6,2,3,3,1,0.3333,jggkatas,1,0.3333,2,2,2036,1046,23948,2014-12-29T18:11:32+02:00,True,False,False,,31.83
ippotech,True,5,3,2,1,0.6,2,3,3,1,0.3333,GP_74_,1,0.3333,0,3,3979,4566,81458,2011-03-29T10:20:36+03:00,False,False,False,en,31.83
giorgosgreen,True,3,2,1,0,0.6667,2,2,2,0,0.0,fasistogavros88,1,0.5,1,0,1121,557,10258,2019-01-22T20:18:13+02:00,True,False,False,en,30.83
hellaspecial,True,3,2,1,1,0.6667,2,2,2,0,0.0,alyonapopova,1,0.5,2,0,5639,4362,162588,2018-08-03T17:18:19+03:00,True,False,True,el,30.83
JSweetGR,True,13,9,4,4,0.6923,1,9,9,2,0.2222,Notorio_rbg,1,0.1111,0,2,3254,2126,70975,2009-04-05T08:55:12+03:00,False,False,True,en,29.92
2eateras,True,2,1,1,1,0.5,1,1,1,0,0.0,zeynepkologluu,1,1.0,6,0,692,2062,14777,2019-01-27T11:57:43+02:00,True,False,False,und,28.75
LosKarabou79397,True,2,1,1,2,0.5,1,1,1,0,0.0,panta_tif,1,1.0,2,0,256,283,890,2026-02-23T11:28:12+02:00,True,False,False,qht,28.75
Manolo_math,True,2,1,1,0,0.5,1,1,1,0,0.0,BUNDZONE,1,1.0,3,0,1802,2290,11940,2011-12-03T21:30:16+02:00,False,False,False,en,28.75
PanosStayis,True,2,1,1,1,0.5,1,1,1,0,0.0,ByJimbob,1,1.0,0,0,347,348,6839,2023-05-23T12:49:49+03:00,True,False,False,el,28.75
VanaT66,True,2,1,1,0,0.5,1,1,1,0,0.0,NedosVassilis,1,1.0,0,1,1596,1623,40088,2019-07-23T17:47:17+03:00,True,False,False,en,28.75
VaragiosP,True,2,1,1,1,0.5,1,1,1,0,0.0,olympiada,1,1.0,0,1,289,293,12912,2021-01-03T00:54:32+02:00,True,False,False,,28.75
bolltzmann,True,2,1,1,0,0.5,1,1,1,0,0.0,mpoumpivol2,1,1.0,0,0,13397,5157,37441,2014-01-17T17:25:16+02:00,False,False,True,,28.75
despica67766915,True,2,1,1,0,0.5,1,1,1,0,0.0,Nickfarc19,1,1.0,0,0,845,1153,17985,2019-10-01T20:40:41+03:00,True,False,False,,28.75
isidoragiou1,True,2,1,1,1,0.5,1,1,1,0,0.0,ConstantineLad,1,1.0,0,0,600,291,15266,2015-09-23T23:07:30+03:00,False,False,False,und,28.75
lordos_noble,True,2,1,1,0,0.5,1,1,1,0,0.0,toumvas,1,1.0,0,0,1318,983,108871,2020-04-18T09:31:54+03:00,True,False,False,el,28.75
pnevan11,True,2,1,1,0,0.5,1,1,1,0,0.0,Kaybedlerklbu,1,1.0,0,0,620,1460,7991,2016-05-11T00:08:45+03:00,True,False,False,,28.75
kostasp194,True,2,1,1,0,0.5,0,1,1,0,0.0,Mirsini1946041,1,1.0,0,0,3520,4117,47789,2016-12-05T11:36:31+02:00,True,False,False,,27.5
packad__,True,2,1,1,1,0.5,0,1,1,0,0.0,EuroLeague,1,1.0,1,2,165,607,8129,2019-11-07T18:10:29+02:00,True,False,False,el,27.5
Abovelaw13,True,18,8,10,4,0.4444,8,8,8,0,0.0,GeorgeLiakopou2,1,0.125,29,8,1065,582,11036,2021-07-26T14:00:44+03:00,True,False,True,en,26.8
phtochos1,True,6,2,4,0,0.3333,1,2,2,1,0.5,Athanasiosfara1,1,0.5,1,0,11076,9207,144540,2022-04-11T16:18:56+03:00,True,False,False,el,25.42
Philipos1991486,True,4,2,2,1,0.5,2,2,2,0,0.0,EmCorfu,1,0.5,0,0,29,122,563,2026-03-07T16:00:24+02:00,True,False,False,,25.0
aprosarmostos_,True,4,2,2,4,0.5,2,2,2,0,0.0,mamba_aka,1,0.5,0,0,4339,3290,61962,2016-03-16T16:25:30+02:00,True,False,False,el,25.0
consue_banana_,True,4,2,2,0,0.5,2,2,2,0,0.0,Mareadre,1,0.5,1,3,3652,2365,27042,2024-08-26T13:55:26+03:00,True,False,False,el,25.0
Athanasiosfara1,True,3,1,2,2,0.3333,1,1,1,0,0.0,frad_fradi,1,1.0,0,0,2864,1821,191603,2016-01-16T16:53:47+02:00,True,False,True,el,22.92
Veltsi_Legacy,True,10,4,6,3,0.4,1,4,4,1,0.25,Cynaegeirus2,1,0.25,0,1,1222,575,12790,2023-09-19T21:26:55+03:00,True,False,True,el,21.5
Dv500x,True,4,1,3,3,0.25,1,1,1,0,0.0,Osinttechnical,1,1.0,0,0,575,322,17742,2021-05-14T00:13:43+03:00,True,False,False,,20.0
RXRqdEgogik2Z9P,True,4,1,3,0,0.25,1,1,1,0,0.0,ntalaoura,1,1.0,0,0,3534,1052,22445,2019-07-24T09:22:59+03:00,True,False,False,el,20.0
bobidion,True,4,1,3,0,0.25,1,1,1,0,0.0,realMaalouf,1,1.0,3,0,5710,2893,51612,2011-11-18T21:03:54+02:00,False,False,False,en,20.0
steliostso,True,6,2,4,1,0.3333,2,2,2,0,0.0,SMpliat,1,0.5,0,1,6022,5845,66762,2010-08-22T14:21:15+03:00,False,False,False,el,19.17
HRessed,True,4,1,3,4,0.25,0,1,1,0,0.0,Technomagos,1,1.0,0,0,437,435,5873,2025-10-17T12:53:59+03:00,True,False,False,el,18.75
failosK,True,4,1,3,0,0.25,0,1,1,0,0.0,bpapapanagiotou,1,1.0,0,1,47465,2212,56828,2012-04-07T12:09:43+03:00,True,False,False,el,18.75
agnwstos_x_,True,5,1,4,0,0.2,1,1,1,0,0.0,Vathipigadi,1,1.0,4,0,4249,1617,45913,2014-03-16T21:44:53+02:00,True,False,False,en,18.25
Jan__Sobieski,True,44,9,35,32,0.2045,6,9,7,0,0.0,xa_xa_xa_xo_xo,3,0.3333,2,7,1147,814,36645,2020-06-08T23:18:38+03:00,True,False,False,el,17.99
MAVROJOHN,True,7,2,5,0,0.2857,2,2,2,0,0.0,BatmanTweetzz,1,0.5,0,0,262,382,6385,2012-02-14T16:51:07+02:00,True,False,False,,17.5
Greekprn,True,8,1,7,0,0.125,1,1,1,0,0.0,nypost,1,1.0,6,0,6049,3860,157877,2011-09-20T18:04:14+03:00,False,False,False,en,15.62
trescommeilfaut,True,9,1,8,0,0.1111,1,1,1,0,0.0,Eirini_D91,1,1.0,0,0,1736,846,11948,2017-11-20T12:27:04+02:00,False,False,False,el,15.14
NodarasSpiros,True,26,4,22,22,0.1538,2,4,4,1,0.25,gverikks,1,0.25,0,0,8696,2447,191100,2012-08-27T20:40:27+03:00,True,False,False,el,14.13
DvsDvs60195368,True,32,0,32,12,0.0,0,0,0,0,0.0,,0,0.0,0,0,3470,3429,62532,2023-01-08T20:10:26+02:00,True,False,True,el,0.0
ellada24,True,17,0,17,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,29791,1448,89357,2021-07-02T15:36:43+03:00,True,False,True,,0.0
MoudilosV,True,7,0,7,3,0.0,0,0,0,0,0.0,,0,0.0,6,0,1880,1739,24639,2009-09-07T17:53:59+03:00,False,False,True,el,0.0
olofwti_agapi,True,7,0,7,1,0.0,0,0,0,0,0.0,,0,0.0,7,0,348,134,5599,2022-11-25T14:04:16+02:00,True,False,False,el,0.0
John_Fletcher70,True,5,0,5,4,0.0,0,0,0,0,0.0,,0,0.0,0,2,4247,955,118494,2013-07-10T19:14:06+03:00,False,False,False,en,0.0
ObserverGr71726,True,5,0,5,0,0.0,0,0,0,0,0.0,,0,0.0,5,0,460,358,16459,2023-05-23T00:15:37+03:00,True,False,False,,0.0
Wwwwww42362442,True,4,0,4,3,0.0,0,0,0,0,0.0,,0,0.0,0,0,1978,3158,28032,2017-09-27T14:51:47+03:00,True,False,False,el,0.0
gospodinmedvedd,True,4,0,4,2,0.0,0,0,0,0,0.0,,0,0.0,1,1,340,369,4851,2023-08-02T20:25:09+03:00,True,False,False,en,0.0
2PAzkjh6oFRW77D,True,3,0,3,3,0.0,0,0,0,0,0.0,,0,0.0,0,0,4579,2281,116067,2019-11-01T20:56:33+02:00,True,False,False,el,0.0
Apstolos14616,True,3,0,3,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,143,169,2105,2026-01-25T07:58:40+02:00,True,True,True,el,0.0
AstyMpekas,True,3,0,3,2,0.0,0,0,0,0,0.0,,0,0.0,1,3,311,153,6990,2024-10-08T16:33:14+03:00,True,False,False,qst,0.0
daenerys777777,True,3,0,3,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,703,567,8218,2025-01-26T11:55:28+02:00,True,False,False,,0.0
hellasspecial,True,3,0,3,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,15885,9906,147791,2016-01-07T16:01:44+02:00,False,False,False,el,0.0
melambus,True,3,0,3,2,0.0,0,0,0,0,0.0,,0,0.0,0,0,1486,2282,32045,2020-03-18T12:36:44+02:00,True,False,False,el,0.0
n_palaiopanou,False,3,0,3,1,0.0,0,0,0,0,0.0,,0,0.0,0,3,,,,,,,,,0.0
omadaalithias,True,3,0,3,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,110834,581,15859,2012-09-19T13:59:05+03:00,False,False,True,el,0.0
AChamouza,True,2,0,2,2,0.0,0,0,0,0,0.0,,0,0.0,0,2,217,347,2801,2023-03-10T17:44:40+02:00,True,False,False,,0.0
FotisMagnisia,True,2,0,2,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,2020,1216,55380,2011-04-26T18:19:27+03:00,False,False,False,,0.0
MatrimC110073,True,2,0,2,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,959,1450,17967,2022-07-18T20:53:39+03:00,True,False,True,el,0.0
Rinokeros2023,True,2,0,2,0,0.0,0,0,0,0,0.0,,0,0.0,2,0,27,114,2947,2023-02-10T19:30:09+02:00,True,False,False,,0.0
Tiramolas_,True,2,0,2,0,0.0,0,0,0,0,0.0,,0,0.0,2,2,90,102,985,2026-01-26T16:48:39+02:00,True,False,False,el,0.0
__darcelX__,True,2,0,2,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,9121,347,20806,2021-09-03T23:40:34+03:00,True,False,False,,0.0
BaboonTje,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,332,418,20680,2020-03-03T17:39:39+02:00,True,False,False,en,0.0
Captain_Sparos,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,587,686,13726,2010-03-02T15:41:58+02:00,False,False,False,el,0.0
DoctorStrangeGr,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,2591,493,16539,2022-06-06T17:34:20+03:00,True,False,False,el,0.0
Drifter_1066,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,2,,,,,,,,,0.0
GeorghyZhukov,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,37798,1305,52909,2009-05-12T12:32:49+03:00,False,False,True,,0.0
Guson653566,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
HFirstpriest,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
Iliserp,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,416,1283,15823,2015-11-17T21:52:48+02:00,True,False,True,en,0.0
LKleitou,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,14854,1835,18030,2018-08-28T14:18:14+03:00,True,False,False,und,0.0
Lollos1242232,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
MarkRenieris,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,403,439,12865,2023-02-12T14:25:57+02:00,True,False,False,,0.0
Melbourne57,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,1678,1948,57113,2012-02-13T16:43:44+02:00,False,False,False,und,0.0
PhunkD14,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,240,1010,8740,2022-11-23T14:20:15+02:00,True,False,False,en,0.0
Pi8kiavlozampis,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
StavrosKol9528,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,296,127,2721,2024-11-02T13:58:09+02:00,True,False,True,en,0.0
Sunflower19731,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,203,234,2367,2019-02-03T01:45:40+02:00,True,False,False,en,0.0
SuperAnthonyA,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,871,1284,26491,2010-11-08T20:21:54+02:00,True,False,False,,0.0
Tasos3025749307,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,113,56,5763,2023-04-24T11:40:30+03:00,True,False,False,,0.0
TheSurigata,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,3,0,580,286,23438,2021-12-16T17:01:29+02:00,True,False,False,en,0.0
TheocharousH,False,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
akenaton37,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,33,17,4092,2020-07-16T21:26:19+03:00,True,False,False,el,0.0
artz1b00rtz1,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,592,877,15267,2023-01-10T12:53:31+02:00,True,False,False,el,0.0
bounty_hunter0x,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,1,71,191,2925,2021-10-08T22:29:58+03:00,True,False,False,,0.0
christoskostaki,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
doumpalis,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,264,335,7811,2019-06-18T15:10:05+03:00,True,True,False,und,0.0
el39984,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,656,222,7714,2025-08-01T20:04:10+03:00,True,False,False,,0.0
giapantaxontros,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,247,310,10412,2021-06-07T00:50:27+03:00,True,False,False,el,0.0
hermesjk,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,451,379,11675,2009-08-18T14:25:11+03:00,False,False,False,el,0.0
kefalaiouxos,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,558,208,20904,2020-08-16T11:17:06+03:00,True,False,False,,0.0
kikirik_nik,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,3756,110,16460,2014-05-29T04:02:47+03:00,False,False,False,el,0.0
kontologis,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,6822,3645,80336,2018-07-07T13:39:12+03:00,False,False,False,el,0.0
myga_tse,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
nikglykos,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,2,7939,6406,242655,2011-09-03T11:09:26+03:00,False,False,False,el,0.0
pJNs4ACgiayAknX,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,2151,2291,27493,2019-05-11T22:44:46+03:00,True,False,False,und,0.0
panagitsma78169,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,78,98,5611,2024-01-17T12:41:13+02:00,True,False,False,,0.0
paoktses,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,1285,992,7870,2022-03-19T00:06:04+02:00,True,False,False,el,0.0
prng2777,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,3265,2175,19158,2017-06-21T11:12:14+03:00,False,False,False,el,0.0
vasgeo310,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,575,1889,39938,2010-04-18T05:33:09+03:00,True,False,False,en,0.0
vxaz_79,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,2754,4069,24847,2013-10-18T08:35:35+03:00,True,False,True,el,0.0
