amplified_author_handle,in_member_list,total_inbound_retweets,unique_amplifier_count,unique_amplified_posts,top_amplifier_handle,top_amplifier_count,top_amplifier_share,amplification_hhi,repeat_crew_overlap,median_first_retweet_lag_sec,fastest_amplifier_handle,cross_component_reach,within_15m_inbound,within_60m_inbound,top_first_retweeter_handle,top_first_retweeter_count,captured_role_mix,amplification_score
XristinaXatz3,False,7,4,5,GiotaPapapetrou,4,0.5714,0.3878,0.3333,17615,GiotaPapapetrou,1,5,6,GiotaPapapetrou,4,retail_user:0.57; amplifier_suspect:0.29; mixed_behavior:0.14,38.9131
unico11226,True,9,5,7,46spiros,3,0.3333,0.2593,0.3333,13835,nickthegreek5,1,7,7,46spiros,3,amplifier_suspect:0.33; media_business:0.33; retail_user:0.22; mixed_behavior:0.11,38.8866
VICKYK86529099,False,10,5,5,sinakatsarou,4,0.4,0.28,0.325,10502,TheMadoula,1,5,7,sinakatsarou,2,mixed_behavior:0.90; amplifier_suspect:0.10,38.8502
nick_tRNA,False,14,7,8,anasiropiastos,4,0.2857,0.1939,0.1917,3011,GiotaPapapetrou,1,9,10,GiotaPapapetrou,3,retail_user:0.50; mixed_behavior:0.36; amplifier_suspect:0.07; media_business:0.07,38.8407
Akiratos_,False,22,14,11,AgelisDimitris,4,0.1818,0.0992,0.0801,4279,ArisBJJ,1,11,16,AgelisDimitris,3,mixed_behavior:0.41; amplifier_suspect:0.36; media_business:0.14; unknown:0.05,38.7482
isaacrrr7,False,14,9,13,paliakaravana59,4,0.2857,0.1633,0.15,68627,paliakaravana59,1,13,14,paliakaravana59,4,amplifier_suspect:0.50; mixed_behavior:0.29; unknown:0.14; media_business:0.07,38.7467
ArisBJJ,True,19,12,8,Track11John,5,0.2632,0.1247,0.1367,11657,AgelisDimitris,1,9,11,johnblandos,2,mixed_behavior:0.68; amplifier_suspect:0.16; media_business:0.16,38.6092
vickyfnd,False,13,7,9,hatz_patty,6,0.4615,0.2663,0.0833,16039,angelikitsakani,1,10,11,hatz_patty,6,mixed_behavior:0.62; amplifier_suspect:0.38,38.3132
vythos70,True,15,7,12,paliakaravana59,4,0.2667,0.1911,0.0833,7363,vythos70,1,12,15,paliakaravana59,4,amplifier_suspect:0.53; mixed_behavior:0.47,38.1707
arkas1971,False,23,15,7,46spiros,3,0.1304,0.0813,0.0904,37728,angelikitsakani,1,8,13,AgelisDimitris,2,amplifier_suspect:0.43; mixed_behavior:0.35; media_business:0.22,37.7194
VividProwess,False,14,9,11,nickthegreek5,5,0.3571,0.1837,0.1,27759,mpantazo,1,11,14,nickthegreek5,3,media_business:0.57; amplifier_suspect:0.21; mixed_behavior:0.21,37.6403
dkDurcGYTIpZdKl,True,12,7,8,46spiros,3,0.25,0.1667,0.24,21941,angelikitsakani,1,8,8,46spiros,2,amplifier_suspect:0.50; mixed_behavior:0.33; media_business:0.17,37.5609
nikglykos,True,18,10,4,46spiros,3,0.1667,0.1173,0.212,15336,angelikitsakani,1,5,6,ABCHeckles,2,amplifier_suspect:0.61; mixed_behavior:0.22; media_business:0.17,37.3954
ProtocolsWZion,False,3,2,3,theatropoios,2,0.6667,0.5556,0.3333,14720,theatropoios,0,3,3,theatropoios,2,amplifier_suspect:0.67; mixed_behavior:0.33,37.1911
Tiana_Celine_23,False,3,2,3,KVagos42117,2,0.6667,0.5556,0.3333,6364,Nikos2501,0,3,3,KVagos42117,2,amplifier_suspect:0.67; mixed_behavior:0.33,37.1911
2etonne2p,False,7,5,3,giannMak,3,0.4286,0.2653,0.4667,66580,Anthology2026,1,3,3,giannMak,2,amplifier_suspect:0.43; mixed_behavior:0.43; retail_user:0.14,37.1467
Notorio_rbg,False,9,5,5,MasenkaMm230158,4,0.4444,0.284,0.2667,28409,MasenkaMm230158,1,5,7,MasenkaMm230158,2,amplifier_suspect:0.67; mixed_behavior:0.22; media_business:0.11,37.0198
action24tv,False,19,13,8,K_Sav215,4,0.2105,0.1025,0.1033,1470,johnblandos,1,8,11,K_Sav215,3,mixed_behavior:0.58; amplifier_suspect:0.21; media_business:0.21,36.9991
Lalunaromantico,True,7,4,3,angie22gr,3,0.4286,0.3061,0.4167,4484,angie22gr,1,3,4,angie22gr,3,amplifier_suspect:0.57; mixed_behavior:0.29; media_business:0.14,36.9171
1693Cross,False,3,2,2,MasenkaMm230158,2,0.6667,0.5556,0.5,71643,MariaKoki3,1,2,3,MariaKoki3,1,amplifier_suspect:0.67; retail_user:0.33,36.8737
Alyunan00,False,3,2,2,Aaagiiisss,2,0.6667,0.5556,0.5,25333,Aaagiiisss,1,2,2,lafillemalgard1,1,amplifier_suspect:0.67; mixed_behavior:0.33,36.8737
C_Papachaviaris,False,3,2,2,46spiros,2,0.6667,0.5556,0.5,7985,46spiros,1,2,2,46spiros,2,amplifier_suspect:0.67; mixed_behavior:0.33,36.8737
Curious_Ches,False,3,2,2,ABCHeckles,2,0.6667,0.5556,0.5,11858,ABCHeckles,1,2,2,ABCHeckles,2,amplifier_suspect:0.67; media_business:0.33,36.8737
Kozet97913705,False,3,2,2,GiotaPapapetrou,2,0.6667,0.5556,0.5,13557,GiotaPapapetrou,1,2,3,AgelisDimitris,1,retail_user:0.67; mixed_behavior:0.33,36.8737
Local_Bureau,True,3,2,2,hatz_patty,2,0.6667,0.5556,0.5,80103,hatz_patty,1,2,2,hatz_patty,2,mixed_behavior:0.67; media_business:0.33,36.8737
VforVolemenos,True,3,2,2,sinakatsarou,2,0.6667,0.5556,0.5,17543,DonConsclavios,1,2,2,DonConsclavios,1,mixed_behavior:0.67; amplifier_suspect:0.33,36.8737
defencegreece_m,False,3,2,2,dinoskonstantin,2,0.6667,0.5556,0.5,32876,dinoskonstantin,1,2,2,dinoskonstantin,2,amplifier_suspect:0.67; mixed_behavior:0.33,36.8737
litsagd,False,3,2,2,GiotaPapapetrou,2,0.6667,0.5556,0.5,232,GiotaPapapetrou,1,2,3,GiotaPapapetrou,2,retail_user:0.67; amplifier_suspect:0.33,36.8737
neurocandy_,False,3,2,2,aggelikiME25,2,0.6667,0.5556,0.5,557,aggelikiME25,1,2,3,GiotaPapapetrou,1,mixed_behavior:0.67; retail_user:0.33,36.8737
pontifex1054,False,3,2,2,nickthegreek5,2,0.6667,0.5556,0.5,24280,mpantazo,1,2,2,mpantazo,1,media_business:0.67; amplifier_suspect:0.33,36.8737
tzela463084,False,3,2,2,GiotaPapapetrou,2,0.6667,0.5556,0.5,3212,GiotaPapapetrou,1,2,3,GiotaPapapetrou,2,retail_user:0.67; amplifier_suspect:0.33,36.8737
Track11John,True,5,3,5,Track11John,3,0.6,0.44,0.3,33180,ArisBJJ,1,5,5,Track11John,3,mixed_behavior:1.00,36.8344
EliAfriatISR,False,7,4,6,nickthegreek5,3,0.4286,0.3061,0.3,24569,nickthegreek5,1,6,6,nickthegreek5,3,mixed_behavior:0.43; media_business:0.43; retail_user:0.14,36.8222
mariakalantze,False,20,14,7,AgelisDimitris,3,0.15,0.085,0.0854,51200,dinoskonstantin,1,8,11,AgelisDimitris,2,mixed_behavior:0.45; amplifier_suspect:0.45; media_business:0.10,36.6201
DoraZip,False,8,5,3,Track11John,3,0.375,0.25,0.3667,16168,giannMak,1,4,5,giannMak,1,mixed_behavior:0.75; amplifier_suspect:0.12; media_business:0.12,36.5989
hellaspecial,True,15,10,7,46spiros,5,0.3333,0.1644,0.1,15154,ptableart,1,8,11,46spiros,4,amplifier_suspect:0.47; mixed_behavior:0.40; unknown:0.07; media_business:0.07,36.5807
haaha_bou,False,8,5,7,AgelisDimitris,3,0.375,0.25,0.25,37016,Electra306,1,7,8,AgelisDimitris,3,mixed_behavior:0.75; amplifier_suspect:0.12; media_business:0.12,36.1456
Harhalas,True,22,16,7,Briassulis,3,0.1364,0.0744,0.0558,20966,angie22gr,1,7,9,K_Sav215,2,mixed_behavior:0.55; amplifier_suspect:0.27; media_business:0.14; retail_user:0.05,36.0654
Niw451,False,4,2,4,paliakaravana59,2,0.5,0.5,0.3333,72204,Xeniaxe19580370,1,4,4,paliakaravana59,2,amplifier_suspect:1.00,35.9799
PtisiMagazine,False,4,2,4,xariszak2,2,0.5,0.5,0.3333,30308,MenoEdo,1,4,4,xariszak2,2,amplifier_suspect:0.50; mixed_behavior:0.50,35.9799
57lista,True,13,9,5,mpantazo,4,0.3077,0.1598,0.2111,2448,K_Sav215,1,5,8,mpantazo,3,amplifier_suspect:0.69; mixed_behavior:0.31,35.9402
qasireu,False,10,6,4,46spiros,3,0.3,0.2,0.3056,33313,EthanAnargyrous,1,4,4,46spiros,2,amplifier_suspect:0.50; media_business:0.40; retail_user:0.10,35.8987
olympiada,False,8,5,4,BananaJoeReload,3,0.375,0.25,0.25,32817,VaragiosP,1,6,6,BananaJoeReload,2,mixed_behavior:0.50; amplifier_suspect:0.25; media_business:0.12; retail_user:0.12,35.6114
stathisdrogosis,False,17,13,6,46spiros,3,0.1765,0.0934,0.1083,10220,anasiropiastos,1,7,10,46spiros,3,amplifier_suspect:0.47; mixed_behavior:0.41; media_business:0.06; retail_user:0.06,35.5584
P159646899P,False,20,16,6,AgelisDimitris,3,0.15,0.075,0.0619,20390,steiger_st28082,1,7,12,angie22gr,2,mixed_behavior:0.40; amplifier_suspect:0.35; media_business:0.15; retail_user:0.10,35.4738
PlakoudasSpyros,False,6,4,4,Track11John,3,0.5,0.3333,0.2778,46741,hellaspecial,1,5,5,Track11John,2,mixed_behavior:0.50; amplifier_suspect:0.33; media_business:0.17,35.3732
SMpliat,False,15,12,9,Track11John,2,0.1333,0.0933,0.075,29035,giannMak,1,10,12,giannMak,2,mixed_behavior:0.60; amplifier_suspect:0.20; media_business:0.20,35.189
DvsDvs60195368,True,17,12,11,Fotinh5,3,0.1765,0.1003,0.0,11189,mpantazo,1,11,13,Fotinh5,3,amplifier_suspect:0.53; mixed_behavior:0.35; media_business:0.12,35.1546
gio_Kk23,False,20,15,5,galex1908,2,0.1,0.075,0.0411,6861,KosmidisStathis,1,7,8,angelikitsakani,1,amplifier_suspect:0.45; mixed_behavior:0.30; media_business:0.20; retail_user:0.05,35.0385
Nothing04305955,False,10,7,4,nickthegreek5,3,0.3,0.18,0.2381,2152,Agie2a,1,5,8,nickthegreek5,3,mixed_behavior:0.60; media_business:0.30; unknown:0.10,34.8978
RadioGenoa,False,11,7,9,dinoskonstantin,3,0.2727,0.1736,0.1,11816,dinoskonstantin,1,9,10,dinoskonstantin,3,amplifier_suspect:0.55; mixed_behavior:0.18; retail_user:0.18; media_business:0.09,34.7142
Bodymist18668,False,3,2,3,Track11John,2,0.6667,0.5556,0.3333,35034,Track11John,1,3,3,Track11John,2,mixed_behavior:1.00,34.6911
LionHeart142322,False,3,2,3,aggelikiME25,2,0.6667,0.5556,0.3333,329,aggelikiME25,1,3,3,aggelikiME25,2,mixed_behavior:0.67; amplifier_suspect:0.33,34.6911
Mareadre,False,3,2,3,sinakatsarou,2,0.6667,0.5556,0.3333,3579,sinakatsarou,1,3,3,sinakatsarou,2,mixed_behavior:1.00,34.6911
Nikos_Lygeros,False,3,2,3,Myrtilo01,2,0.6667,0.5556,0.3333,47046,Myrtilo01,1,3,3,Myrtilo01,2,media_business:0.67; mixed_behavior:0.33,34.6911
frad_fradi,False,3,2,3,lafillemalgard1,2,0.6667,0.5556,0.3333,3002,Athanasiosfara1,1,3,3,lafillemalgard1,2,mixed_behavior:1.00,34.6911
kperantakos,False,3,2,3,vythos70,2,0.6667,0.5556,0.3333,6170,vythos70,1,3,3,vythos70,2,mixed_behavior:0.67; amplifier_suspect:0.33,34.6911
syl_sylv7966337,False,3,2,3,MenoEdo,2,0.6667,0.5556,0.3333,29865,MenoEdo,1,3,3,MenoEdo,2,mixed_behavior:0.67; amplifier_suspect:0.33,34.6911
xuzin3sefh,False,3,2,3,vythos70,2,0.6667,0.5556,0.3333,42662,vythos70,1,3,3,vythos70,2,mixed_behavior:0.67; amplifier_suspect:0.33,34.6911
ScroogeKifissia,True,5,3,5,IK25818385,2,0.4,0.36,0.2,3665,IK25818385,0,5,5,IK25818385,2,mixed_behavior:0.60; media_business:0.40,34.5011
mvlazaridis,False,10,7,7,Track11John,3,0.3,0.18,0.15,26114,galex1908,1,7,8,Track11John,2,amplifier_suspect:0.50; mixed_behavior:0.50,34.2866
bpapapanagiotou,False,15,12,7,nickthegreek5,3,0.2,0.1022,0.0793,27136,Nogate_T,1,7,8,Briassulis,1,amplifier_suspect:0.47; media_business:0.27; mixed_behavior:0.20; source_hub:0.07,34.2231
DejaLogic,True,17,14,6,nickthegreek5,3,0.1765,0.0865,0.0629,24371,maus_miny,1,6,6,maus_miny,1,amplifier_suspect:0.53; media_business:0.24; mixed_behavior:0.18; retail_user:0.06,33.9692
Heraclis_82,False,9,7,2,Briassulis,2,0.2222,0.1605,0.2857,1140,AgelisDimitris,1,4,7,Briassulis,1,mixed_behavior:0.67; amplifier_suspect:0.22; retail_user:0.11,33.8708
tazmanolis,True,11,8,3,agapornis_mask,2,0.1818,0.1405,0.1944,5293,agapornis_mask,1,5,7,mpantazo,1,amplifier_suspect:0.36; mixed_behavior:0.27; retail_user:0.18; media_business:0.18,33.8226
Aristerotsolis,True,14,11,4,Aristerotsolis,3,0.2143,0.1122,0.1597,17834,angelikitsakani,1,4,5,Aristerotsolis,3,mixed_behavior:0.50; amplifier_suspect:0.43; media_business:0.07,33.6482
MariaDecokeke,True,10,6,7,ABCHeckles,2,0.2,0.18,0.1,14091,sinakatsarou,1,8,9,hatz_patty,2,mixed_behavior:0.50; amplifier_suspect:0.40; media_business:0.10,33.6387
LKleitou,True,20,17,4,johnblandos,2,0.1,0.065,0.0385,29359,galex1908,1,5,8,galex1908,1,amplifier_suspect:0.50; mixed_behavior:0.25; media_business:0.15; retail_user:0.10,33.6233
SarikasKostas,False,8,6,3,MenoEdo,3,0.375,0.2188,0.2889,16712,klikr,1,3,3,klikr,1,mixed_behavior:0.62; media_business:0.25; amplifier_suspect:0.12,33.5362
dimitris7987,True,21,19,4,46spiros,2,0.0952,0.0567,0.023,12941,PitSpencer,1,5,9,JimyWis,1,amplifier_suspect:0.57; mixed_behavior:0.24; media_business:0.19,33.5098
doubamari,True,13,10,5,AgelisDimitris,3,0.2308,0.1243,0.1283,24029,mpantazo,1,5,7,AgelisDimitris,2,amplifier_suspect:0.46; mixed_behavior:0.38; media_business:0.15,33.4527
apablaze,False,11,9,5,AgelisDimitris,3,0.2727,0.1405,0.1667,23870,K_Sav215,1,5,6,AgelisDimitris,2,mixed_behavior:0.64; unknown:0.18; amplifier_suspect:0.09; media_business:0.09,33.3365
30__kai,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,1497659,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
5channel,False,1,1,1,theatropoios,1,1.0,1.0,0.0,4061,theatropoios,0,1,1,theatropoios,1,amplifier_suspect:1.00,33.3178
8_gaci,False,1,1,1,anarchistdonkey,1,1.0,1.0,0.0,1529,anarchistdonkey,0,1,1,anarchistdonkey,1,media_business:1.00,33.3178
ABC,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,71341,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
AHD_from_TX,False,1,1,1,themagus2022,1,1.0,1.0,0.0,36702,themagus2022,0,1,1,themagus2022,1,amplifier_suspect:1.00,33.3178
ANCofGR,False,1,1,1,RGialama8386,1,1.0,1.0,0.0,8658,RGialama8386,0,1,1,RGialama8386,1,unknown:1.00,33.3178
AdamJSchwarz,False,1,1,1,anastassios2401,1,1.0,1.0,0.0,14994,anastassios2401,0,1,1,anastassios2401,1,media_business:1.00,33.3178
AhuraMazdaPiruz,False,1,1,1,michael_exc,1,1.0,1.0,0.0,66390,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
Alpha_Wanted,False,1,1,1,Yiorgos4115671,1,1.0,1.0,0.0,80536,Yiorgos4115671,0,1,1,Yiorgos4115671,1,unknown:1.00,33.3178
AnA_podo_radiki,False,1,1,1,mystical_hell,1,1.0,1.0,0.0,27554,mystical_hell,0,1,1,mystical_hell,1,unknown:1.00,33.3178
AncientHistorry,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,17095,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
ApoLLoN_I,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,236118513,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
ArcheusLore,False,1,1,1,michael_exc,1,1.0,1.0,0.0,6624,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
Athanasiosfara1,True,1,1,1,phtochos1,1,1.0,1.0,0.0,6404,phtochos1,0,1,1,phtochos1,1,mixed_behavior:1.00,33.3178
Auslaender,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,21390,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
AxtarmasC,False,1,1,1,Electra306,1,1.0,1.0,0.0,1396,Electra306,0,1,1,Electra306,1,mixed_behavior:1.00,33.3178
AzPetrich,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,5671,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
BBCNews,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,38689,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
BMoon_bee,False,1,1,1,michael_exc,1,1.0,1.0,0.0,20180,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
BUNDZONE,False,1,1,1,Manolo_math,1,1.0,1.0,0.0,32381,Manolo_math,0,1,1,Manolo_math,1,unknown:1.00,33.3178
BarbaraKain1,False,1,1,1,frel_elias,1,1.0,1.0,0.0,38283,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
BatmanTweetzz,False,1,1,1,MAVROJOHN,1,1.0,1.0,0.0,25949,MAVROJOHN,0,1,1,MAVROJOHN,1,source_hub:1.00,33.3178
BlackBondPtv,False,1,1,1,Realism_47,1,1.0,1.0,0.0,127708,Realism_47,0,1,1,Realism_47,1,mixed_behavior:1.00,33.3178
BoyGeorge,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,10000,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
BoyanSlat,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,9080,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
ByJimbob,False,1,1,1,PanosStayis,1,1.0,1.0,0.0,71789,PanosStayis,0,1,1,PanosStayis,1,retail_user:1.00,33.3178
COADF2,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,75842,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
CapitanBitcoin,False,1,1,1,kostasagg1965,1,1.0,1.0,0.0,6571,kostasagg1965,0,1,1,kostasagg1965,1,retail_user:1.00,33.3178
Capitana_espana,False,1,1,1,Nikos2501,1,1.0,1.0,0.0,70386,Nikos2501,0,1,1,Nikos2501,1,mixed_behavior:1.00,33.3178
CelestaMs49332,False,1,1,1,frel_elias,1,1.0,1.0,0.0,33454,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
ChrisWillx,False,1,1,1,chkls,1,1.0,1.0,0.0,8226,chkls,0,1,1,chkls,1,amplifier_suspect:1.00,33.3178
Cognosco_Team,False,1,1,1,CMentat,1,1.0,1.0,0.0,21280,CMentat,0,1,1,CMentat,1,retail_user:1.00,33.3178
ConstantineLad,False,1,1,1,isidoragiou1,1,1.0,1.0,0.0,36073,isidoragiou1,0,1,1,isidoragiou1,1,retail_user:1.00,33.3178
Cursed41926,False,1,1,1,HouseElisabeth_,1,1.0,1.0,0.0,8243,HouseElisabeth_,0,1,1,HouseElisabeth_,1,amplifier_suspect:1.00,33.3178
DTsakoniti,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,7415,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
DearS_o_n,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,32000,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
DollyH25,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,42591,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
ELLEmagazine,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,80034,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
EchoesofEmpire_,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,83807,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
Eirini_D91,False,1,1,1,trescommeilfaut,1,1.0,1.0,0.0,4851,trescommeilfaut,0,1,1,trescommeilfaut,1,source_hub:1.00,33.3178
Ekt102684044361,False,1,1,1,Leniw_Lenia,1,1.0,1.0,0.0,5922,Leniw_Lenia,0,1,1,Leniw_Lenia,1,amplifier_suspect:1.00,33.3178
Elatotheo,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,5487,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
EmCorfu,False,1,1,1,Philipos1991486,1,1.0,1.0,0.0,4685,Philipos1991486,0,1,1,Philipos1991486,1,retail_user:1.00,33.3178
Eman_8282,False,1,1,1,papa_vaso,1,1.0,1.0,0.0,50925,papa_vaso,0,1,1,papa_vaso,1,unknown:1.00,33.3178
En_chinaNews,False,1,1,1,michael_exc,1,1.0,1.0,0.0,67931,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
Fantasy_gReek,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,36019,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
FoniLogikis_A_L,False,1,1,1,IK25818385,1,1.0,1.0,0.0,25648,IK25818385,0,1,1,IK25818385,1,mixed_behavior:1.00,33.3178
Footballfights,False,1,1,1,anarchistdonkey,1,1.0,1.0,0.0,23444,anarchistdonkey,0,1,1,anarchistdonkey,1,media_business:1.00,33.3178
GeorgeLiakopou2,False,1,1,1,Abovelaw13,1,1.0,1.0,0.0,2579,Abovelaw13,0,1,1,Abovelaw13,1,retail_user:1.00,33.3178
GiorgosPap_96,False,1,1,1,HouseElisabeth_,1,1.0,1.0,0.0,13155,HouseElisabeth_,0,1,1,HouseElisabeth_,1,amplifier_suspect:1.00,33.3178
GustavoAdolf_,False,1,1,1,KVagos42117,1,1.0,1.0,0.0,32447,KVagos42117,0,1,1,KVagos42117,1,amplifier_suspect:1.00,33.3178
HHepplewhite,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,81260,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
Haberler,False,1,1,1,akrokentrwos_2,1,1.0,1.0,0.0,28167,akrokentrwos_2,0,1,1,akrokentrwos_2,1,media_business:1.00,33.3178
HerodotusWave,False,1,1,1,KyrPantelis3,1,1.0,1.0,0.0,54850,KyrPantelis3,0,1,1,KyrPantelis3,1,amplifier_suspect:1.00,33.3178
Hey_jahid26,False,1,1,1,AthanasiouCccp,1,1.0,1.0,0.0,47114,AthanasiouCccp,0,1,1,AthanasiouCccp,1,media_business:1.00,33.3178
Howlingmutant0,False,1,1,1,seriousthreat98,1,1.0,1.0,0.0,9837,seriousthreat98,0,1,1,seriousthreat98,1,mixed_behavior:1.00,33.3178
HrissyD,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,86410,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
IRGCarabic,False,1,1,1,michael_exc,1,1.0,1.0,0.0,24739,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
I_iron_ironic,False,1,1,1,margko73,1,1.0,1.0,0.0,83478,margko73,0,1,1,margko73,1,amplifier_suspect:1.00,33.3178
I_love_family1,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,29232,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
IconicBase_,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,85030,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
InterestingFck,False,1,1,1,KyrPantelis3,1,1.0,1.0,0.0,25872,KyrPantelis3,0,1,1,KyrPantelis3,1,amplifier_suspect:1.00,33.3178
IraninAustralia,False,1,1,1,michael_exc,1,1.0,1.0,0.0,45677,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
IsraelintheGulf,False,1,1,1,theatropoios,1,1.0,1.0,0.0,23313,theatropoios,0,1,1,theatropoios,1,amplifier_suspect:1.00,33.3178
JackPosobiec,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,8330,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
Jo_Fitou_ssi,False,1,1,1,theatropoios,1,1.0,1.0,0.0,77337,theatropoios,0,1,1,theatropoios,1,amplifier_suspect:1.00,33.3178
JohnToyp,False,1,1,1,matrixneo1979,1,1.0,1.0,0.0,3721,matrixneo1979,0,1,1,matrixneo1979,1,media_business:1.00,33.3178
Juan_Veron1908,False,1,1,1,Abovelaw13,1,1.0,1.0,0.0,2587,Abovelaw13,0,1,1,Abovelaw13,1,retail_user:1.00,33.3178
JustJared,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,24025,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
Kallkall14,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,33,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
KantInEastt,False,1,1,1,frel_elias,1,1.0,1.0,0.0,29659,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
Kaybedlerklbu,False,1,1,1,pnevan11,1,1.0,1.0,0.0,29451,pnevan11,0,1,1,pnevan11,1,retail_user:1.00,33.3178
Khlysty1,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,78198,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
KostasS75,False,1,1,1,consue_banana_,1,1.0,1.0,0.0,1842,consue_banana_,0,1,1,consue_banana_,1,mixed_behavior:1.00,33.3178
KostasVaxevanis,False,1,1,1,B2hBk3gFaa2fH4W,1,1.0,1.0,0.0,41025,B2hBk3gFaa2fH4W,0,1,1,B2hBk3gFaa2fH4W,1,amplifier_suspect:1.00,33.3178
LMarialond,False,1,1,1,KyrPantelis3,1,1.0,1.0,0.0,4852,KyrPantelis3,0,1,1,KyrPantelis3,1,amplifier_suspect:1.00,33.3178
LePoint,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,8234,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
Left_Spear,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,85296,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
LeoTollstoy,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,21957,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
Lukarone21,False,1,1,1,anarchistdonkey,1,1.0,1.0,0.0,1949,anarchistdonkey,0,1,1,anarchistdonkey,1,media_business:1.00,33.3178
LvivJournal,False,1,1,1,theatropoios,1,1.0,1.0,0.0,21536,theatropoios,0,1,1,theatropoios,1,amplifier_suspect:1.00,33.3178
MJMcKean,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,9912,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
MadonnaUltimate,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,1352,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
