amplified_author_handle,in_member_list,total_inbound_retweets,unique_amplifier_count,unique_amplified_posts,top_amplifier_handle,top_amplifier_count,top_amplifier_share,amplification_hhi,repeat_crew_overlap,median_first_retweet_lag_sec,fastest_amplifier_handle,cross_component_reach,within_15m_inbound,within_60m_inbound,top_first_retweeter_handle,top_first_retweeter_count,captured_role_mix,amplification_score
Magician_Zastro,False,1,1,1,akrato,1,1.0,1.0,0.0,44166,akrato,0,1,1,akrato,1,unknown:1.00,33.3178
MargoGontar,False,1,1,1,theatropoios,1,1.0,1.0,0.0,18247,theatropoios,0,1,1,theatropoios,1,amplifier_suspect:1.00,33.3178
Marka2free,False,1,1,1,LitsaXarou,1,1.0,1.0,0.0,594,LitsaXarou,0,1,1,LitsaXarou,1,media_business:1.00,33.3178
MetroVideoGame,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,3165,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
MichaelPoliako3,False,1,1,1,frel_elias,1,1.0,1.0,0.0,29545,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
MikaelScofield_,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,26410,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
Miss_lemon___,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,5905,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
Momojoj323,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,4891,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
MuuMuse,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,22885,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
NVlachopoulos,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,44407,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
Natursee,False,1,1,1,KyrPantelis3,1,1.0,1.0,0.0,44993,KyrPantelis3,0,1,1,KyrPantelis3,1,amplifier_suspect:1.00,33.3178
News5PH,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,44949,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
Nickfarc19,False,1,1,1,despica67766915,1,1.0,1.0,0.0,3218,despica67766915,0,1,1,despica67766915,1,retail_user:1.00,33.3178
Old_But_Gold50s,False,1,1,1,KVagos42117,1,1.0,1.0,0.0,87375,KVagos42117,0,1,1,KVagos42117,1,amplifier_suspect:1.00,33.3178
OldeWorldOrder,False,1,1,1,frel_elias,1,1.0,1.0,0.0,77952,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
OlgaBen1979,False,1,1,1,Abovelaw13,1,1.0,1.0,0.0,3242,Abovelaw13,0,1,1,Abovelaw13,1,retail_user:1.00,33.3178
Osinttechnical,False,1,1,1,Dv500x,1,1.0,1.0,0.0,9036,Dv500x,0,1,1,Dv500x,1,source_hub:1.00,33.3178
PAOKland4,False,1,1,1,HouseElisabeth_,1,1.0,1.0,0.0,13929,HouseElisabeth_,0,1,1,HouseElisabeth_,1,amplifier_suspect:1.00,33.3178
P_Kallioniemi,False,1,1,1,anastassios2401,1,1.0,1.0,0.0,36233,anastassios2401,0,1,1,anastassios2401,1,media_business:1.00,33.3178
Pagratiotiki,False,1,1,1,IK25818385,1,1.0,1.0,0.0,46723,IK25818385,0,1,1,IK25818385,1,mixed_behavior:1.00,33.3178
Parrisia,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,20825,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
PastPaulitics,False,1,1,1,themagus2022,1,1.0,1.0,0.0,1024,themagus2022,0,1,1,themagus2022,1,amplifier_suspect:1.00,33.3178
Pataramesh,False,1,1,1,Protostatis,1,1.0,1.0,0.0,4461,Protostatis,0,1,1,Protostatis,1,mixed_behavior:1.00,33.3178
Phaedra969,False,1,1,1,Philipos1991486,1,1.0,1.0,0.0,5949,Philipos1991486,0,1,1,Philipos1991486,1,retail_user:1.00,33.3178
PlayStation,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,2729,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
PowPowPleasures,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,23609,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
PrDimokratias,False,1,1,1,antonis_zen,1,1.0,1.0,0.0,47805,antonis_zen,0,1,1,antonis_zen,1,unknown:1.00,33.3178
Recylopse,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,17705,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
Regina_00007,False,1,1,1,ledentiste2,1,1.0,1.0,0.0,5448,ledentiste2,0,1,1,ledentiste2,1,mixed_behavior:1.00,33.3178
Rickatycat,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,74846,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
RobustFeed,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,13624,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
RomeInTheEast,False,1,1,1,frel_elias,1,1.0,1.0,0.0,9068,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
Roni65043634,False,1,1,1,michael_exc,1,1.0,1.0,0.0,60899,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
SPIN,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,81539,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
SXakousti,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,97669,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
Satanna33,False,1,1,1,margko73,1,1.0,1.0,0.0,18422,margko73,0,1,1,margko73,1,amplifier_suspect:1.00,33.3178
Sea_Bass_J,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,43600,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
SeriesBrasil,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,77433,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
ShangguanJiewen,False,1,1,1,michael_exc,1,1.0,1.0,0.0,42111,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
Sir_Claxonn,False,1,1,1,giorgosgreen,1,1.0,1.0,0.0,8874,giorgosgreen,0,1,1,giorgosgreen,1,mixed_behavior:1.00,33.3178
SpotifyMexico,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,13462,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
SprinterPress,False,1,1,1,michael_exc,1,1.0,1.0,0.0,21355,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
Stam_Pittas,False,1,1,1,sokpap,1,1.0,1.0,0.0,1013,sokpap,0,1,1,sokpap,1,unknown:1.00,33.3178
TKampagiannis,False,1,1,1,Protostatis,1,1.0,1.0,0.0,1165,Protostatis,0,1,1,Protostatis,1,mixed_behavior:1.00,33.3178
TNTgrupa,False,1,1,1,MAVROJOHN,1,1.0,1.0,0.0,5343,MAVROJOHN,0,1,1,MAVROJOHN,1,source_hub:1.00,33.3178
TheHughAnthony,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,20151,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
TheLaurenChen,False,1,1,1,themagus2022,1,1.0,1.0,0.0,28008,themagus2022,0,1,1,themagus2022,1,amplifier_suspect:1.00,33.3178
TheRabbitHole,False,1,1,1,chkls,1,1.0,1.0,0.0,18556,chkls,0,1,1,chkls,1,amplifier_suspect:1.00,33.3178
TheaMuse01,False,1,1,1,EoLaerte,1,1.0,1.0,0.0,14142,EoLaerte,0,1,1,EoLaerte,1,mixed_behavior:1.00,33.3178
Thorvin1976,False,1,1,1,HouseElisabeth_,1,1.0,1.0,0.0,13556,HouseElisabeth_,0,1,1,HouseElisabeth_,1,amplifier_suspect:1.00,33.3178
UbermenschMind,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,15768,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
UkieDanya,False,1,1,1,Wonderlust_K,1,1.0,1.0,0.0,20448,Wonderlust_K,0,1,1,Wonderlust_K,1,unknown:1.00,33.3178
UndiagnosedMode,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,1184,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
Vathipigadi,False,1,1,1,agnwstos_x_,1,1.0,1.0,0.0,28820,agnwstos_x_,0,1,1,agnwstos_x_,1,source_hub:1.00,33.3178
Votsarinho,False,1,1,1,vagelis_ts,1,1.0,1.0,0.0,23985,vagelis_ts,0,1,1,vagelis_ts,1,unknown:1.00,33.3178
WMAfrica,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,21706,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
WORLDMUSICAWARD,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,24674,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
WarnerPromo,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,108775,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
XyzContagion,False,1,1,1,theatropoios,1,1.0,1.0,0.0,15233,theatropoios,0,1,1,theatropoios,1,amplifier_suspect:1.00,33.3178
Yumzy__,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,5828,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
_SimonLeone,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,7037,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
__liaki___,False,1,1,1,KyrPantelis3,1,1.0,1.0,0.0,9952,KyrPantelis3,0,1,1,KyrPantelis3,1,amplifier_suspect:1.00,33.3178
_bilnas7__,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,113418,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
alyonapopova,False,1,1,1,hellaspecial,1,1.0,1.0,0.0,48724,hellaspecial,0,1,1,hellaspecial,1,media_business:1.00,33.3178
andrikeloss,False,1,1,1,Leniw_Lenia,1,1.0,1.0,0.0,22594,Leniw_Lenia,0,1,1,Leniw_Lenia,1,amplifier_suspect:1.00,33.3178
antigua_roma,False,1,1,1,frel_elias,1,1.0,1.0,0.0,29148,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
apostolosz,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,6443,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
basedganyu,False,1,1,1,CMentat,1,1.0,1.0,0.0,20583,CMentat,0,1,1,CMentat,1,retail_user:1.00,33.3178
billy_schumi,False,1,1,1,Abovelaw13,1,1.0,1.0,0.0,2979,Abovelaw13,0,1,1,Abovelaw13,1,retail_user:1.00,33.3178
blacktom1961,False,1,1,1,michael_exc,1,1.0,1.0,0.0,25809,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
bored2be,False,1,1,1,Abovelaw13,1,1.0,1.0,0.0,12806,Abovelaw13,0,1,1,Abovelaw13,1,retail_user:1.00,33.3178
chriki_stokos,False,1,1,1,ledentiste2,1,1.0,1.0,0.0,1003,ledentiste2,0,1,1,ledentiste2,1,mixed_behavior:1.00,33.3178
dandestrincha,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,81953,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
dobos21,False,1,1,1,tazmanolis,1,1.0,1.0,0.0,6999,tazmanolis,0,1,1,tazmanolis,1,mixed_behavior:1.00,33.3178
druginaplug,False,1,1,1,margko73,1,1.0,1.0,0.0,22082882,margko73,0,1,1,margko73,1,amplifier_suspect:1.00,33.3178
eastonaxe,False,1,1,1,freemindspirits,1,1.0,1.0,0.0,18197,freemindspirits,0,1,1,freemindspirits,1,retail_user:1.00,33.3178
elpicador21,False,1,1,1,anarchistdonkey,1,1.0,1.0,0.0,1464,anarchistdonkey,0,1,1,anarchistdonkey,1,media_business:1.00,33.3178
eniiii2,False,1,1,1,Abovelaw13,1,1.0,1.0,0.0,2817,Abovelaw13,0,1,1,Abovelaw13,1,retail_user:1.00,33.3178
epigeiathea,False,1,1,1,Georgia146690,1,1.0,1.0,0.0,25808,Georgia146690,0,1,1,Georgia146690,1,unknown:1.00,33.3178
fakehistoryhunt,False,1,1,1,CMentat,1,1.0,1.0,0.0,3423,CMentat,0,1,1,CMentat,1,retail_user:1.00,33.3178
fasistogavros88,False,1,1,1,giorgosgreen,1,1.0,1.0,0.0,25098,giorgosgreen,0,1,1,giorgosgreen,1,mixed_behavior:1.00,33.3178
fwnhlogikhs,False,1,1,1,tazmanolis,1,1.0,1.0,0.0,9026,tazmanolis,0,1,1,tazmanolis,1,mixed_behavior:1.00,33.3178
galaxias1313,False,1,1,1,Abovelaw13,1,1.0,1.0,0.0,7335,Abovelaw13,0,1,1,Abovelaw13,1,retail_user:1.00,33.3178
gondolieris,False,1,1,1,tazmanolis,1,1.0,1.0,0.0,193,tazmanolis,0,1,1,tazmanolis,1,mixed_behavior:1.00,33.3178
histories_arch,False,1,1,1,frel_elias,1,1.0,1.0,0.0,48180,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
holy_but_horny,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,16432,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
horexitoueater,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,80748,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
iHeartRadio,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,10650,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
ilpresidenteh,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,1587,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
insomniacgames,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,123,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
iointelresearch,False,1,1,1,CMentat,1,1.0,1.0,0.0,1707,CMentat,0,1,1,CMentat,1,retail_user:1.00,33.3178
ivan_8848,False,1,1,1,michael_exc,1,1.0,1.0,0.0,47029,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
jonathanchait,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,16797,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
kediastrolog,False,1,1,1,KVagos42117,1,1.0,1.0,0.0,42417,KVagos42117,0,1,1,KVagos42117,1,amplifier_suspect:1.00,33.3178
kinglinzhuhui,False,1,1,1,michael_exc,1,1.0,1.0,0.0,22832,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
kinky_afro,False,1,1,1,ledentiste2,1,1.0,1.0,0.0,628,ledentiste2,0,1,1,ledentiste2,1,mixed_behavior:1.00,33.3178
kirawontmiss,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,58982,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
klarinodoctor,False,1,1,1,tazmanolis,1,1.0,1.0,0.0,231,tazmanolis,0,1,1,tazmanolis,1,mixed_behavior:1.00,33.3178
kriton65,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,91723,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
ksorbs,False,1,1,1,AthanasiouCccp,1,1.0,1.0,0.0,10659,AthanasiouCccp,0,1,1,AthanasiouCccp,1,media_business:1.00,33.3178
latinedisce,False,1,1,1,frel_elias,1,1.0,1.0,0.0,8618,frel_elias,0,1,1,frel_elias,1,mixed_behavior:1.00,33.3178
leofloros1908,False,1,1,1,anarchistdonkey,1,1.0,1.0,0.0,173,anarchistdonkey,0,1,1,anarchistdonkey,1,media_business:1.00,33.3178
lirouleo_,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,10996,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
madgefan14,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,23255,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
maritsa1453,False,1,1,1,steliostso,1,1.0,1.0,0.0,53031,steliostso,0,1,1,steliostso,1,mixed_behavior:1.00,33.3178
megaloutsikos,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,24512,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
mgrigorakis,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,25745,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
michp_34,False,1,1,1,amantomatimou,1,1.0,1.0,0.0,2974,amantomatimou,0,1,1,amantomatimou,1,media_business:1.00,33.3178
mikronous,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,29345,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
mina8745,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,5238,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
momentoviral,False,1,1,1,KyrPantelis3,1,1.0,1.0,0.0,29959,KyrPantelis3,0,1,1,KyrPantelis3,1,amplifier_suspect:1.00,33.3178
mpoumpivol2,False,1,1,1,bolltzmann,1,1.0,1.0,0.0,23360,bolltzmann,0,1,1,bolltzmann,1,unknown:1.00,33.3178
mpozos1981,False,1,1,1,Abovelaw13,1,1.0,1.0,0.0,2046,Abovelaw13,0,1,1,Abovelaw13,1,retail_user:1.00,33.3178
nfassol,False,1,1,1,matrixneo1979,1,1.0,1.0,0.0,2971,matrixneo1979,0,1,1,matrixneo1979,1,media_business:1.00,33.3178
ninaleo20228553,False,1,1,1,Valiadistinct,1,1.0,1.0,0.0,14873,Valiadistinct,0,1,1,Valiadistinct,1,amplifier_suspect:1.00,33.3178
not_buford,False,1,1,1,Asmoudis13,1,1.0,1.0,0.0,88576,Asmoudis13,0,1,1,Asmoudis13,1,unknown:1.00,33.3178
nypost,False,1,1,1,Greekprn,1,1.0,1.0,0.0,4892,Greekprn,0,1,1,Greekprn,1,source_hub:1.00,33.3178
officialcharts,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,22548,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
omdimbeyachad,False,1,1,1,michael_exc,1,1.0,1.0,0.0,15804,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
orenbarsky,False,1,1,1,Ralia1Raily,1,1.0,1.0,0.0,33035,Ralia1Raily,0,1,1,Ralia1Raily,1,mixed_behavior:1.00,33.3178
orthodox_33ad,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,122651,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
panaotis_,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,18082,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
panlabro,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,76396,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
persianserene2,False,1,1,1,michael_exc,1,1.0,1.0,0.0,36894,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
petaasia_japan,False,1,1,1,Valiadistinct,1,1.0,1.0,0.0,114051,Valiadistinct,0,1,1,Valiadistinct,1,amplifier_suspect:1.00,33.3178
pharmaki500mg,False,1,1,1,margko73,1,1.0,1.0,0.0,17625,margko73,0,1,1,margko73,1,amplifier_suspect:1.00,33.3178
predotameirao,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,97066,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
realKalos,False,1,1,1,seriousthreat98,1,1.0,1.0,0.0,12372,seriousthreat98,0,1,1,seriousthreat98,1,mixed_behavior:1.00,33.3178
rickyberwick,False,1,1,1,CMentat,1,1.0,1.0,0.0,5622,CMentat,0,1,1,CMentat,1,retail_user:1.00,33.3178
rjohn9596,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,2028,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
sacredchad_ig,False,1,1,1,ThanosKten,1,1.0,1.0,0.0,18120,ThanosKten,0,1,1,ThanosKten,1,unknown:1.00,33.3178
sahouraxo,False,1,1,1,michael_exc,1,1.0,1.0,0.0,24488,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
sashameetsrus,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,5438,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
sekeris,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,4561,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
sombrerogr,False,1,1,1,anarchistdonkey,1,1.0,1.0,0.0,2849,anarchistdonkey,0,1,1,anarchistdonkey,1,media_business:1.00,33.3178
spigaro,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,22004,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
sstahulis1,False,1,1,1,michael_exc,1,1.0,1.0,0.0,46822,michael_exc,0,1,1,michael_exc,1,amplifier_suspect:1.00,33.3178
steph2monaco,False,1,1,1,alexpretti1312,1,1.0,1.0,0.0,134850,alexpretti1312,0,1,1,alexpretti1312,1,unknown:1.00,33.3178
sternenko,False,1,1,1,theatropoios,1,1.0,1.0,0.0,41810,theatropoios,0,1,1,theatropoios,1,amplifier_suspect:1.00,33.3178
stratomonos,False,1,1,1,Placebo_0,1,1.0,1.0,0.0,1445,Placebo_0,0,1,1,Placebo_0,1,mixed_behavior:1.00,33.3178
thalassinos2001,False,1,1,1,IK25818385,1,1.0,1.0,0.0,7349,IK25818385,0,1,1,IK25818385,1,mixed_behavior:1.00,33.3178
thechosenberg,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,24511,NickDanny99,0,1,1,NickDanny99,1,amplifier_suspect:1.00,33.3178
thouvou13,False,1,1,1,HouseElisabeth_,1,1.0,1.0,0.0,22212,HouseElisabeth_,0,1,1,HouseElisabeth_,1,amplifier_suspect:1.00,33.3178
tomvsjerrys,False,1,1,1,Ralia1Raily,1,1.0,1.0,0.0,18270,Ralia1Raily,0,1,1,Ralia1Raily,1,mixed_behavior:1.00,33.3178
toumvas,False,1,1,1,lordos_noble,1,1.0,1.0,0.0,42114,lordos_noble,0,1,1,lordos_noble,1,unknown:1.00,33.3178
tourgkenief,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,7283,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
tzertzis,False,1,1,1,ScroogeKifissia,1,1.0,1.0,0.0,23759,ScroogeKifissia,0,1,1,ScroogeKifissia,1,media_business:1.00,33.3178
tzon_t,False,1,1,1,RGialama8386,1,1.0,1.0,0.0,106573,RGialama8386,0,1,1,RGialama8386,1,unknown:1.00,33.3178
vaisblo,False,1,1,1,ledentiste2,1,1.0,1.0,0.0,1674,ledentiste2,0,1,1,ledentiste2,1,mixed_behavior:1.00,33.3178
warnerrecords,False,1,1,1,madonnamaniac,1,1.0,1.0,0.0,63449,madonnamaniac,0,1,1,madonnamaniac,1,amplifier_suspect:1.00,33.3178
warrior_na92602,False,1,1,1,theatropoios,1,1.0,1.0,0.0,10607,theatropoios,0,1,1,theatropoios,1,amplifier_suspect:1.00,33.3178
xeftila20,False,1,1,1,foivos_trikkis_,1,1.0,1.0,0.0,6419,foivos_trikkis_,0,1,1,foivos_trikkis_,1,retail_user:1.00,33.3178
4fABkkc5xTv2aek,True,17,16,6,hatz_patty,2,0.1176,0.0657,0.05,81979,mpantazo,1,6,12,hatz_patty,2,mixed_behavior:0.53; amplifier_suspect:0.29; media_business:0.12; unknown:0.06,33.2377
panagiotis501,False,5,4,3,vythos70,2,0.4,0.28,0.3333,28806,RockRock222555,1,4,4,vythos70,2,mixed_behavior:0.60; amplifier_suspect:0.20; media_business:0.20,33.1885
HomerPavlos,False,9,6,5,nickthegreek5,3,0.3333,0.2099,0.1583,37215,Aaagiiisss,1,5,6,Aaagiiisss,2,amplifier_suspect:0.33; media_business:0.33; mixed_behavior:0.22; unknown:0.11,33.168
mmoutafides,False,9,6,7,hatz_patty,3,0.3333,0.2099,0.1,22623,MKioulafa,1,7,8,hatz_patty,3,mixed_behavior:0.78; amplifier_suspect:0.22,33.152
tzavelaniki,False,15,12,7,jparthen,3,0.2,0.1022,0.0236,6358,jparthen,1,7,7,jparthen,2,media_business:0.47; mixed_behavior:0.20; retail_user:0.13; amplifier_suspect:0.13,33.1096
ourania15,False,5,3,4,GiotaPapapetrou,2,0.4,0.36,0.25,14613,galex1908,1,4,4,GiotaPapapetrou,2,retail_user:0.40; mixed_behavior:0.40; amplifier_suspect:0.20,33.1052
IoannaDementi,False,12,8,3,angelikitsakani,2,0.1667,0.1389,0.2036,2733,galex1908,1,3,8,dkDurcGYTIpZdKl,1,amplifier_suspect:0.42; mixed_behavior:0.33; media_business:0.25,32.9834
LiberalGr,False,10,8,8,Track11John,2,0.2,0.14,0.1,8415,ArgirNik,1,8,8,Track11John,2,mixed_behavior:0.50; amplifier_suspect:0.20; media_business:0.20; retail_user:0.10,32.8471
iefimerida,False,12,11,7,Briassulis,2,0.1667,0.0972,0.1,17426,galex1908,1,7,7,Briassulis,2,mixed_behavior:0.67; amplifier_suspect:0.33,32.8134
GiotaPapapetrou,True,4,3,3,aggelikiME25,2,0.5,0.375,0.3333,1090,TheMadoula,1,3,3,aggelikiME25,2,mixed_behavior:1.00,32.7957
GP_74_,True,10,7,5,Track11John,3,0.3,0.18,0.125,10611,ippotech,1,5,7,angelikitsakani,2,mixed_behavior:0.80; amplifier_suspect:0.20,32.6359
isa_pera_re,False,4,2,3,G4Heron,2,0.5,0.5,0.3333,26864,G4Heron,2,3,4,G4Heron,2,media_business:0.50; mixed_behavior:0.50,32.5873
gverikks,False,14,11,4,AgelisDimitris,2,0.1429,0.102,0.075,30080,maus_miny,1,5,5,NodarasSpiros,1,mixed_behavior:0.50; amplifier_suspect:0.29; media_business:0.14; source_hub:0.07,32.4279
NicDam4,False,14,11,4,sinakatsarou,2,0.1429,0.102,0.0724,15240,NikosVsdl8,1,5,9,RockRock222555,1,mixed_behavior:0.50; amplifier_suspect:0.29; media_business:0.21,32.3763
AlexGavriilidis,True,10,8,7,vythos70,2,0.2,0.14,0.1,29835,mpantazo,1,7,7,vythos70,2,amplifier_suspect:0.40; mixed_behavior:0.30; media_business:0.20; retail_user:0.10,32.3759
ThunderSon23,False,5,3,3,xariszak2,2,0.4,0.36,0.3333,3163,xariszak2,2,3,3,xariszak2,2,amplifier_suspect:0.40; mixed_behavior:0.40; retail_user:0.20,32.2126
nikolaosderes,False,6,4,4,Briassulis,2,0.3333,0.2778,0.2222,24863,nickthegreek5,1,4,5,Briassulis,2,mixed_behavior:0.67; media_business:0.33,32.1439
prokaliptika1,False,7,5,5,greek_paris_13,3,0.4286,0.2653,0.1333,5306,greek_paris_13,1,5,5,greek_paris_13,2,mixed_behavior:0.57; amplifier_suspect:0.43,32.1019
