cohort_id,member_count,cascade_count,median_time_tightness_sec,target_concentration_hhi,top_target_author,top_target_count,unique_targets,component_ids,members,top_cascade_tweet_id,top_cascade_member_share,cohort_score
1,54,177,2541,0.0191,Technomagos,9,100,1,46spiros|57lista|ABCHeckles|Aaagiiisss|AgelisDimitris|Ah_riman|ArisBJJ|BatorGr|Briassulis|Catps66|DonConsclavios|Fotinh5|GiotaPapapetrou|JSweetGR|K_Sav215|LGkvas|Loxagos_Mark|MKioulafa|MariaDecokeke|MasenkaMm230158|MenoEdo|Myrtilo01|Nogate_T|NonameTZ|RockRock222555|SagamoreMount|SenzakiKamo|ThanosTzimeros|TheMadoula|Track11John|TsigkaEfi|Xeniaxe19580370|anasiropiastos|angelikitsakani|angie22gr|chrysib11|economi94461498|g_m_theo|galex1908|giannMak|greek_paris_13|hatz_patty|johnblandos|klikr|lafillemalgard1|lidakis_manos|maus_miny|mpantazo|nickthegreek5|paliakaravana59|ptableart|sinakatsarou|vythos70|zneraida,2044844673395487139,0.2222,53.4814
