account_handle,role_label,role_confidence,is_member,signals,followers_count,friends_count,followers_friends_ratio,listed_count,description_language,description_length,is_blue_verified,default_profile,account_age_days,retweet_ratio,original_count,cohort_ids
LKleitou,media_business,0.5,True,description_journalist_keyword|listed_count>=50(82)|default_profile,14854,1835,8.0948,82,und,10,False,True,2788,0.0,1,
MariaDecokeke,media_business,0.5,True,listed_count>=50(57)|default_profile|retweet_ratio>=0.85(0.99)|zero_or_single_original|first_retweeter_count>=3(27)|cohort_member(1),6639,3292,2.0167,57,und,0,False,True,4030,0.9851,1,1
ScroogeKifissia,media_business,0.5,True,listed_count>=50(53)|default_profile|retweet_ratio>=0.85(0.90)|first_retweeter_count>=3(36),22592,21857,1.0336,53,el,77,False,True,1674,0.9,4,
ZafiriaF,media_business,0.5,True,listed_count>=50(71)|default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(3),11225,6682,1.6799,71,el,52,False,True,5341,1.0,0,
aikarerina,media_business,0.5,True,listed_count>=50(52)|default_profile,2569,3101,0.8284,52,el,18,False,True,1950,0.5,1,
akrokentrwos_2,media_business,0.5,True,listed_count>=50(69)|default_profile,15197,1575,9.6489,69,el,90,False,True,2358,1.0,0,
amantomatimou,media_business,0.5,True,description_journalist_keyword|description_public_figure_keyword|listed_count>=50(57)|first_retweeter_count>=3(10),5604,557,10.061,57,,157,False,False,5533,0.55,9,
anarchistdonkey,media_business,0.5,True,listed_count>=50(92)|first_retweeter_count>=3(8),5614,2372,2.3668,92,el,22,False,False,4489,0.7692,3,
anastassios2401,media_business,0.5,True,listed_count>=50(62)|default_profile|retweet_ratio>=0.85(0.90)|zero_or_single_original|first_retweeter_count>=3(8),7547,5666,1.332,62,el,160,False,True,4892,0.9,1,
dkDurcGYTIpZdKl,media_business,0.5,True,listed_count>=50(50)|default_profile,3399,2364,1.4378,50,el,114,False,True,3201,0.75,1,
doubamari,media_business,0.5,True,listed_count>=50(53),6006,1647,3.6466,53,el,66,False,False,5331,0.5,1,
g_m_theo,media_business,0.5,True,description_public_figure_keyword|listed_count>=50(69)|default_profile|first_retweeter_count>=3(4)|cohort_member(1),6346,5666,1.12,69,el,66,False,True,4096,0.8235,3,1
hellaspecial,media_business,0.5,True,listed_count>=50(59)|blue_verified|default_profile,5639,4362,1.2928,59,el,39,True,True,2813,0.6667,1,
kikirik_nik,media_business,0.5,True,listed_count>=50(55)|followers_friends_ratio>=25(34.1),3756,110,34.1455,55,el,2,False,False,4341,0.0,1,
nickthegreek5,media_business,0.5,True,listed_count>=50(58)|retweet_ratio>=0.85(0.99)|first_retweeter_count>=3(88)|cohort_member(1),6393,2507,2.5501,58,el,89,False,False,5463,0.9858,4,1
nikglykos,media_business,0.5,True,listed_count>=50(71),7939,6406,1.2393,71,el,66,False,False,5339,0.0,1,
Mrpresidentgr,journalist_public_figure,0.95,True,description_public_figure_keyword|blue_verified|default_profile|retweet_ratio>=0.85(0.90)|zero_or_single_original|first_retweeter_count>=3(3),3816,2976,1.2823,30,,138,True,True,6178,0.9,1,
46spiros,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(105)|cohort_member(1),1111,385,2.8857,8,und,0,False,True,4740,1.0,0,1
ABCHeckles,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(36)|cohort_member(1),5954,4329,1.3754,26,el,39,False,True,4899,1.0,0,1
Aaagiiisss,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(15)|cohort_member(1),711,1390,0.5115,16,el,28,False,True,3201,1.0,0,1
B2hBk3gFaa2fH4W,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5)|top_amplified_share>=0.6(0.60),1640,2412,0.6799,5,el,10,False,True,2272,1.0,0,
BatorGr,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(8)|cohort_member(1),1193,926,1.2883,13,,19,False,True,1153,1.0,0,1
Catps66,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(26)|cohort_member(1),1051,2643,0.3977,13,en,131,False,True,1510,1.0,0,1
DonConsclavios,amplifier_suspect,0.9,True,blue_verified|default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(17)|cohort_member(1),304,817,0.3721,2,el,128,True,True,1018,1.0,0,1
Fotinh5,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(6)|cohort_member(1),3793,2942,1.2893,6,,0,False,True,1638,1.0,0,1
LGkvas,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5)|cohort_member(1),970,1364,0.7111,6,und,0,False,True,3335,1.0,0,1
MasenkaMm230158,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(27)|cohort_member(1),599,392,1.5281,2,,0,False,True,1849,1.0,0,1
Nogate_T,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(7)|cohort_member(1),9021,5397,1.6715,39,el,10,False,True,4080,1.0,0,1
TsigkaEfi,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(8)|cohort_member(1),1013,568,1.7835,17,,0,False,True,1314,1.0,0,1
Valiadistinct,amplifier_suspect,0.9,True,blue_verified|default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5)|top_amplified_share>=0.6(0.60),1214,383,3.1697,3,,32,True,True,2911,1.0,0,
Xeniaxe19580370,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(15)|cohort_member(1),741,165,4.4909,8,,4,False,True,1680,1.0,0,1
angelikitsakani,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(42)|cohort_member(1),3158,3849,0.8205,14,el,25,False,True,5207,1.0,0,1
angie22gr,amplifier_suspect,0.9,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(18)|cohort_member(1),24421,15652,1.5602,44,el,120,False,False,5083,1.0,0,1
chrysib11,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(42)|cohort_member(1),3810,5556,0.6857,25,und,0,False,True,4441,1.0,0,1
economi94461498,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(19)|cohort_member(1),1353,327,4.1376,7,,0,False,True,2314,1.0,0,1
galex1908,amplifier_suspect,0.9,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(63)|cohort_member(1),16219,17338,0.9355,46,el,90,False,False,4954,1.0,0,1
lidakis_manos,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(6)|cohort_member(1),742,673,1.1025,16,,0,False,True,1347,1.0,0,1
paliakaravana59,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(89)|cohort_member(1),1698,203,8.3645,40,,0,False,True,2315,1.0,0,1
ptableart,amplifier_suspect,0.9,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(7)|cohort_member(1),359,207,1.7343,26,,0,False,True,651,1.0,0,1
NonameTZ,amplifier_suspect,0.85,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|cohort_member(1),482,592,0.8142,5,en,31,False,False,5446,1.0,0,1
Anastasia7882,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5),854,868,0.9839,6,en,105,False,True,1296,1.0,0,
Fay82776914F,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(9),1524,1419,1.074,31,el,74,False,True,3503,1.0,0,
HouseElisabeth_,amplifier_suspect,0.8,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(6),488,1043,0.4679,7,,15,False,False,3413,1.0,0,
JimyWis,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(4),656,1732,0.3788,8,el,94,False,True,1836,1.0,0,
Leniw_Lenia,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(4),542,528,1.0265,2,,0,False,True,1552,1.0,0,
MariaKagia4603,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(4),119,339,0.351,1,,0,False,True,462,1.0,0,
NickDanny99,amplifier_suspect,0.8,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(11),1719,1209,1.4218,16,en,32,False,False,4218,1.0,0,
NikosVsdl8,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(21),491,1407,0.349,16,,12,False,True,502,1.0,0,
PitSpencer,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(13),964,1996,0.483,10,,0,False,True,1193,1.0,0,
Tina5996,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5),160,186,0.8602,3,de,73,False,True,1392,1.0,0,
VIVITV5,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(3),2012,4242,0.4743,14,el,124,False,True,2893,1.0,0,
cavodoro,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5),805,1061,0.7587,3,und,0,False,True,5911,1.0,0,
chkls,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(6),1579,756,2.0886,12,el,48,False,True,5500,1.0,0,
dinoskonstantin,amplifier_suspect,0.8,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(29),2763,4998,0.5528,13,,0,False,False,4566,1.0,0,
fanis_rc,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5),2013,7155,0.2813,26,en,114,False,True,1148,1.0,0,
kokkoriss,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(3),602,2757,0.2184,10,,0,False,True,5100,1.0,0,
madonnamaniac,amplifier_suspect,0.8,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(38),3195,846,3.7766,44,en,152,False,False,5631,1.0,0,
margko73,amplifier_suspect,0.8,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5),6165,1829,3.3707,11,el,91,False,False,4950,1.0,0,
michael_exc,amplifier_suspect,0.8,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(21),729,2075,0.3513,1,und,0,False,False,4554,1.0,0,
mpantazo,amplifier_suspect,0.8,True,retweet_ratio>=0.85(0.98)|zero_or_single_original|first_retweeter_count>=3(26)|cohort_member(1),2456,1355,1.8125,21,und,0,False,False,4328,0.9815,1,1
teo_ntaleki,amplifier_suspect,0.8,True,default_profile|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(12),700,1666,0.4202,16,el,106,False,True,1088,1.0,0,
themagus2022,amplifier_suspect,0.8,True,default_profile|default_profile_image|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(4),242,482,0.5021,3,,0,False,True,1332,1.0,0,
xariszak2,amplifier_suspect,0.8,True,default_profile|default_profile_image|retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(8),237,309,0.767,13,,0,False,True,2352,1.0,0,
xeniakan21,amplifier_suspect,0.8,True,retweet_ratio>=0.85(1.00)|zero_or_single_original|first_retweeter_count>=3(5),2669,2325,1.148,19,und,0,False,False,5064,1.0,0,
EthanAnargyrous,amplifier_suspect,0.6,True,default_profile|retweet_ratio>=0.85(0.86)|zero_or_single_original|first_retweeter_count>=3(4),1169,962,1.2152,13,el,83,False,True,2834,0.8571,1,
KVagos42117,amplifier_suspect,0.6,True,default_profile|retweet_ratio>=0.85(0.90)|zero_or_single_original|first_retweeter_count>=3(8),89,126,0.7063,1,,0,False,True,1032,0.9,1,
KyrPantelis3,amplifier_suspect,0.6,True,default_profile|retweet_ratio>=0.85(0.90)|zero_or_single_original|first_retweeter_count>=3(7),393,2404,0.1635,6,en,44,False,True,1377,0.9,1,
Theodoros674021,amplifier_suspect,0.6,True,default_profile|retweet_ratio>=0.85(0.89)|zero_or_single_original|first_retweeter_count>=3(6),605,507,1.1933,1,el,152,False,True,891,0.8889,1,
ZbejVty,amplifier_suspect,0.6,True,default_profile|retweet_ratio>=0.85(0.94)|zero_or_single_original|first_retweeter_count>=3(12),4007,4986,0.8037,19,el,109,False,True,1666,0.9412,1,
evangelia_re,amplifier_suspect,0.6,True,default_profile|retweet_ratio>=0.85(0.88)|zero_or_single_original|first_retweeter_count>=3(3),5605,4617,1.214,12,el,158,False,True,6047,0.875,1,
le1li,amplifier_suspect,0.6,True,retweet_ratio>=0.85(0.94)|zero_or_single_original|first_retweeter_count>=3(12),756,933,0.8103,5,el,157,False,False,5301,0.9444,1,
theatropoios,amplifier_suspect,0.6,True,default_profile|retweet_ratio>=0.85(0.92)|zero_or_single_original|first_retweeter_count>=3(11),637,2098,0.3036,9,en,98,False,True,826,0.9167,1,
4lhc_athens,retail_user,0.6,True,default_profile,234,244,0.959,1,,83,False,True,203,0.3333,2,
AChamouza,retail_user,0.6,True,default_profile,217,347,0.6254,5,,0,False,True,1133,0.0,2,
Abovelaw13,retail_user,0.6,True,blue_verified|default_profile|first_retweeter_count>=3(8),1065,582,1.8299,9,en,74,True,True,1725,0.4444,10,
Anthology2026,retail_user,0.6,True,default_profile|first_retweeter_count>=3(48),300,2431,0.1234,1,el,123,False,True,51,0.8143,13,
ArgirNik,retail_user,0.6,True,default_profile|first_retweeter_count>=3(11),829,516,1.6066,1,el,22,False,True,5323,0.7273,6,
BaboonTje,retail_user,0.6,True,default_profile,332,418,0.7943,7,en,121,False,True,2235,0.0,1,
CMentat,retail_user,0.6,True,default_profile|zero_or_single_original|first_retweeter_count>=3(5),529,656,0.8064,9,,101,False,True,583,0.8333,1,
Captain_Sparos,retail_user,0.6,True,,587,686,0.8557,7,el,124,False,False,5889,0.0,1,
GiotaPapapetrou,retail_user,0.6,True,default_profile|retweet_ratio>=0.85(0.98)|first_retweeter_count>=3(179)|cohort_member(1),4689,3426,1.3687,3,,0,False,True,1918,0.9845,3,1
Iliserp,retail_user,0.6,True,blue_verified|default_profile,416,1283,0.3242,2,en,152,True,True,3803,0.0,1,
LosKarabou79397,retail_user,0.6,True,default_profile,256,283,0.9046,5,qht,15,False,True,52,0.5,1,
MariaKoki3,retail_user,0.6,True,default_profile|first_retweeter_count>=3(4),1402,753,1.8619,5,,56,False,True,1202,0.7143,2,
Melbourne57,retail_user,0.6,True,,1678,1948,0.8614,5,und,0,False,False,5176,0.0,1,
PanosStayis,retail_user,0.6,True,default_profile,347,348,0.9971,7,el,158,False,True,1059,0.5,1,
Philipos1991486,retail_user,0.6,True,default_profile,29,122,0.2377,1,,0,False,True,40,0.5,2,
PhunkD14,retail_user,0.6,True,default_profile,240,1010,0.2376,4,en,129,False,True,1240,0.0,1,
QuercusLg,retail_user,0.6,True,default_profile|retweet_ratio>=0.85(0.90)|first_retweeter_count>=3(16),1076,1194,0.9012,4,el,43,False,True,1368,0.9048,2,
Rinokeros2023,retail_user,0.6,True,default_profile,27,114,0.2368,2,,0,False,True,1161,0.0,2,
SenzakiKamo,retail_user,0.6,True,default_profile|retweet_ratio>=0.85(0.94)|first_retweeter_count>=3(14)|cohort_member(1),549,410,1.339,6,ja,34,False,True,4073,0.9444,2,1
Sunflower19731,retail_user,0.6,True,default_profile,203,234,0.8675,3,en,21,False,True,2630,0.0,1,
SuperAnthonyA,retail_user,0.6,True,default_profile,871,1284,0.6783,7,,0,False,True,5638,0.0,1,
TheSurigata,retail_user,0.6,True,default_profile,580,286,2.028,9,en,13,False,True,1582,0.0,1,
Tiramolas_,retail_user,0.6,True,default_profile,90,102,0.8824,9,el,159,False,True,80,0.0,2,
