original_tweet_id,original_author_handle,origin_is_member,retweet_count,unique_retweeter_count,first_retweeter,first_retweeter_recurrence,time_to_k5_sec,time_to_k10_sec,time_to_k50_sec,burst_kurtosis,burst_peak_window_start_sec,burst_peak_window_count,same_client_share,dominant_client,amplifier_component_ids,amplifier_cohort_ids,amplifier_role_mix,propagation_score,spread_path_preview
2044807025150841161,Lavrentis_1,False,10,10,L6sVita,2,6482,13772,,-1.5919,0,1,0.8,Twitter for Android,1,,amplifier_suspect:0.50; mixed_behavior:0.30; retail_user:0.10; media_business:0.10,33.7832,L6sVita@+0s[c1/h0] -> mpantazo@+1750s[c1/h0] -> 57lista@+2062s[c1/h0] -> EthanAnargyrous@+2688s[c1/h0] -> SenzakiKamo@+6482s[c1/h0]
2044436222060220513,zneraida,True,10,10,vythos70,77,6092,93126,,0.4042,0,1,0.4,Twitter for Android,1,1,mixed_behavior:0.70; amplifier_suspect:0.20; media_business:0.10,33.7484,vythos70@+0s[c1/h1] -> chrysib11@+675s[c1/h1] -> NonameTZ@+2969s[c1/h1] -> RockRock222555@+4566s[c1/h1] -> nickthegreek5@+6092s[c1/h1]
2044847082440155578,Technomagos,False,14,14,aprosarmostos_,2,2796,6040,,-0.9434,0,1,0.5714,Twitter for Android,1,,mixed_behavior:0.57; amplifier_suspect:0.14; media_business:0.14; retail_user:0.07,33.5215,aprosarmostos_@+0s[c0/h0] -> Ah_riman@+980s[c1/h0] -> SenzakiKamo@+1650s[c1/h0] -> klikr@+2497s[c1/h0] -> MKioulafa@+2796s[c1/h0]
2044812459748319658,gio_Kk23,False,11,11,angelikitsakani,42,7063,15223,,-0.9944,0,1,0.3636,Twitter for Android,1,1,amplifier_suspect:0.64; mixed_behavior:0.27; media_business:0.09,33.4018,angelikitsakani@+0s[c1/h1] -> galex1908@+596s[c1/h1] -> Catps66@+2328s[c1/h1] -> vythos70@+4598s[c1/h1] -> sinakatsarou@+7063s[c1/h1]
2044516965587554627,AdonisGeorgiadi,False,9,9,kokkoriss,3,1370,,,2.034,0,1,0.8889,Twitter for Android,1,,mixed_behavior:0.67; amplifier_suspect:0.22; media_business:0.11,32.1384,kokkoriss@+0s[c1/h0] -> hatz_patty@+66s[c1/h0] -> K_Sav215@+195s[c1/h0] -> Track11John@+927s[c1/h0] -> nickthegreek5@+1370s[c1/h0]
2044452115427266781,dimitris7987,True,14,14,JimyWis,4,3665,11781,,-0.0899,0,1,0.4286,Twitter Web App,1,,amplifier_suspect:0.36; mixed_behavior:0.36; media_business:0.29,31.8073,JimyWis@+0s[c1/h0] -> VIVITV5@+430s[c1/h0] -> 46spiros@+1688s[c1/h0] -> RockRock222555@+2238s[c1/h0] -> chrysib11@+3665s[c1/h0]
2044754412501860527,omadaalithias,True,12,12,ABCHeckles,36,2093,16339,,-1.4468,0,1,0.5,Twitter for Android,1,,mixed_behavior:0.42; amplifier_suspect:0.33; media_business:0.08; retail_user:0.08,31.5196,ABCHeckles@+0s[c1/h0] -> doubamari@+621s[c0/h0] -> ArgirNik@+899s[c1/h0] -> DonConsclavios@+1913s[c1/h0] -> VforVolemenos@+2093s[c1/h0]
2044843523342508384,LKleitou,True,11,11,galex1908,63,5622,14472,,-1.2808,0,1,0.5455,Twitter for Android,1,,amplifier_suspect:0.55; media_business:0.18; mixed_behavior:0.18; retail_user:0.09,31.4247,galex1908@+0s[c1/h0] -> Catps66@+426s[c1/h0] -> SenzakiKamo@+1855s[c1/h0] -> mpantazo@+4053s[c1/h0] -> 46spiros@+5622s[c1/h0]
1640334999785201669,AdonisGeorgiadi,False,10,10,giannMak,30,3962,8436,,-1.4018,0,1,0.6,Twitter for Android,1,,mixed_behavior:0.60; amplifier_suspect:0.30; media_business:0.10,31.3832,giannMak@+0s[c1/h0] -> Volcom40893832@+332s[c1/h0] -> Briassulis@+904s[c1/h0] -> SagamoreMount@+2527s[c1/h0] -> 46spiros@+3962s[c1/h0]
2044441384246005948,Simonaki_,False,9,9,ABCHeckles,36,8295,,,3.8399,0,1,0.5556,Twitter for iPhone,1,,mixed_behavior:0.67; amplifier_suspect:0.22; media_business:0.11,30.8472,ABCHeckles@+0s[c1/h0] -> TheMadoula@+2331s[c1/h0] -> paliakaravana59@+3467s[c1/h0] -> AgelisDimitris@+4182s[c1/h0] -> ArisBJJ@+8295s[c1/h0]
2044412874009829432,HellenicOlympic,False,9,9,MariaKoki3,4,4127,,,3.7817,0,1,0.5556,Twitter for Android,1,,amplifier_suspect:0.44; mixed_behavior:0.22; media_business:0.22; retail_user:0.11,30.7599,MariaKoki3@+0s[c1/h0] -> klikr@+1635s[c1/h0] -> Loxagos_Mark@+1959s[c1/h0] -> LGkvas@+3423s[c1/h0] -> 46spiros@+4127s[c1/h0]
2044440248176840853,zneraida,True,10,10,TsigkaEfi,8,5357,15805,,0.8802,0,1,0.4,Twitter for Android,1,,amplifier_suspect:0.40; mixed_behavior:0.40; unknown:0.10; media_business:0.10,30.3035,TsigkaEfi@+0s[c1/h0] -> giannMak@+3217s[c1/h0] -> JtfYiannis@+4542s[c1/h0] -> johnblandos@+5189s[c1/h0] -> Fay82776914F@+5357s[c1/h0]
2044774307692236985,elenasagiadinou,False,10,10,46spiros,105,3311,22232,,-0.3138,0,1,0.5,Twitter for Android,1,,amplifier_suspect:0.30; mixed_behavior:0.30; retail_user:0.20; media_business:0.20,30.1832,46spiros@+0s[c1/h0] -> ArisBJJ@+596s[c1/h0] -> ArgirNik@+1110s[c1/h0] -> SenzakiKamo@+1456s[c1/h0] -> dkDurcGYTIpZdKl@+3311s[c1/h0]
2044833450495267138,thanosdimadis,False,10,10,DejaLogic,2,6611,15833,,-0.8866,0,1,0.5,Twitter for Android,1,,mixed_behavior:0.40; amplifier_suspect:0.30; media_business:0.20; retail_user:0.10,30.1832,DejaLogic@+0s[c0/h0] -> ptableart@+3720s[c1/h0] -> sinakatsarou@+4498s[c1/h0] -> steiger_st28082@+5280s[c1/h0] -> chrysib11@+6611s[c1/h0]
2044433340145570203,failosK,True,7,7,angelikitsakani,42,7333,,,2.0947,0,1,0.8571,Twitter for Android,1,,mixed_behavior:0.57; amplifier_suspect:0.43,30.0633,angelikitsakani@+0s[c1/h0] -> chrysib11@+3210s[c1/h0] -> RockRock222555@+5159s[c1/h0] -> 46spiros@+5996s[c1/h0] -> Track11John@+7333s[c1/h0]
2044331944318534005,GeorghyZhukov,True,9,9,PitSpencer,13,3912,,,3.9571,0,1,0.4444,Twitter Web App,1,,unknown:0.33; mixed_behavior:0.33; amplifier_suspect:0.22; media_business:0.11,29.6896,PitSpencer@+0s[c1/h0] -> JtfYiannis@+1791s[c1/h0] -> Anna_Moun@+2172s[c0/h0] -> RockRock222555@+2683s[c1/h0] -> moonshinegr@+3912s[c0/h0]
2044502814211125446,GGoudaras,False,8,8,Kostas18748292,1,3737,,,3.013,0,1,0.625,Twitter for Android,1|2,,amplifier_suspect:0.50; mixed_behavior:0.25; unknown:0.12; media_business:0.12,29.5972,Kostas18748292@+0s[c0/h0] -> vythos70@+2488s[c1/h0] -> LGkvas@+2857s[c1/h0] -> chrysib11@+3098s[c1/h0] -> MariaKagia4603@+3737s[c1/h0]
2044707475488649469,praetor_maxGr,False,10,10,ABCHeckles,36,7441,19042,,-1.558,0,1,0.4,Twitter for Android,1,,amplifier_suspect:0.40; media_business:0.30; mixed_behavior:0.20; retail_user:0.10,28.9832,ABCHeckles@+0s[c1/h0] -> BatorGr@+615s[c1/h0] -> ArgirNik@+996s[c1/h0] -> Myrtilo01@+1848s[c1/h0] -> Catps66@+7441s[c1/h0]
2044857468241744322,Mirsini1946041,False,8,8,g_m_theo,4,3523,,,-0.7311,0,1,0.875,Twitter for Android,1,,amplifier_suspect:0.62; media_business:0.25; retail_user:0.12,28.0778,g_m_theo@+0s[c1/h0] -> angelikitsakani@+1841s[c1/h0] -> TsigkaEfi@+2496s[c1/h0] -> nickthegreek5@+2726s[c1/h0] -> 46spiros@+3523s[c1/h0]
2044855639793340524,failosK,True,9,9,Nogate_T,7,1833,,,0.111,0,1,0.7778,Twitter for Android,1,,amplifier_suspect:0.56; media_business:0.22; retail_user:0.11; mixed_behavior:0.11,27.9205,Nogate_T@+0s[c1/h0] -> GiotaPapapetrou@+172s[c1/h0] -> hatz_patty@+880s[c1/h0] -> 46spiros@+1648s[c1/h0] -> Fotinh5@+1833s[c1/h0]
2044531007206862960,AndriopoulosD,False,6,6,giannMak,30,3942,,,1.1801,0,2,0.8333,Twitter for Android,1,,mixed_behavior:0.50; amplifier_suspect:0.33; media_business:0.17,27.3374,giannMak@+0s[c1/h0] -> MenoEdo@+41s[c1/h0] -> LGkvas@+2083s[c1/h0] -> angelikitsakani@+2757s[c1/h0] -> Loxagos_Mark@+3942s[c1/h0]
2044479879769407519,panta_tif,False,6,6,AnAthenianToLDN,8,8326,,,1.1468,0,1,0.8333,Twitter for Android,1,,amplifier_suspect:0.50; media_business:0.33; mixed_behavior:0.17,27.2875,AnAthenianToLDN@+0s[c1/h0] -> anarchistdonkey@+422s[c0/h0] -> angelikitsakani@+1818s[c1/h0] -> 57lista@+5635s[c1/h0] -> 46spiros@+8326s[c1/h0]
2044824347060429159,n_palaiopanou,False,8,8,mpantazo,26,5586,,,0.308,0,1,0.75,Twitter for Android,1,,amplifier_suspect:0.62; mixed_behavior:0.38,27.0399,mpantazo@+0s[c1/h0] -> angelikitsakani@+1195s[c1/h0] -> galex1908@+1634s[c1/h0] -> VforVolemenos@+5097s[c1/h0] -> BatorGr@+5586s[c1/h0]
2044468838016696601,eucopresident,False,7,7,K_Sav215,57,4738,,,-1.1828,0,1,0.8571,Twitter for iPhone,1,,mixed_behavior:0.57; media_business:0.14; amplifier_suspect:0.14; unknown:0.14,26.9212,K_Sav215@+0s[c1/h0] -> greek_paris_13@+1304s[c1/h0] -> vythos70@+2725s[c1/h0] -> Loxagos_Mark@+3128s[c1/h0] -> Volcom40893832@+4738s[c1/h0]
2044492218879103216,pavlmarin,False,8,8,angelikitsakani,42,6835,,,-1.2459,0,1,0.75,Twitter for Android,1,,mixed_behavior:0.75; amplifier_suspect:0.25,26.5778,angelikitsakani@+0s[c1/h0] -> hatz_patty@+2041s[c1/h0] -> galex1908@+2649s[c1/h0] -> Briassulis@+5618s[c1/h0] -> Track11John@+6835s[c1/h0]
2044771644346892434,Harhalas,True,8,8,Placebo_0,14,14840,,,-1.1471,0,1,0.75,Twitter for Android,1,,amplifier_suspect:0.50; mixed_behavior:0.38; media_business:0.12,26.5778,Placebo_0@+0s[c0/h0] -> zneraida@+3552s[c1/h0] -> Briassulis@+7086s[c1/h0] -> TsigkaEfi@+12195s[c1/h0] -> nickthegreek5@+14840s[c1/h0]
2044815189405507800,greek_paris_13,True,8,8,Marios59885699,2,10132,,,-1.3821,0,1,0.75,Twitter for Android,1,,mixed_behavior:0.38; amplifier_suspect:0.38; media_business:0.25,26.5778,Marios59885699@+0s[c0/h0] -> mpantazo@+2412s[c1/h0] -> Briassulis@+3321s[c1/h0] -> g_m_theo@+5132s[c1/h0] -> chrysib11@+10132s[c1/h0]
2044821254054514911,tzavelaniki,False,8,8,jparthen,9,7758,,,-0.6728,0,1,0.75,Twitter for Android,1,,media_business:0.38; mixed_behavior:0.25; retail_user:0.12; unknown:0.12,26.5778,jparthen@+0s[c1/h0] -> SenzakiKamo@+3983s[c1/h0] -> Savaso1955@+5797s[c0/h0] -> maus_miny@+6860s[c1/h0] -> GeorgiadouL@+7758s[c1/h0]
2044511682941091854,action24tv,False,9,9,johnblandos,34,5076,,,-0.1753,0,1,0.6667,Twitter for Android,1,,mixed_behavior:0.56; media_business:0.22; amplifier_suspect:0.22,26.4207,johnblandos@+0s[c1/h0] -> K_Sav215@+1666s[c1/h0] -> Briassulis@+3555s[c1/h0] -> giannMak@+4389s[c1/h0] -> nickthegreek5@+5076s[c1/h0]
2044792968662438391,panta_tif,False,9,9,vythos70,77,6071,,,-1.2531,0,1,0.6667,Twitter for Android,1,,mixed_behavior:0.44; amplifier_suspect:0.44; retail_user:0.11,26.4207,vythos70@+0s[c1/h0] -> Nogate_T@+684s[c1/h0] -> GiotaPapapetrou@+2385s[c1/h0] -> Ah_riman@+4444s[c1/h0] -> Theodoros674021@+6071s[c1/h0]
2044429115747447021,zneraida,True,7,7,giannMak,30,11320,,,1.9311,0,1,0.5714,Twitter for Android,1,,amplifier_suspect:0.57; mixed_behavior:0.43,26.3893,giannMak@+0s[c1/h0] -> 46spiros@+1729s[c1/h0] -> RockRock222555@+5784s[c1/h0] -> paliakaravana59@+9502s[c1/h0] -> angelikitsakani@+11320s[c1/h0]
2044825839154434058,petrosoutsis,False,5,5,Theodoros674021,6,6514,,,-1.5776,0,1,1.0,Twitter for Android,1,,amplifier_suspect:0.80; mixed_behavior:0.20,26.3341,Theodoros674021@+0s[c1/h0] -> Briassulis@+1019s[c1/h0] -> Fotinh5@+1966s[c1/h0] -> chrysib11@+5242s[c1/h0] -> 46spiros@+6514s[c1/h0]
2044413848963149938,nikglykos,True,8,8,ABCHeckles,36,8685,,,0.5162,0,1,0.625,Twitter for iPhone,1,,amplifier_suspect:0.50; mixed_behavior:0.38; media_business:0.12,25.8521,ABCHeckles@+0s[c1/h0] -> 46spiros@+5506s[c1/h0] -> tasoskar11@+6463s[c1/h0] -> paliakaravana59@+8354s[c1/h0] -> nickthegreek5@+8685s[c1/h0]
2044420233973104760,failosK,True,8,8,hatz_patty,56,4727,,,0.3367,0,1,0.625,Twitter for Android,1,,mixed_behavior:0.50; amplifier_suspect:0.12; unknown:0.12; media_business:0.12,25.5829,hatz_patty@+0s[c1/h0] -> 46spiros@+666s[c1/h0] -> sinakatsarou@+1940s[c1/h0] -> Evitel_@+4305s[c0/h0] -> nickthegreek5@+4727s[c1/h0]
2044443555628741059,AgelisDimitris,True,6,6,GiotaPapapetrou,179,5778,,,-1.3584,0,1,0.8333,Twitter for Android,1,,mixed_behavior:0.83; retail_user:0.17,25.5673,GiotaPapapetrou@+0s[c1/h0] -> hatz_patty@+1021s[c1/h0] -> johnblandos@+4262s[c1/h0] -> Briassulis@+4395s[c1/h0] -> Track11John@+5778s[c1/h0]
2044471606043373912,IoannaDementi,False,6,6,dkDurcGYTIpZdKl,2,6538,,,-1.2429,0,1,0.8333,Twitter for Android,1,,amplifier_suspect:0.50; mixed_behavior:0.33; media_business:0.17,25.5673,dkDurcGYTIpZdKl@+0s[c1/h0] -> angelikitsakani@+1791s[c1/h0] -> NonameTZ@+3437s[c1/h0] -> 46spiros@+5519s[c1/h0] -> AgelisDimitris@+6538s[c1/h0]
2044847085803958620,Technomagos,False,6,6,K_Sav215,57,2423,,,-1.177,0,1,0.8333,Twitter for Android,1,,mixed_behavior:0.67; amplifier_suspect:0.17; media_business:0.17,25.5673,K_Sav215@+0s[c1/h0] -> Ah_riman@+237s[c1/h0] -> klikr@+1697s[c1/h0] -> MKioulafa@+1977s[c1/h0] -> angelikitsakani@+2423s[c1/h0]
2044847088815456398,Technomagos,False,6,6,Ah_riman,14,3350,,,-0.0923,0,1,0.8333,Twitter for Android,1,,mixed_behavior:0.67; amplifier_suspect:0.17; media_business:0.17,25.5673,Ah_riman@+0s[c1/h0] -> klikr@+1464s[c1/h0] -> MKioulafa@+1740s[c1/h0] -> angelikitsakani@+2180s[c1/h0] -> MariaDecokeke@+3350s[c1/h0]
2044847091776639329,Technomagos,False,6,6,Ah_riman,14,4425,,,-1.0675,0,1,0.8333,Twitter for Android,1,,mixed_behavior:0.50; media_business:0.33; amplifier_suspect:0.17,25.5673,Ah_riman@+0s[c1/h0] -> lafillemalgard1@+837s[c1/h0] -> klikr@+1464s[c1/h0] -> angelikitsakani@+2167s[c1/h0] -> MariaDecokeke@+4425s[c1/h0]
2044847094607880369,Technomagos,False,6,6,Ah_riman,14,4438,,,-1.0526,0,1,0.8333,Twitter for Android,1,,mixed_behavior:0.67; amplifier_suspect:0.17; media_business:0.17,25.5673,Ah_riman@+0s[c1/h0] -> klikr@+1461s[c1/h0] -> MKioulafa@+1736s[c1/h0] -> chrysib11@+3786s[c1/h0] -> MariaDecokeke@+4438s[c1/h0]
2044771191081025815,taurothanos,False,7,7,46spiros,105,15621,,,-1.7917,0,1,0.7143,Twitter for Android,1,,amplifier_suspect:0.43; mixed_behavior:0.29; retail_user:0.14; media_business:0.14,25.207,46spiros@+0s[c1/h0] -> Fotinh5@+1363s[c1/h0] -> GiotaPapapetrou@+1633s[c1/h0] -> hatz_patty@+8942s[c1/h0] -> chrysib11@+15621s[c1/h0]
2044783622016606595,g_evgenidis,False,7,7,ABCHeckles,36,9490,,,-1.4715,0,1,0.7143,Twitter for Android,1,,mixed_behavior:0.43; amplifier_suspect:0.29; media_business:0.29,25.207,ABCHeckles@+0s[c1/h0] -> Ah_riman@+622s[c1/h0] -> JSweetGR@+2445s[c1/h0] -> Torquem21743459@+3992s[c1/h0] -> chrysib11@+9490s[c1/h0]
2044398068842348821,GeorghyZhukov,True,6,6,pOURc3ero9j906K,1,13583,,,1.0632,0,1,0.6667,Twitter for iPhone,1,,media_business:0.33; unknown:0.17; source_hub:0.17; mixed_behavior:0.17,25.162,pOURc3ero9j906K@+0s[c0/h0] -> EAdamopoulou@+3866s[c0/h0] -> nickthegreek5@+6010s[c1/h0] -> Track11John@+6646s[c1/h0] -> Loxagos_Mark@+13583s[c1/h0]
2044801362324529435,omadaalithias,True,9,9,maus_miny,8,5194,,,0.0467,0,1,0.5556,Twitter for Android,1,,mixed_behavior:0.33; amplifier_suspect:0.33; media_business:0.22; retail_user:0.11,25.1574,maus_miny@+0s[c1/h0] -> ArgirNik@+444s[c1/h0] -> DonConsclavios@+1019s[c1/h0] -> mpantazo@+1938s[c1/h0] -> Briassulis@+5194s[c1/h0]
2044742885606908366,omadaalithias,True,9,9,maus_miny,8,10585,,,-1.4236,0,1,0.5556,Twitter for iPhone,1,,amplifier_suspect:0.44; mixed_behavior:0.22; media_business:0.22; retail_user:0.11,25.0873,maus_miny@+0s[c1/h0] -> ABCHeckles@+760s[c1/h0] -> angelikitsakani@+2910s[c1/h0] -> Catps66@+6290s[c1/h0] -> johnblandos@+10585s[c1/h0]
2044424924870111543,MsLouellaDeVil,False,8,8,ptableart,7,7970,,,-0.8172,0,1,0.625,Twitter for Android,1,,mixed_behavior:0.50; amplifier_suspect:0.25; source_hub:0.12; media_business:0.12,25.0778,ptableart@+0s[c1/h0] -> angelikitsakani@+983s[c1/h0] -> NodarasSpiros@+1489s[c1/h0] -> hatz_patty@+6329s[c1/h0] -> nickthegreek5@+7970s[c1/h0]
2044178187169525893,HFirstpriest,False,7,7,giannMak,30,4027,,,2.1317,0,1,0.4286,Twitter for Android,1,,mixed_behavior:0.71; amplifier_suspect:0.29,24.9759,giannMak@+0s[c1/h0] -> 46spiros@+953s[c1/h0] -> johnblandos@+1853s[c1/h0] -> RockRock222555@+2531s[c1/h0] -> paliakaravana59@+4027s[c1/h0]
2044770765376004259,NIKSOTIROPOYLOS,True,4,4,BatorGr,8,,,,-1.3781,0,1,1.0,Twitter for Android,1,,amplifier_suspect:0.75; mixed_behavior:0.25,24.8755,BatorGr@+0s[c1/h0] -> Briassulis@+415s[c1/h0] -> 46spiros@+3742s[c1/h0] -> chrysib11@+7213s[c1/h0]
2044478413583339831,arkas1971,False,7,7,angelikitsakani,42,7343,,,1.9616,0,1,0.4286,Twitter for Android,1,,amplifier_suspect:0.43; mixed_behavior:0.43; media_business:0.14,24.7208,angelikitsakani@+0s[c1/h0] -> PitSpencer@+867s[c1/h0] -> mpantazo@+3150s[c1/h0] -> 57lista@+3872s[c1/h0] -> AgelisDimitris@+7343s[c1/h0]
2044449139279241392,zneraida,True,5,5,angelikitsakani,42,13950,,,-0.706,0,1,0.8,Twitter for Android,1,,amplifier_suspect:0.60; mixed_behavior:0.40,23.9341,angelikitsakani@+0s[c1/h0] -> chrysib11@+462s[c1/h0] -> 46spiros@+2176s[c1/h0] -> giannMak@+6501s[c1/h0] -> Agie2a@+13950s[c1/h0]
2044455939818782782,DoraZip,False,5,5,giannMak,30,9299,,,-0.8422,0,1,0.8,Twitter for Android,1,,mixed_behavior:0.60; amplifier_suspect:0.20; media_business:0.20,23.9341,giannMak@+0s[c1/h0] -> Briassulis@+697s[c1/h0] -> NonameTZ@+1448s[c1/h0] -> Track11John@+4769s[c1/h0] -> nickthegreek5@+9299s[c1/h0]
2044471511382131023,elenasagiadinou,False,5,5,galex1908,63,13128,,,-0.3829,0,1,0.8,Twitter for Android,1,,mixed_behavior:0.80; amplifier_suspect:0.20,23.9341,galex1908@+0s[c1/h0] -> Briassulis@+7623s[c1/h0] -> Track11John@+8810s[c1/h0] -> greek_paris_13@+9212s[c1/h0] -> giannMak@+13128s[c1/h0]
2044486560876282155,elenasagiadinou,False,5,5,angelikitsakani,42,10565,,,-1.1745,0,1,0.8,Twitter for Android,1,,mixed_behavior:0.60; amplifier_suspect:0.40,23.9341,angelikitsakani@+0s[c1/h0] -> Catps66@+1600s[c1/h0] -> Briassulis@+5030s[c1/h0] -> Track11John@+6513s[c1/h0] -> giannMak@+10565s[c1/h0]
2044766993560093029,PrimeministerGR,False,5,5,Briassulis,55,14318,,,-0.7445,0,1,0.8,Twitter for Android,1,,mixed_behavior:0.60; amplifier_suspect:0.20; media_business:0.20,23.9341,Briassulis@+0s[c1/h0] -> maus_miny@+4720s[c1/h0] -> MenoEdo@+7102s[c1/h0] -> 46spiros@+8069s[c1/h0] -> nickthegreek5@+14318s[c1/h0]
2044782349540302957,stathisdrogosis,False,5,5,46spiros,105,22213,,,-1.2999,0,1,0.8,Twitter for Android,1,,amplifier_suspect:0.60; mixed_behavior:0.40,23.9341,46spiros@+0s[c1/h0] -> lafillemalgard1@+6284s[c1/h0] -> chrysib11@+15305s[c1/h0] -> greek_paris_13@+16788s[c1/h0] -> xeniakan21@+22213s[c1/h0]
2044785443586085282,n_palaiopanou,False,5,5,ArgirNik,11,11508,,,-0.937,0,1,0.8,Twitter for Android,1,,mixed_behavior:0.60; retail_user:0.20; unknown:0.20,23.9341,ArgirNik@+0s[c1/h0] -> tasoskar11@+368s[c1/h0] -> zneraida@+3774s[c1/h0] -> Briassulis@+5969s[c1/h0] -> leonidasHG@+11508s[c0/h0]
2044826815248634211,57lista,True,5,5,mpantazo,26,17486,,,-0.6837,0,1,0.8,Twitter for Android,1,,amplifier_suspect:0.80; mixed_behavior:0.20,23.9341,mpantazo@+0s[c1/h0] -> angelikitsakani@+8683s[c1/h0] -> chrysib11@+10562s[c1/h0] -> giannMak@+13405s[c1/h0] -> xeniakan21@+17486s[c1/h0]
2044859826317009400,KatKatPt,False,5,5,MariaDecokeke,27,12026,,,-0.3002,0,1,0.8,Twitter for Android,1,,media_business:0.20; unknown:0.20; retail_user:0.20; mixed_behavior:0.20,23.9341,MariaDecokeke@+0s[c1/h0] -> TDrodopoulou@+1474s[c0/h0] -> MariaKoki3@+2379s[c1/h0] -> phtochos1@+4465s[c0/h0] -> Fay82776914F@+12026s[c1/h0]
