component_id,node_count,edge_count,density,total_shared_retweets,total_within_15m,total_within_60m,top_accounts
1,61,283,0.1546,1099,118,524,nickthegreek5|Track11John|giannMak|46spiros|AgelisDimitris|angelikitsakani|RockRock222555|hatz_patty|chrysib11|Briassulis
