amplified_author_handle,in_member_list,total_inbound_retweets,unique_amplifier_count,unique_amplified_posts,top_amplifier_handle,top_amplifier_count,top_amplifier_share,amplification_hhi,repeat_crew_overlap,median_first_retweet_lag_sec,fastest_amplifier_handle,cross_component_reach,within_15m_inbound,within_60m_inbound,top_first_retweeter_handle,top_first_retweeter_count,captured_role_mix,amplification_score
HibiscusVanilla,False,1,1,1,QuercusLg,1,1.0,1.0,0.0,55466,QuercusLg,1,1,1,QuercusLg,1,retail_user:1.00,28.3178
Himhmimp,False,1,1,1,steiger_st28082,1,1.0,1.0,0.0,241,steiger_st28082,1,1,1,steiger_st28082,1,retail_user:1.00,28.3178
Hombrelmparable,False,1,1,1,nickthegreek5,1,1.0,1.0,0.0,79998,nickthegreek5,1,1,1,nickthegreek5,1,media_business:1.00,28.3178
IDF,False,1,1,1,46spiros,1,1.0,1.0,0.0,17669,46spiros,1,1,1,46spiros,1,amplifier_suspect:1.00,28.3178
Ilegvm,False,1,1,1,johnblandos,1,1.0,1.0,0.0,13218,johnblandos,1,1,1,johnblandos,1,mixed_behavior:1.00,28.3178
Iliasrep,True,1,1,1,Track11John,1,1.0,1.0,0.0,49106,Track11John,1,1,1,Track11John,1,mixed_behavior:1.00,28.3178
IloveTrumpMK,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,82676,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
InesBetancur1,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,48987,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
IntCyberDigest,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,13611,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
IoannesPolydor1,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,2331,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
IoannisAro98223,False,1,1,1,vythos70,1,1.0,1.0,0.0,544,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
IoannisKatsoul2,False,1,1,1,sinakatsarou,1,1.0,1.0,0.0,17828,sinakatsarou,1,1,1,sinakatsarou,1,mixed_behavior:1.00,28.3178
IppolitoCaffi,False,1,1,1,Track11John,1,1.0,1.0,0.0,32818,Track11John,1,1,1,Track11John,1,mixed_behavior:1.00,28.3178
IsraelMFA,False,1,1,1,Loxagos_Mark,1,1.0,1.0,0.0,42396,Loxagos_Mark,1,1,1,Loxagos_Mark,1,media_business:1.00,28.3178
IsraelVive1948,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,18450,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
JDVanceNewsFans,False,1,1,1,PitSpencer,1,1.0,1.0,0.0,98647,PitSpencer,1,1,1,PitSpencer,1,amplifier_suspect:1.00,28.3178
JFBdeH,False,1,1,1,thanosvz,1,1.0,1.0,0.0,44251,thanosvz,1,1,1,thanosvz,1,amplifier_suspect:1.00,28.3178
JTPsaropoulos,False,1,1,1,K_Sav215,1,1.0,1.0,0.0,14024,K_Sav215,1,1,1,K_Sav215,1,mixed_behavior:1.00,28.3178
JackPosobiec,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,8330,NickDanny99,1,1,1,NickDanny99,1,amplifier_suspect:1.00,28.3178
JacobAgnieszka,False,1,1,1,chrysib11,1,1.0,1.0,0.0,95111,chrysib11,1,1,1,chrysib11,1,amplifier_suspect:1.00,28.3178
JamesASB,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,30303,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
JamesLucasIT,False,1,1,1,lafillemalgard1,1,1.0,1.0,0.0,16371,lafillemalgard1,1,1,1,lafillemalgard1,1,mixed_behavior:1.00,28.3178
Jan__Sobieski,True,1,1,1,le1li,1,1.0,1.0,0.0,10718,le1li,1,1,1,le1li,1,amplifier_suspect:1.00,28.3178
Jeannettestile4,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,60481,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
JesuisKappa,False,1,1,1,DonConsclavios,1,1.0,1.0,0.0,171331,DonConsclavios,1,1,1,DonConsclavios,1,retail_user:1.00,28.3178
Jhonffonseca,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,52588,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
JimFreakGR,False,1,1,1,JimyWis,1,1.0,1.0,0.0,32706,JimyWis,1,1,1,JimyWis,1,amplifier_suspect:1.00,28.3178
JoeyMannarino,False,1,1,1,NikosVsdl8,1,1.0,1.0,0.0,44413,NikosVsdl8,1,1,1,NikosVsdl8,1,amplifier_suspect:1.00,28.3178
JohnBro63799857,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,25445,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
JohnCleese,False,1,1,1,lafillemalgard1,1,1.0,1.0,0.0,89373,lafillemalgard1,1,1,1,lafillemalgard1,1,mixed_behavior:1.00,28.3178
JohnToyp,False,1,1,1,matrixneo1979,1,1.0,1.0,0.0,3721,matrixneo1979,1,1,1,matrixneo1979,1,media_business:1.00,28.3178
Joyce_Karam,False,1,1,1,Marios59885699,1,1.0,1.0,0.0,38276,Marios59885699,1,1,1,Marios59885699,1,amplifier_suspect:1.00,28.3178
KKoudoune,False,1,1,1,galex1908,1,1.0,1.0,0.0,1831,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
Kabamaru__n,True,1,1,1,46spiros,1,1.0,1.0,0.0,4971,46spiros,1,1,1,46spiros,1,amplifier_suspect:1.00,28.3178
KaiserBenKaiser,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,64670,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
Kala_phge_auto,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,2788,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
Kasparov63,False,1,1,1,silaserafim,1,1.0,1.0,0.0,13543,silaserafim,1,1,1,silaserafim,1,media_business:1.00,28.3178
Kathimerini_gr,False,1,1,1,kokkoriss,1,1.0,1.0,0.0,3449,kokkoriss,1,1,1,kokkoriss,1,amplifier_suspect:1.00,28.3178
KaustikosO,False,1,1,1,Briassulis,1,1.0,1.0,0.0,969409,Briassulis,1,1,1,Briassulis,1,mixed_behavior:1.00,28.3178
KerryTsolakis,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,17939,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
KillaKreww,False,1,1,1,johnblandos,1,1.0,1.0,0.0,94055,johnblandos,1,1,1,johnblandos,1,mixed_behavior:1.00,28.3178
KonradBerkowicz,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,50096,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
Konstadino67183,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,15783,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
Kore_chr,False,1,1,1,Tina5996,1,1.0,1.0,0.0,77906,Tina5996,1,1,1,Tina5996,1,amplifier_suspect:1.00,28.3178
KostasBogatsos,False,1,1,1,economi94461498,1,1.0,1.0,0.0,44394,economi94461498,1,1,1,economi94461498,1,amplifier_suspect:1.00,28.3178
KostasKatsiras,False,1,1,1,sinakatsarou,1,1.0,1.0,0.0,18485,sinakatsarou,1,1,1,sinakatsarou,1,mixed_behavior:1.00,28.3178
KrousisOmada,False,1,1,1,johnblandos,1,1.0,1.0,0.0,46820,johnblandos,1,1,1,johnblandos,1,mixed_behavior:1.00,28.3178
Kyvernitiparat1,False,1,1,1,Track11John,1,1.0,1.0,0.0,30413,Track11John,1,1,1,Track11John,1,mixed_behavior:1.00,28.3178
LIBERTARIOgchg,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,47022,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
LZIK89,False,1,1,1,unico11226,1,1.0,1.0,0.0,427034,unico11226,1,1,1,unico11226,1,retail_user:1.00,28.3178
La_bri_ni13,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,97157,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
Landeur,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,33856,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
LarisVrahimis,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,50193,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
Latreia13,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,119,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
LenaPap234,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,11394,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
Lena_T2020,False,1,1,1,galex1908,1,1.0,1.0,0.0,1296,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
LeoTollstoy,False,1,1,1,NickDanny99,1,1.0,1.0,0.0,21957,NickDanny99,1,1,1,NickDanny99,1,amplifier_suspect:1.00,28.3178
LeobillaF,False,1,1,1,ArisBJJ,1,1.0,1.0,0.0,695,ArisBJJ,1,1,1,ArisBJJ,1,mixed_behavior:1.00,28.3178
Leveqaros,False,1,1,1,G4Heron,1,1.0,1.0,0.0,1802,G4Heron,1,1,1,G4Heron,1,media_business:1.00,28.3178
LiberalHivemind,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,7642,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
LibertyNut1,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,73667,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
LilitThyra,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,76818,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
Limbolimbo18,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,48855,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
LitsaKoute,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,2254,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
LoreCardenasX,False,1,1,1,kokkoriss,1,1.0,1.0,0.0,69006,kokkoriss,1,1,1,kokkoriss,1,amplifier_suspect:1.00,28.3178
Loukas_7,False,1,1,1,K_Sav215,1,1.0,1.0,0.0,41581,K_Sav215,1,1,1,K_Sav215,1,mixed_behavior:1.00,28.3178
Loustros01,False,1,1,1,BananaJoeReload,1,1.0,1.0,0.0,5685,BananaJoeReload,1,1,1,BananaJoeReload,1,mixed_behavior:1.00,28.3178
Lover12163,False,1,1,1,galex1908,1,1.0,1.0,0.0,2457,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
MUGABE_ROBERT_,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,398,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
Madelaine_Burke,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,11779,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
Makrstambr,False,1,1,1,vythos70,1,1.0,1.0,0.0,44063,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
Maks_NAFO_FELLA,False,1,1,1,parodynews,1,1.0,1.0,0.0,36021,parodynews,1,1,1,parodynews,1,media_business:1.00,28.3178
ManifestHerGlow,False,1,1,1,ABCHeckles,1,1.0,1.0,0.0,41941,ABCHeckles,1,1,1,ABCHeckles,1,amplifier_suspect:1.00,28.3178
Manos39218510,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,38757,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
Mappy6984,False,1,1,1,johnblandos,1,1.0,1.0,0.0,101633,johnblandos,1,1,1,johnblandos,1,mixed_behavior:1.00,28.3178
MarcusGrouch,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,31098,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
MarieFantom337,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,46214,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
MarisaSoler5,False,1,1,1,ZafiriaF,1,1.0,1.0,0.0,31347,ZafiriaF,1,1,1,ZafiriaF,1,media_business:1.00,28.3178
MarkoMatvikov,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,3108,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
Marria198,True,1,1,1,AgelisDimitris,1,1.0,1.0,0.0,29059,AgelisDimitris,1,1,1,AgelisDimitris,1,mixed_behavior:1.00,28.3178
MatrixMysteries,False,1,1,1,Xeniaxe19580370,1,1.0,1.0,0.0,11579,Xeniaxe19580370,1,1,1,Xeniaxe19580370,1,amplifier_suspect:1.00,28.3178
MatthewNichol5,False,1,1,1,unico11226,1,1.0,1.0,0.0,86844,unico11226,1,1,1,unico11226,1,retail_user:1.00,28.3178
MbarkCherguia,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,46407,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
Mel92Silvana,False,1,1,1,galex1908,1,1.0,1.0,0.0,23768633,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
Melbourne57,True,1,1,1,46spiros,1,1.0,1.0,0.0,35033,46spiros,1,1,1,46spiros,1,amplifier_suspect:1.00,28.3178
MeowMiya88,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,62533,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
Milajoy,False,1,1,1,johnblandos,1,1.0,1.0,0.0,171021,johnblandos,1,1,1,johnblandos,1,mixed_behavior:1.00,28.3178
MindsetShift247,False,1,1,1,teo_ntaleki,1,1.0,1.0,0.0,61152,teo_ntaleki,1,1,1,teo_ntaleki,1,amplifier_suspect:1.00,28.3178
Mish_K_,False,1,1,1,Agie2a,1,1.0,1.0,0.0,4972,Agie2a,1,1,1,Agie2a,1,mixed_behavior:1.00,28.3178
Miss_Marple_r,False,1,1,1,MariaKagia4603,1,1.0,1.0,0.0,5689,MariaKagia4603,1,1,1,MariaKagia4603,1,amplifier_suspect:1.00,28.3178
Mofoman360,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,10630,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
MyLordBebo,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,492,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
NIGEL_HAYES,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,1288,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
NatasaChristou1,False,1,1,1,g_m_theo,1,1.0,1.0,0.0,42270,g_m_theo,1,1,1,g_m_theo,1,media_business:1.00,28.3178
NavyLookout,False,1,1,1,AnAthenianToLDN,1,1.0,1.0,0.0,3401,AnAthenianToLDN,1,1,1,AnAthenianToLDN,1,media_business:1.00,28.3178
Nefer41967,False,1,1,1,GiotaPapapetrou,1,1.0,1.0,0.0,672,GiotaPapapetrou,1,1,1,GiotaPapapetrou,1,retail_user:1.00,28.3178
NemesisGRE,False,1,1,1,46spiros,1,1.0,1.0,0.0,12799,46spiros,1,1,1,46spiros,1,amplifier_suspect:1.00,28.3178
Nerrinaki,False,1,1,1,galex1908,1,1.0,1.0,0.0,6545,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
NicoFvL2,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,65679,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
NikolaosSampat1,False,1,1,1,G4Heron,1,1.0,1.0,0.0,97553,G4Heron,1,1,1,G4Heron,1,media_business:1.00,28.3178
NikosDendias,False,1,1,1,Myrtilo01,1,1.0,1.0,0.0,22846,Myrtilo01,1,1,1,Myrtilo01,1,media_business:1.00,28.3178
NiohBerg,False,1,1,1,nickthegreek5,1,1.0,1.0,0.0,15187,nickthegreek5,1,1,1,nickthegreek5,1,media_business:1.00,28.3178
NoContextHumans,False,1,1,1,ABCHeckles,1,1.0,1.0,0.0,69997,ABCHeckles,1,1,1,ABCHeckles,1,amplifier_suspect:1.00,28.3178
NoeWehrtSich,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,89597,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
NonPaper11,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,25559,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
NonameTZ,True,1,1,1,Mirsini1946041,1,1.0,1.0,0.0,1379,Mirsini1946041,1,1,1,Mirsini1946041,1,retail_user:1.00,28.3178
NuclearMAGAlady,False,1,1,1,paliakaravana59,1,1.0,1.0,0.0,52597,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
OStergioudi,False,1,1,1,46spiros,1,1.0,1.0,0.0,7490,46spiros,1,1,1,46spiros,1,amplifier_suspect:1.00,28.3178
OTHONDRAKATOS,False,1,1,1,ThanosTzimeros,1,1.0,1.0,0.0,19936,ThanosTzimeros,1,1,1,ThanosTzimeros,1,media_business:1.00,28.3178
O_fatseas_sas,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,1331,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
OknewsGr,False,1,1,1,K_Sav215,1,1.0,1.0,0.0,912,K_Sav215,1,1,1,K_Sav215,1,mixed_behavior:1.00,28.3178
Olympiacos_BC,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,974,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
Omirosb,False,1,1,1,G4Heron,1,1.0,1.0,0.0,38667,G4Heron,1,1,1,G4Heron,1,media_business:1.00,28.3178
Oratonspor,False,1,1,1,K_Sav215,1,1.0,1.0,0.0,161,K_Sav215,1,1,1,K_Sav215,1,mixed_behavior:1.00,28.3178
OrwellTruth1984,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,12949,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
Ostrov_A,False,1,1,1,unico11226,1,1.0,1.0,0.0,38619,unico11226,1,1,1,unico11226,1,retail_user:1.00,28.3178
OurOwnNation,False,1,1,1,NikosVsdl8,1,1.0,1.0,0.0,71621,NikosVsdl8,1,1,1,NikosVsdl8,1,amplifier_suspect:1.00,28.3178
OzgurCreativity,False,1,1,1,vythos70,1,1.0,1.0,0.0,103356,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
PK001366207,False,1,1,1,vythos70,1,1.0,1.0,0.0,3593,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
PKarava,False,1,1,1,fifi_apostolou,1,1.0,1.0,0.0,3361,fifi_apostolou,1,1,1,fifi_apostolou,1,amplifier_suspect:1.00,28.3178
PNWG_NATURE,False,1,1,1,QuercusLg,1,1.0,1.0,0.0,1407,QuercusLg,1,1,1,QuercusLg,1,retail_user:1.00,28.3178
Palsvig,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,89386,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
PaminosCh,False,1,1,1,chrysib11,1,1.0,1.0,0.0,8833,chrysib11,1,1,1,chrysib11,1,amplifier_suspect:1.00,28.3178
Parkernomics,False,1,1,1,JSweetGR,1,1.0,1.0,0.0,112832,JSweetGR,1,1,1,JSweetGR,1,mixed_behavior:1.00,28.3178
Parodyjeffx,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,40609,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
Partisan_12,False,1,1,1,silaserafim,1,1.0,1.0,0.0,16876,silaserafim,1,1,1,silaserafim,1,media_business:1.00,28.3178
PatristicNectar,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,25620,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
PaulleyTicks,False,1,1,1,silaserafim,1,1.0,1.0,0.0,10679,silaserafim,1,1,1,silaserafim,1,media_business:1.00,28.3178
Periklakkos,False,1,1,1,K_Sav215,1,1.0,1.0,0.0,7886,K_Sav215,1,1,1,K_Sav215,1,mixed_behavior:1.00,28.3178
Peyman223,False,1,1,1,Briassulis,1,1.0,1.0,0.0,75602,Briassulis,1,1,1,Briassulis,1,mixed_behavior:1.00,28.3178
PlanetZeroOne,False,1,1,1,46spiros,1,1.0,1.0,0.0,48398,46spiros,1,1,1,46spiros,1,amplifier_suspect:1.00,28.3178
PlatoBitch,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,42776,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
PleaseHelpFind4,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,35920,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
PoliceVoice,False,1,1,1,MariaKoki3,1,1.0,1.0,0.0,366,MariaKoki3,1,1,1,MariaKoki3,1,retail_user:1.00,28.3178
PolitlcsUK,False,1,1,1,klikr,1,1.0,1.0,0.0,1344,klikr,1,1,1,klikr,1,mixed_behavior:1.00,28.3178
Polymarket,False,1,1,1,Catps66,1,1.0,1.0,0.0,7115,Catps66,1,1,1,Catps66,1,amplifier_suspect:1.00,28.3178
Prop__original,False,1,1,1,matrixneo1979,1,1.0,1.0,0.0,474,matrixneo1979,1,1,1,matrixneo1979,1,media_business:1.00,28.3178
ProudSocialist,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,40118,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
Ptrspan,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,5763,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
PunIntended20,False,1,1,1,economi94461498,1,1.0,1.0,0.0,10216,economi94461498,1,1,1,economi94461498,1,amplifier_suspect:1.00,28.3178
Puppieslover,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,27899,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
QuokkaX,False,1,1,1,klikr,1,1.0,1.0,0.0,82021,klikr,1,1,1,klikr,1,mixed_behavior:1.00,28.3178
RaminNasibov,False,1,1,1,klikr,1,1.0,1.0,0.0,34568,klikr,1,1,1,klikr,1,mixed_behavior:1.00,28.3178
RanakiG,False,1,1,1,G4Heron,1,1.0,1.0,0.0,20508,G4Heron,1,1,1,G4Heron,1,media_business:1.00,28.3178
RealBababanaras,False,1,1,1,nickthegreek5,1,1.0,1.0,0.0,154121,nickthegreek5,1,1,1,nickthegreek5,1,media_business:1.00,28.3178
RealGroupGreece,False,1,1,1,Catps66,1,1.0,1.0,0.0,40974,Catps66,1,1,1,Catps66,1,amplifier_suspect:1.00,28.3178
RealXavier011,False,1,1,1,BananaJoeReload,1,1.0,1.0,0.0,44955,BananaJoeReload,1,1,1,BananaJoeReload,1,mixed_behavior:1.00,28.3178
Real_JimmyGreen,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,139,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
RedLarryLobster,False,1,1,1,G4Heron,1,1.0,1.0,0.0,20679,G4Heron,1,1,1,G4Heron,1,media_business:1.00,28.3178
RedSinnerTao,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,313,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
RestIsPolitics,False,1,1,1,silaserafim,1,1.0,1.0,0.0,21581,silaserafim,1,1,1,silaserafim,1,media_business:1.00,28.3178
ReutersCommods,False,1,1,1,K_Sav215,1,1.0,1.0,0.0,20207,K_Sav215,1,1,1,K_Sav215,1,mixed_behavior:1.00,28.3178
RingoPiranha,False,1,1,1,vythos70,1,1.0,1.0,0.0,610,vythos70,1,1,1,vythos70,1,mixed_behavior:1.00,28.3178
RippleXrpie,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,84442,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
RojavaNetwork,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,54339,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
Roxanne82537569,False,1,1,1,MariaKagia4603,1,1.0,1.0,0.0,68,MariaKagia4603,1,1,1,MariaKagia4603,1,amplifier_suspect:1.00,28.3178
RpsAgainstTrump,False,1,1,1,silaserafim,1,1.0,1.0,0.0,20571,silaserafim,1,1,1,silaserafim,1,media_business:1.00,28.3178
SECNAV,False,1,1,1,kokkoriss,1,1.0,1.0,0.0,23433,kokkoriss,1,1,1,kokkoriss,1,amplifier_suspect:1.00,28.3178
SGTWipper1Each,False,1,1,1,fanis_rc,1,1.0,1.0,0.0,294,fanis_rc,1,1,1,fanis_rc,1,amplifier_suspect:1.00,28.3178
SReport2025,False,1,1,1,aggelikiME25,1,1.0,1.0,0.0,3486,aggelikiME25,1,1,1,aggelikiME25,1,mixed_behavior:1.00,28.3178
STRATOSAPO1793,False,1,1,1,PitSpencer,1,1.0,1.0,0.0,61544,PitSpencer,1,1,1,PitSpencer,1,amplifier_suspect:1.00,28.3178
SaP011,False,1,1,1,nickthegreek5,1,1.0,1.0,0.0,52262,nickthegreek5,1,1,1,nickthegreek5,1,media_business:1.00,28.3178
SabbasThanasou1,True,1,1,1,paliakaravana59,1,1.0,1.0,0.0,98703,paliakaravana59,1,1,1,paliakaravana59,1,amplifier_suspect:1.00,28.3178
SakisGontsis,False,1,1,1,unico11226,1,1.0,1.0,0.0,37840,unico11226,1,1,1,unico11226,1,retail_user:1.00,28.3178
Sakisr2,False,1,1,1,xeniakan21,1,1.0,1.0,0.0,131846,xeniakan21,1,1,1,xeniakan21,1,amplifier_suspect:1.00,28.3178
Salemalq,False,1,1,1,AnAthenianToLDN,1,1.0,1.0,0.0,67334,AnAthenianToLDN,1,1,1,AnAthenianToLDN,1,media_business:1.00,28.3178
SamanthaTaghoy,False,1,1,1,Anthology2026,1,1.0,1.0,0.0,85572,Anthology2026,1,1,1,Anthology2026,1,retail_user:1.00,28.3178
Sans_Concession,False,1,1,1,nilsholgerson_,1,1.0,1.0,0.0,67280,nilsholgerson_,1,1,1,nilsholgerson_,1,amplifier_suspect:1.00,28.3178
SaraMinou90,False,1,1,1,xeniakan21,1,1.0,1.0,0.0,57808,xeniakan21,1,1,1,xeniakan21,1,amplifier_suspect:1.00,28.3178
Sat12634043,False,1,1,1,Mirsini1946041,1,1.0,1.0,0.0,54902,Mirsini1946041,1,1,1,Mirsini1946041,1,retail_user:1.00,28.3178
Schopenhaueress,False,1,1,1,MenoEdo,1,1.0,1.0,0.0,57397,MenoEdo,1,1,1,MenoEdo,1,mixed_behavior:1.00,28.3178
SdnaGr,False,1,1,1,galex1908,1,1.0,1.0,0.0,1840,galex1908,1,1,1,galex1908,1,amplifier_suspect:1.00,28.3178
Sea2Sea1Way,False,1,1,1,dinoskonstantin,1,1.0,1.0,0.0,82582,dinoskonstantin,1,1,1,dinoskonstantin,1,amplifier_suspect:1.00,28.3178
SerkanTheWriter,False,1,1,1,Annis2350561782,1,1.0,1.0,0.0,37393,Annis2350561782,1,1,1,Annis2350561782,1,retail_user:1.00,28.3178
