account_a,account_b,shared_retweets,jaccard,shared_within_15m,shared_within_60m
MariaDecokeke,dkDurcGYTIpZdKl,3,0.0291,0,0
MariaDecokeke,kokkoriss,3,0.0261,0,1
MariaDecokeke,lidakis_manos,3,0.0256,0,1
MariaDecokeke,ptableart,3,0.028,0,1
MariaKoki3,MasenkaMm230158,3,0.0395,0,2
MasenkaMm230158,PitSpencer,3,0.027,0,0
MasenkaMm230158,TheMadoula,3,0.0319,0,1
MasenkaMm230158,maus_miny,3,0.037,0,0
MenoEdo,Nogate_T,3,0.0221,0,0
MenoEdo,angie22gr,3,0.0183,0,0
MenoEdo,dkDurcGYTIpZdKl,3,0.0252,0,0
MenoEdo,klikr,3,0.021,0,0
MenoEdo,paliakaravana59,3,0.0126,0,1
MenoEdo,tasoskar11,3,0.0252,0,0
Myrtilo01,SenzakiKamo,3,0.0263,0,1
Myrtilo01,TsigkaEfi,3,0.027,0,1
Myrtilo01,evangelia_re,3,0.0341,0,0
Myrtilo01,johnblandos,3,0.0207,0,1
NikosVsdl8,dinoskonstantin,3,0.0213,0,0
NodarasSpiros,nickthegreek5,3,0.0105,0,1
Nogate_T,NonameTZ,3,0.0789,0,2
Nogate_T,TsigkaEfi,3,0.0556,0,2
Nogate_T,xeniakan21,3,0.0469,0,2
NonameTZ,chrysib11,3,0.0184,0,3
NonameTZ,giannMak,3,0.0316,0,1
NonameTZ,greek_paris_13,3,0.0682,0,2
PitSpencer,SenzakiKamo,3,0.0353,0,0
PitSpencer,ThanosTzimeros,3,0.0395,0,1
PitSpencer,Track11John,3,0.0111,0,0
PitSpencer,angie22gr,3,0.0286,0,0
PitSpencer,galex1908,3,0.0204,0,0
RockRock222555,dimitris7987,3,0.038,0,0
RockRock222555,mpantazo,3,0.0226,0,1
SagamoreMount,nickthegreek5,3,0.0106,0,3
SenzakiKamo,angie22gr,3,0.0353,0,0
TheMadoula,TsigkaEfi,3,0.0462,0,0
TheMadoula,dimitris7987,3,0.0508,0,0
TheMadoula,giannMak,3,0.0256,0,1
TheMadoula,johnblandos,3,0.0303,0,2
TheMadoula,mpantazo,3,0.0265,0,1
TheMadoula,vythos70,3,0.0184,0,2
Track11John,TsigkaEfi,3,0.0121,0,0
Track11John,dimitris7987,3,0.0124,0,0
Track11John,mpantazo,3,0.0102,0,0
Track11John,paliakaravana59,3,0.0087,0,2
Xeniaxe19580370,nickthegreek5,3,0.01,0,1
ZafiriaF,angelikitsakani,3,0.0171,0,2
anasiropiastos,angelikitsakani,3,0.0165,0,1
angelikitsakani,doubamari,3,0.0185,0,0
angelikitsakani,economi94461498,3,0.0151,0,0
angelikitsakani,lafillemalgard1,3,0.0169,0,2
angie22gr,dinoskonstantin,3,0.0199,0,1
angie22gr,hatz_patty,3,0.0214,0,0
chrysib11,klikr,3,0.0166,0,3
chrysib11,maus_miny,3,0.0174,0,0
chrysib11,ptableart,3,0.0186,0,2
chrysib11,zneraida,3,0.0184,0,0
dimitris7987,g_m_theo,3,0.075,0,0
dinoskonstantin,greek_paris_13,3,0.0233,0,0
dkDurcGYTIpZdKl,sinakatsarou,3,0.0259,0,0
economi94461498,sinakatsarou,3,0.0199,0,0
g_m_theo,mpantazo,3,0.0319,0,1
galex1908,kokkoriss,3,0.0263,0,1
galex1908,lidakis_manos,3,0.0259,0,2
giannMak,paliakaravana59,3,0.0144,0,0
hatz_patty,johnblandos,3,0.0199,0,1
hatz_patty,lidakis_manos,3,0.0275,0,0
hatz_patty,paliakaravana59,3,0.014,0,0
johnblandos,maus_miny,3,0.0349,0,0
johnblandos,mpantazo,3,0.0213,0,0
jparthen,mpantazo,3,0.0333,0,3
kokkoriss,nickthegreek5,3,0.01,0,1
kokkoriss,tasoskar11,3,0.1111,0,0
lidakis_manos,paliakaravana59,3,0.0203,0,0
mpantazo,vythos70,3,0.0146,0,1
nickthegreek5,parodynews,3,0.0104,0,0
nickthegreek5,steiger_st28082,3,0.0103,0,0
paliakaravana59,sinakatsarou,3,0.0128,0,1
ptableart,sinakatsarou,2,0.0165,2,2
46spiros,LGkvas,2,0.0079,1,2
46spiros,SagamoreMount,2,0.0088,1,2
46spiros,evangelia_re,2,0.0087,1,2
ABCHeckles,ArgirNik,2,0.0323,1,2
ABCHeckles,MKioulafa,2,0.0172,1,2
ABCHeckles,greek_paris_13,2,0.0256,1,1
Aaagiiisss,MariaKagia4603,2,0.05,1,1
AgelisDimitris,MariaKagia4603,2,0.0108,1,2
AgelisDimitris,ZbejVty,2,0.0101,1,1
AgelisDimitris,fifi_apostolou,2,0.0083,1,1
AgelisDimitris,ptableart,2,0.0104,1,1
Agie2a,MenoEdo,2,0.0137,1,1
Ah_riman,Briassulis,2,0.0121,1,2
Ah_riman,K_Sav215,2,0.0161,1,1
Ah_riman,SenzakiKamo,2,0.0339,1,1
Ah_riman,Theodoros674021,2,0.0556,1,2
AnAthenianToLDN,Myrtilo01,2,0.0198,1,2
AnAthenianToLDN,johnblandos,2,0.0241,1,2
AnAthenianToLDN,klikr,2,0.0392,1,1
Anastasia7882,Briassulis,2,0.0131,1,2
ArgirNik,DonConsclavios,2,0.0263,1,2
ArgirNik,Myrtilo01,2,0.0206,1,1
ArgirNik,SenzakiKamo,2,0.0417,1,1
ArisBJJ,hatz_patty,2,0.0185,1,2
AthanasiouCccp,angelikitsakani,2,0.0115,1,2
BananaJoeReload,kokkoriss,2,0.0299,1,2
Briassulis,SenzakiKamo,2,0.0116,1,1
CharilaosPapad1,RockRock222555,2,0.0333,1,1
DDeppied,MariaDecokeke,2,0.02,1,2
DonConsclavios,NodarasSpiros,2,0.029,1,1
DonConsclavios,unico11226,2,0.025,1,2
Fay82776914F,RockRock222555,2,0.0278,1,1
Fay82776914F,sinakatsarou,2,0.016,1,1
Fotinh5,GiotaPapapetrou,2,0.0095,1,2
GeorgiadouL,maus_miny,2,0.0625,1,1
GiotaPapapetrou,aggelikiME25,2,0.0067,1,2
JimyWis,silaserafim,2,0.0741,1,2
JtfYiannis,RockRock222555,2,0.0351,1,2
LGkvas,MariaDecokeke,2,0.0161,1,1
LGkvas,vythos70,2,0.0128,1,1
Lalunaromantico,mpantazo,2,0.0241,1,2
Loxagos_Mark,klikr,2,0.0198,1,1
MKioulafa,MariaKoki3,2,0.023,1,2
MKioulafa,Track11John,2,0.007,1,2
MKioulafa,fanis_rc,2,0.0175,1,1
MKioulafa,g_m_theo,2,0.0233,1,1
MariaDecokeke,anasiropiastos,2,0.0164,1,1
MariaDecokeke,jparthen,2,0.0183,1,1
MariaKagia4603,chrysib11,2,0.0128,1,1
MasenkaMm230158,TsigkaEfi,2,0.0225,1,1
Mirsini1946041,doubamari,2,0.0299,1,1
Mrpresidentgr,sinakatsarou,2,0.0169,1,2
NodarasSpiros,giannMak,2,0.0222,1,1
Nogate_T,hatz_patty,2,0.0177,1,2
NonameTZ,johnblandos,2,0.0256,1,1
Rena_Rethymno,g_m_theo,2,0.0588,1,1
RockRock222555,ThanosTzimeros,2,0.025,1,2
Veltsi_Legacy,nickthegreek5,2,0.007,1,1
ZafiriaF,vythos70,2,0.0136,1,1
angie22gr,maus_miny,2,0.0263,1,1
communakios,mpantazo,2,0.0247,1,2
fanis_rc,lidakis_manos,2,0.0299,1,1
g_m_theo,xeniakan21,2,0.0351,1,1
greek_paris_13,nikos_aggelakis,2,0.0556,1,1
johnblandos,sinakatsarou,2,0.0116,1,1
mpantazo,stefanakiir3,2,0.025,1,2
mpantazo,steiger_st28082,2,0.0222,1,2
nickthegreek5,teo_ntaleki,2,0.0068,1,1
sinakatsarou,steiger_st28082,2,0.0165,1,1
sinakatsarou,xariszak2,2,0.0167,1,1
46spiros,Anastasia7882,2,0.0084,0,0
46spiros,AthanasiouCccp,2,0.0083,0,1
46spiros,Chaos_kreator,2,0.0087,0,0
46spiros,JSweetGR,2,0.0086,0,0
46spiros,Nikos2501,2,0.0087,0,0
46spiros,Tina5996,2,0.0086,0,0
46spiros,VIVITV5,2,0.0087,0,1
46spiros,Veltsi_Legacy,2,0.0088,0,0
46spiros,VforVolemenos,2,0.0085,0,0
46spiros,Volcom40893832,2,0.0088,0,0
46spiros,anasiropiastos,2,0.008,0,2
46spiros,jparthen,2,0.0084,0,1
46spiros,klikr,2,0.0078,0,1
46spiros,kokkoriss,2,0.0082,0,1
46spiros,lafillemalgard1,2,0.0081,0,0
46spiros,nikos_aggelakis,2,0.0087,0,0
46spiros,steiger_st28082,2,0.0085,0,2
46spiros,xariszak2,2,0.0085,0,0
57lista,ABCHeckles,2,0.0345,0,1
57lista,MKioulafa,2,0.025,0,1
57lista,g_m_theo,2,0.0714,0,0
57lista,galex1908,2,0.0189,0,0
ABCHeckles,ArisBJJ,2,0.0299,0,1
ABCHeckles,Evitel_,2,0.04,0,0
ABCHeckles,Loxagos_Mark,2,0.0172,0,0
ABCHeckles,MariaDecokeke,2,0.014,0,0
ABCHeckles,MariaKagia4603,2,0.0377,0,0
ABCHeckles,PitSpencer,2,0.02,0,0
ABCHeckles,johnblandos,2,0.018,0,0
ABCHeckles,nikos_aggelakis,2,0.0385,0,2
ABCHeckles,vythos70,2,0.0114,0,0
Aaagiiisss,AgelisDimitris,2,0.0093,0,0
Aaagiiisss,PitSpencer,2,0.023,0,0
Aaagiiisss,RockRock222555,2,0.0222,0,1
Aaagiiisss,giannMak,2,0.0172,0,1
Aaagiiisss,teo_ntaleki,2,0.0417,0,2
AgelisDimitris,Anastasia7882,2,0.0103,0,0
AgelisDimitris,ArgirNik,2,0.0103,0,0
AgelisDimitris,EthanAnargyrous,2,0.0108,0,1
AgelisDimitris,GP_74_,2,0.0109,0,0
AgelisDimitris,InafiZinaf1,2,0.011,0,1
AgelisDimitris,KosmidisStathis,2,0.0109,0,0
AgelisDimitris,MKioulafa,2,0.008,0,1
AgelisDimitris,Nikos2501,2,0.0108,0,0
AgelisDimitris,NodarasSpiros,2,0.0106,0,0
AgelisDimitris,Theodoros674021,2,0.0105,0,0
AgelisDimitris,ZafiriaF,2,0.0101,0,0
AgelisDimitris,consue_banana_,2,0.0108,0,1
AgelisDimitris,evangelia_re,2,0.0107,0,1
AgelisDimitris,fanis_rc,2,0.0089,0,1
Agie2a,AthanasiouCccp,2,0.0392,0,0
Agie2a,Briassulis,2,0.0116,0,1
Agie2a,Local_Bureau,2,0.05,0,1
Agie2a,MariaKoki3,2,0.0385,0,0
Agie2a,Mirsini1946041,2,0.0211,0,0
Agie2a,TsigkaEfi,2,0.0312,0,1
Agie2a,consue_banana_,2,0.0513,0,1
Agie2a,dimitris7987,2,0.0345,0,0
Agie2a,johnblandos,2,0.0204,0,0
Agie2a,kimosampe,2,0.0556,0,2
Agie2a,mpantazo,2,0.0179,0,1
Agie2a,teo_ntaleki,2,0.0417,0,1
Ah_riman,ArisBJJ,2,0.0435,0,1
Ah_riman,Rena_Rethymno,2,0.0465,0,0
Ah_riman,TheMadoula,2,0.0323,0,0
Ah_riman,dkDurcGYTIpZdKl,2,0.0588,0,0
Ah_riman,galex1908,2,0.0165,0,0
Ah_riman,sinakatsarou,2,0.0148,0,0
Ah_riman,xeniakan21,2,0.0303,0,0
AnAthenianToLDN,MariaDecokeke,2,0.0174,0,0
AnAthenianToLDN,angelikitsakani,2,0.0114,0,1
AnAthenianToLDN,nickthegreek5,2,0.0067,0,2
Anastasia7882,Loxagos_Mark,2,0.0241,0,0
Anastasia7882,greek_paris_13,2,0.0444,0,0
Annis2350561782,Anthology2026,2,0.013,0,1
Anthology2026,Jan__Sobieski,2,0.0196,0,0
Anthology2026,NickDanny99,2,0.0187,0,1
Anthology2026,NikosVsdl8,2,0.0146,0,1
Anthology2026,ThanosTzimeros,2,0.0169,0,0
Anthology2026,cavodoro,2,0.0192,0,1
Anthology2026,giannMak,2,0.0114,0,0
Anthology2026,le1li,2,0.0179,0,1
Anthology2026,matrixneo1979,2,0.0179,0,1
ArgirNik,Briassulis,2,0.013,0,0
ArgirNik,Catps66,2,0.0308,0,0
ArgirNik,Evitel_,2,0.1111,0,0
ArgirNik,L6sVita,2,0.0909,0,0
ArgirNik,MasenkaMm230158,2,0.027,0,0
ArgirNik,PitSpencer,2,0.0294,0,0
ArgirNik,hatz_patty,2,0.0194,0,0
ArgirNik,johnblandos,2,0.0253,0,0
ArgirNik,sinakatsarou,2,0.0161,0,0
ArisBJJ,Catps66,2,0.0286,0,0
ArisBJJ,Loxagos_Mark,2,0.0225,0,0
ArisBJJ,MKioulafa,2,0.0225,0,2
ArisBJJ,MenoEdo,2,0.0152,0,1
ArisBJJ,Myrtilo01,2,0.0196,0,1
ArisBJJ,dkDurcGYTIpZdKl,2,0.0714,0,1
ArisBJJ,g_m_theo,2,0.0541,0,0
ArisBJJ,galex1908,2,0.0174,0,1
AthanasiouCccp,chrysib11,2,0.012,0,1
BatorGr,K_Sav215,2,0.0163,0,0
BatorGr,Loxagos_Mark,2,0.0213,0,0
BatorGr,MariaDecokeke,2,0.0165,0,0
BatorGr,MasenkaMm230158,2,0.0238,0,1
BatorGr,Myrtilo01,2,0.0187,0,1
BatorGr,evangelia_re,2,0.0625,0,0
BatorGr,galex1908,2,0.0167,0,1
BatorGr,giannMak,2,0.0187,0,0
BatorGr,sinakatsarou,2,0.0149,0,1
Briassulis,Catps66,2,0.0106,0,1
Briassulis,GiotaPapapetrou,2,0.0061,0,0
Briassulis,L6sVita,2,0.0137,0,0
Briassulis,LGkvas,2,0.012,0,0
Briassulis,Lalunaromantico,2,0.0139,0,1
Briassulis,Theodoros674021,2,0.0134,0,2
Briassulis,Torquem21743459,2,0.0137,0,1
Briassulis,angie22gr,2,0.0104,0,0
Briassulis,dinoskonstantin,2,0.0084,0,0
Briassulis,steiger_st28082,2,0.0132,0,2
Briassulis,unico11226,2,0.0127,0,1
Catps66,Fotinh5,2,0.0278,0,1
Catps66,K_Sav215,2,0.0135,0,1
Catps66,MKioulafa,2,0.0168,0,2
Catps66,MariaDecokeke,2,0.0137,0,1
Catps66,PitSpencer,2,0.0194,0,0
Catps66,TheMadoula,2,0.0233,0,0
Catps66,angie22gr,2,0.0194,0,0
Catps66,g_m_theo,2,0.0299,0,1
Catps66,giannMak,2,0.0152,0,0
Catps66,jparthen,2,0.0317,0,0
Catps66,lidakis_manos,2,0.0278,0,0
Catps66,maus_miny,2,0.0274,0,1
Chaos_kreator,MenoEdo,2,0.0171,0,0
Chaos_kreator,Myrtilo01,2,0.023,0,2
Chaos_kreator,chrysib11,2,0.0129,0,0
Chaos_kreator,johnblandos,2,0.029,0,0
Chaos_kreator,mpantazo,2,0.0241,0,1
Chaos_kreator,nickthegreek5,2,0.007,0,0
CharilaosPapad1,nickthegreek5,2,0.007,0,2
CroniusZeus,chrysib11,2,0.0132,0,0
DonConsclavios,Nogate_T,2,0.0233,0,1
DonConsclavios,TsigkaEfi,2,0.022,0,0
DonConsclavios,doubamari,2,0.0299,0,1
DonConsclavios,johnblandos,2,0.016,0,0
DonConsclavios,mpantazo,2,0.0144,0,2
Evitel_,MenoEdo,2,0.0174,0,0
Evitel_,PitSpencer,2,0.0357,0,0
Evitel_,Track11John,2,0.009,0,1
Evitel_,hatz_patty,2,0.022,0,0
Evitel_,sinakatsarou,2,0.0179,0,1
Fay82776914F,MariaDecokeke,2,0.0179,0,0
Fay82776914F,Myrtilo01,2,0.0204,0,0
Fay82776914F,TheMadoula,2,0.0385,0,1
Fay82776914F,TsigkaEfi,2,0.0435,0,1
Fay82776914F,chrysib11,2,0.012,0,1
Fay82776914F,dkDurcGYTIpZdKl,2,0.0833,0,0
Fay82776914F,economi94461498,2,0.0339,0,0
Fay82776914F,galex1908,2,0.018,0,0
Fay82776914F,mpantazo,2,0.0213,0,0
Fotinh5,MariaDecokeke,2,0.0169,0,2
Fotinh5,Theodoros674021,2,0.0625,0,2
Fotinh5,galex1908,2,0.0171,0,1
FrankiKostas,hatz_patty,2,0.022,0,1
GP_74_,TsigkaEfi,2,0.0588,0,0
GP_74_,chrysib11,2,0.013,0,0
GP_74_,g_m_theo,2,0.0952,0,0
GP_74_,nickthegreek5,2,0.007,0,0
GeorgiadouL,Theodoros674021,2,0.1053,0,1
GeorgiadouL,angie22gr,2,0.0323,0,1
GeorgiadouL,vythos70,2,0.0146,0,0
GiotaPapapetrou,MenoEdo,2,0.0066,0,0
GiotaPapapetrou,chrysib11,2,0.0059,0,0
GiotaPapapetrou,giannMak,2,0.0074,0,0
GiotaPapapetrou,greek_paris_13,2,0.0091,0,1
HRessed,chrysib11,2,0.0132,0,0
HRessed,mpantazo,2,0.0253,0,0
InafiZinaf1,chrysib11,2,0.0132,0,1
InafiZinaf1,giannMak,2,0.0238,0,0
InafiZinaf1,hatz_patty,2,0.0222,0,0
JSweetGR,MariaKoki3,2,0.0769,0,0
JSweetGR,MasenkaMm230158,2,0.0299,0,2
JSweetGR,chrysib11,2,0.0127,0,1
JimyWis,nickthegreek5,2,0.007,0,0
JtfYiannis,MasenkaMm230158,2,0.0333,0,0
JtfYiannis,nickthegreek5,2,0.0071,0,1
K_Sav215,LGkvas,2,0.0159,0,0
K_Sav215,Mrpresidentgr,2,0.0187,0,0
K_Sav215,communakios,2,0.0198,0,1
K_Sav215,doubamari,2,0.0192,0,1
K_Sav215,economi94461498,2,0.0142,0,0
K_Sav215,fanis_rc,2,0.014,0,1
K_Sav215,vythos70,2,0.0088,0,2
K_Sav215,xeniakan21,2,0.0145,0,2
KosmidisStathis,MasenkaMm230158,2,0.0317,0,1
KosmidisStathis,TsigkaEfi,2,0.0588,0,2
L6sVita,MasenkaMm230158,2,0.0303,0,0
L6sVita,Myrtilo01,2,0.0225,0,1
L6sVita,hatz_patty,2,0.0211,0,0
L6sVita,nickthegreek5,2,0.007,0,0
LGkvas,NonameTZ,2,0.0476,0,1
LGkvas,RockRock222555,2,0.0238,0,0
LGkvas,Tina5996,2,0.0556,0,0
LGkvas,giannMak,2,0.0182,0,2
LGkvas,harakont,2,0.069,0,0
Loxagos_Mark,MariaDecokeke,2,0.0121,0,0
Loxagos_Mark,MasenkaMm230158,2,0.0156,0,0
Loxagos_Mark,Mrpresidentgr,2,0.0256,0,1
Loxagos_Mark,PitSpencer,2,0.0164,0,2
Loxagos_Mark,economi94461498,2,0.0179,0,0
Loxagos_Mark,g_m_theo,2,0.0233,0,0
Loxagos_Mark,greek_paris_13,2,0.02,0,1
Loxagos_Mark,hatz_patty,2,0.0127,0,0
Loxagos_Mark,jparthen,2,0.0244,0,0
Loxagos_Mark,mpantazo,2,0.0136,0,1
MKioulafa,angie22gr,2,0.0164,0,0
MKioulafa,greek_paris_13,2,0.02,0,0
MKioulafa,lidakis_manos,2,0.022,0,0
MariaDecokeke,MasenkaMm230158,2,0.0129,0,0
MariaDecokeke,NonameTZ,2,0.0182,0,0
MariaDecokeke,PitSpencer,2,0.0134,0,0
MariaDecokeke,TsigkaEfi,2,0.0159,0,1
MariaDecokeke,fifi_apostolou,2,0.0127,0,2
MariaDecokeke,g_m_theo,2,0.0177,0,1
MariaDecokeke,giannMak,2,0.0112,0,1
MariaDecokeke,hatz_patty,2,0.0109,0,1
MariaDecokeke,johnblandos,2,0.0125,0,2
MariaDecokeke,steiger_st28082,2,0.0185,0,0
MariaDecokeke,tasoskar11,2,0.0192,0,0
MariaDecokeke,unico11226,2,0.0174,0,1
MariaDecokeke,xeniakan21,2,0.0147,0,0
MariaKoki3,angelikitsakani,2,0.0114,0,0
Marios59885699,dinoskonstantin,2,0.0183,0,0
Marios59885699,nickthegreek5,2,0.0069,0,1
MasenkaMm230158,Track11John,2,0.0072,0,2
MasenkaMm230158,Volcom40893832,2,0.0323,0,0
MasenkaMm230158,anasiropiastos,2,0.0235,0,1
MasenkaMm230158,economi94461498,2,0.0196,0,0
MasenkaMm230158,georgekouts62,2,0.0328,0,0
MasenkaMm230158,giannMak,2,0.0142,0,0
MenoEdo,Mrpresidentgr,2,0.0165,0,0
MenoEdo,Veltsi_Legacy,2,0.0172,0,0
MenoEdo,ZafiriaF,2,0.0153,0,0
MenoEdo,anasiropiastos,2,0.0145,0,1
MenoEdo,economi94461498,2,0.0129,0,0
MenoEdo,greek_paris_13,2,0.014,0,0
MenoEdo,johnblandos,2,0.0114,0,1
MenoEdo,xeniakan21,2,0.0132,0,1
Mirsini1946041,unico11226,2,0.025,0,1
Mirsini1946041,zneraida,2,0.0267,0,2
Mrpresidentgr,angelikitsakani,2,0.012,0,0
Mrpresidentgr,maus_miny,2,0.0625,0,1
Myrtilo01,NodarasSpiros,2,0.0222,0,2
Myrtilo01,PitSpencer,2,0.0148,0,0
Myrtilo01,TheMadoula,2,0.0169,0,0
Myrtilo01,angie22gr,2,0.0148,0,0
Myrtilo01,giannMak,2,0.0122,0,0
Myrtilo01,hatz_patty,2,0.0118,0,1
Myrtilo01,kokkoriss,2,0.0196,0,0
Myrtilo01,nilsholgerson_,2,0.0222,0,2
Myrtilo01,tasoskar11,2,0.0222,0,0
Nikos2501,nickthegreek5,2,0.007,0,0
NikosVsdl8,cavodoro,2,0.0377,0,1
NikosVsdl8,nickthegreek5,2,0.0062,0,1
NodarasSpiros,hatz_patty,2,0.0208,0,1
Nogate_T,SenzakiKamo,2,0.0345,0,0
Nogate_T,TheMadoula,2,0.0328,0,0
Nogate_T,dimitris7987,2,0.0408,0,0
Nogate_T,galex1908,2,0.0167,0,0
Nogate_T,johnblandos,2,0.0225,0,1
NonameTZ,RockRock222555,2,0.0286,0,2
NonameTZ,TheMadoula,2,0.04,0,1
NonameTZ,TsigkaEfi,2,0.0455,0,1
NonameTZ,angelikitsakani,2,0.0117,0,2
NonameTZ,dimitris7987,2,0.0526,0,0
PitSpencer,RockRock222555,2,0.0183,0,2
PitSpencer,TheMadoula,2,0.0225,0,1
PitSpencer,evangelia_re,2,0.0333,0,0
PitSpencer,klikr,2,0.0235,0,0
PitSpencer,lidakis_manos,2,0.0267,0,0
PitSpencer,maus_miny,2,0.0263,0,0
PitSpencer,paliakaravana59,2,0.0111,0,1
Rena_Rethymno,angie22gr,2,0.0286,0,0
Rena_Rethymno,dimitris7987,2,0.0488,0,0
Rena_Rethymno,economi94461498,2,0.0333,0,0
Rena_Rethymno,greek_paris_13,2,0.0417,0,0
Rena_Rethymno,mpantazo,2,0.0211,0,0
Rena_Rethymno,nickthegreek5,2,0.0067,0,2
Rena_Rethymno,sinakatsarou,2,0.0159,0,0
RockRock222555,TheMadoula,2,0.0217,0,0
RockRock222555,TsigkaEfi,2,0.0233,0,0
SagamoreMount,Track11John,2,0.009,0,1
SenzakiKamo,ThanosTzimeros,2,0.0351,0,1
SenzakiKamo,dimitris7987,2,0.0351,0,0
SenzakiKamo,dkDurcGYTIpZdKl,2,0.0488,0,1
SenzakiKamo,g_m_theo,2,0.04,0,0
SenzakiKamo,galex1908,2,0.0156,0,2
SenzakiKamo,giannMak,2,0.0174,0,1
SenzakiKamo,lidakis_manos,2,0.0364,0,0
SenzakiKamo,sinakatsarou,2,0.0141,0,1
ThanosTzimeros,ZafiriaF,2,0.0465,0,0
ThanosTzimeros,dinoskonstantin,2,0.0163,0,0
TheMadoula,Torquem21743459,2,0.0465,0,0
TheMadoula,agapornis_mask,2,0.0513,0,0
TheMadoula,dkDurcGYTIpZdKl,2,0.0455,0,0
TheMadoula,greek_paris_13,2,0.0299,0,1
TheMadoula,paliakaravana59,2,0.0123,0,1
TheMadoula,ptableart,2,0.0417,0,0
TheMadoula,sinakatsarou,2,0.0138,0,1
TheMadoula,vel_theGreek,2,0.0488,0,0
Theodoros674021,chrysib11,2,0.0125,0,0
Theodoros674021,nickthegreek5,2,0.0069,0,0
Theodoros674021,vythos70,2,0.0145,0,0
Torquem21743459,TsigkaEfi,2,0.0541,0,0
Torquem21743459,nickthegreek5,2,0.007,0,0
Track11John,Volcom40893832,2,0.009,0,0
Track11John,klikr,2,0.008,0,1
Track11John,steiger_st28082,2,0.0087,0,1
Track11John,tasoskar11,2,0.0088,0,2
TsigkaEfi,dimitris7987,2,0.037,0,0
TsigkaEfi,g_m_theo,2,0.0426,0,1
TsigkaEfi,maus_miny,2,0.0377,0,0
TsigkaEfi,tasoskar11,2,0.0526,0,0
TsigkaEfi,xeniakan21,2,0.0286,0,0
VIVITV5,nickthegreek5,2,0.007,0,0
Veltsi_Legacy,angelikitsakani,2,0.0124,0,0
Veltsi_Legacy,dimitris7987,2,0.0714,0,1
Veltsi_Legacy,g_m_theo,2,0.0952,0,0
VforVolemenos,galex1908,2,0.0189,0,2
Volcom40893832,hatz_patty,2,0.022,0,1
Volcom40893832,nickthegreek5,2,0.0071,0,0
Xeniaxe19580370,paliakaravana59,2,0.0134,0,1
ZafiriaF,angie22gr,2,0.0278,0,0
ZafiriaF,cavodoro,2,0.069,0,0
ZafiriaF,chrysib11,2,0.0118,0,0
ZafiriaF,unico11226,2,0.0526,0,1
ZbejVty,angelikitsakani,2,0.0114,0,1
ZbejVty,dinoskonstantin,2,0.0169,0,1
ZbejVty,vythos70,2,0.0136,0,1
anasiropiastos,johnblandos,2,0.0222,0,1
anasiropiastos,vythos70,2,0.013,0,2
angelikitsakani,dinoskonstantin,2,0.0078,0,0
angelikitsakani,ptableart,2,0.0118,0,2
angelikitsakani,tasoskar11,2,0.0121,0,0
angelikitsakani,thanosvz,2,0.0123,0,0
angelikitsakani,vel_theGreek,2,0.0123,0,1
angie22gr,chrysib11,2,0.0099,0,0
angie22gr,fanis_rc,2,0.0204,0,1
angie22gr,greek_paris_13,2,0.0238,0,0
angie22gr,lidakis_manos,2,0.0267,0,1
angie22gr,nikos_aggelakis,2,0.0345,0,0
cavodoro,chrysib11,2,0.0125,0,0
chrysib11,dinoskonstantin,2,0.008,0,0
chrysib11,galex1908,2,0.0082,0,0
chrysib11,kokkoriss,2,0.0118,0,1
chrysib11,nilsholgerson_,2,0.0127,0,1
chrysib11,tasoskar11,2,0.0127,0,1
dimitris7987,greek_paris_13,2,0.0364,0,0
dimitris7987,lafillemalgard1,2,0.0435,0,0
dinoskonstantin,sinakatsarou,2,0.0096,0,0
dkDurcGYTIpZdKl,maus_miny,2,0.0645,0,0
dkDurcGYTIpZdKl,mpantazo,2,0.0233,0,0
dkDurcGYTIpZdKl,xeniakan21,2,0.0417,0,0
economi94461498,g_m_theo,2,0.0333,0,0
economi94461498,giannMak,2,0.016,0,0
economi94461498,harakont,2,0.0455,0,0
economi94461498,ptableart,2,0.0364,0,0
fanis_rc,mpantazo,2,0.0163,0,0
fanis_rc,xeniakan21,2,0.0235,0,1
fifi_apostolou,mpantazo,2,0.0144,0,0
galex1908,johnblandos,2,0.0126,0,1
galex1908,paliakaravana59,2,0.009,0,0
galex1908,tasoskar11,2,0.0194,0,0
galex1908,vythos70,2,0.009,0,0
giannMak,kokkoriss,2,0.0196,0,1
giannMak,steiger_st28082,2,0.0213,0,0
giannMak,teo_ntaleki,2,0.0208,0,0
greek_paris_13,lafillemalgard1,2,0.0377,0,0
greek_paris_13,sinakatsarou,2,0.0143,0,2
harakont,maus_miny,2,0.0833,0,0
harakont,nickthegreek5,2,0.0071,0,0
hatz_patty,mpantazo,2,0.012,0,0
hatz_patty,ptableart,2,0.02,0,1
hatz_patty,tasoskar11,2,0.0208,0,1
hatz_patty,vythos70,2,0.0093,0,1
ippotech,nickthegreek5,2,0.007,0,0
johnblandos,paliakaravana59,2,0.0105,0,1
jparthen,nickthegreek5,2,0.0068,0,0
klikr,xariszak2,2,0.0465,0,0
kokkoriss,maus_miny,2,0.0465,0,1
kostasp194,zneraida,2,0.1176,0,0
lafillemalgard1,mpantazo,2,0.02,0,0
lafillemalgard1,nickthegreek5,2,0.0066,0,1
lidakis_manos,ptableart,2,0.0588,0,0
lidakis_manos,vythos70,2,0.0133,0,0
lidakis_manos,xeniakan21,2,0.0323,0,0
