account_handle,in_member_list,tweet_count,retweet_count,original_count,quote_count,retweet_ratio,first_retweeter_count,unique_retweeted_tweet_count,unique_retweeted_author_count,retweets_to_member_count,retweets_to_member_ratio,top_amplified_account,top_amplified_count,top_amplified_share,hashtag_count,mention_count,followers_count,friends_count,statuses_count,account_created_at,default_profile,default_profile_image,is_blue_verified,profile_description_language,coordination_score
lordos_noble,True,3,2,1,0,0.6667,2,2,1,0,0.0,toumvas,2,1.0,0,0,1318,983,109080,2020-04-18T09:31:54+03:00,True,False,False,el,35.83
Hlsn0iQdRGXJ7lw,True,5,3,2,0,0.6,1,3,3,2,0.6667,iefimerida,1,0.3333,5,1,1350,2101,42822,2021-07-30T19:24:22+03:00,True,False,False,el,35.58
amantomatimou,True,23,13,10,12,0.5652,12,13,13,0,0.0,Sea_Bass_J,1,0.0769,6,1,5609,558,82706,2011-02-21T22:41:57+02:00,False,False,False,,35.55
seriousthreat98,True,5,4,1,3,0.8,4,4,4,0,0.0,Howlingmutant0,1,0.25,3,1,819,430,13788,2023-01-11T12:23:47+02:00,True,False,False,,35.5
ippotech,True,10,7,3,1,0.7,3,7,6,2,0.2857,FanakidiF,2,0.2857,0,5,3985,4568,81568,2011-03-29T10:20:36+03:00,False,False,False,en,35.39
consue_banana_,True,9,6,3,1,0.6667,6,6,6,1,0.1667,Mareadre,1,0.1667,1,3,3693,2381,27185,2024-08-26T13:55:26+03:00,True,False,False,el,35.0
DDeppied,True,6,5,1,2,0.8333,3,5,5,0,0.0,CharaKara,1,0.2,0,0,3807,2897,30983,2017-12-01T15:34:59+02:00,True,False,False,und,34.92
kostasagg1965,True,12,7,5,6,0.5833,7,7,7,2,0.2857,unico11226,1,0.1429,0,0,364,7223,35010,2022-04-29T12:39:38+03:00,True,False,False,qst,34.88
DejaLogic,True,4,3,1,0,0.75,3,3,3,0,0.0,thanosdimadis,1,0.3333,1,0,4630,3070,17746,2023-02-17T15:25:26+02:00,True,False,False,el,33.33
kontologis,True,5,3,2,2,0.6,3,3,3,1,0.3333,FryersWalter,1,0.3333,0,1,6833,3650,80499,2018-07-07T13:39:12+03:00,False,False,False,el,33.08
EAdamopoulou,True,5,1,4,3,0.2,0,1,1,1,1.0,GeorghyZhukov,1,1.0,0,3,8700,1793,75924,2011-05-27T17:41:17+03:00,False,False,True,,32.0
LosKarabou79397,True,3,2,1,2,0.6667,2,2,2,0,0.0,panta_tif,1,0.5,2,0,276,304,1014,2026-02-23T11:28:12+02:00,True,False,False,qht,30.83
bolltzmann,True,3,2,1,0,0.6667,2,2,2,0,0.0,mpoumpivol2,1,0.5,0,0,13412,5163,37476,2014-01-17T17:25:16+02:00,False,False,True,,30.83
giorgosgreen,True,3,2,1,0,0.6667,2,2,2,0,0.0,fasistogavros88,1,0.5,1,0,1123,557,10314,2019-01-22T20:18:13+02:00,True,False,False,en,30.83
lavidaloca51932,True,3,2,1,0,0.6667,2,2,2,0,0.0,Spyros21833575,1,0.5,4,0,1,18,242,2026-02-05T12:42:45+02:00,True,False,False,,30.83
GP_74_,True,7,5,2,1,0.7143,0,5,5,1,0.2,BenakisM,1,0.2,1,3,1353,1039,18586,2023-05-26T00:31:47+03:00,True,False,False,el,30.0
MatrimC110073,True,4,2,2,1,0.5,2,2,1,0,0.0,LinconOsiris2,2,1.0,0,38,959,1450,17997,2022-07-18T20:53:39+03:00,True,False,True,el,30.0
JSweetGR,True,13,9,4,4,0.6923,1,9,9,2,0.2222,Notorio_rbg,1,0.1111,0,2,3265,2128,71099,2009-04-05T08:55:12+03:00,False,False,True,en,29.92
VanaT66,True,3,2,1,0,0.6667,1,2,2,0,0.0,NedosVassilis,1,0.5,0,1,1598,1623,40134,2019-07-23T17:47:17+03:00,True,False,False,en,29.58
2eateras,True,2,1,1,1,0.5,1,1,1,0,0.0,zeynepkologluu,1,1.0,6,0,694,2064,14808,2019-01-27T11:57:43+02:00,True,False,False,und,28.75
Manolo_math,True,2,1,1,0,0.5,1,1,1,0,0.0,BUNDZONE,1,1.0,3,0,1803,2291,11958,2011-12-03T21:30:16+02:00,False,False,False,en,28.75
VaragiosP,True,2,1,1,1,0.5,1,1,1,0,0.0,olympiada,1,1.0,0,1,294,293,12942,2021-01-03T00:54:32+02:00,True,False,False,,28.75
Wonderlust_K,True,2,1,1,2,0.5,1,1,1,0,0.0,UkieDanya,1,1.0,0,0,430,496,15697,2011-12-08T14:30:23+02:00,True,False,False,en,28.75
despica67766915,True,2,1,1,0,0.5,1,1,1,0,0.0,Nickfarc19,1,1.0,0,0,846,1154,17992,2019-10-01T20:40:41+03:00,True,False,False,,28.75
isidoragiou1,True,2,1,1,1,0.5,1,1,1,0,0.0,ConstantineLad,1,1.0,0,0,601,291,15282,2015-09-23T23:07:30+03:00,False,False,False,und,28.75
pnevan11,True,2,1,1,0,0.5,1,1,1,0,0.0,Kaybedlerklbu,1,1.0,0,0,622,1464,8008,2016-05-11T00:08:45+03:00,True,False,False,,28.75
Melbourne57,True,6,3,3,2,0.5,2,3,3,1,0.3333,DvsDvs60195368,1,0.3333,2,0,1686,1950,57207,2012-02-13T16:43:44+02:00,False,False,False,und,28.33
antileftis91560,True,9,3,6,0,0.3333,2,3,3,2,0.6667,pan017585811348,1,0.3333,2,3,2263,2268,24261,2024-05-31T19:53:34+03:00,True,False,False,el,27.5
vxaz_79,True,2,1,1,1,0.5,0,1,1,0,0.0,Christo34335862,1,1.0,0,0,2762,4067,24927,2013-10-18T08:35:35+03:00,True,False,True,el,27.5
MarkRenieris,True,6,3,3,0,0.5,1,3,3,1,0.3333,trad_west_,1,0.3333,4,0,414,440,12941,2023-02-12T14:25:57+02:00,True,False,False,,27.08
Abovelaw13,True,18,8,10,4,0.4444,8,8,8,0,0.0,GeorgeLiakopou2,1,0.125,29,8,1071,612,11117,2021-07-26T14:00:44+03:00,True,False,True,en,26.8
nikos_aggelakis,True,11,6,5,5,0.5455,3,6,5,0,0.0,BenakisM,2,0.3333,1,5,554,1161,11678,2011-12-13T11:25:01+02:00,True,False,False,el,26.18
bobidion,True,7,3,4,2,0.4286,2,3,3,1,0.3333,realMaalouf,1,0.3333,4,0,5715,2892,51696,2011-11-18T21:03:54+02:00,False,False,False,en,25.83
RXRqdEgogik2Z9P,True,25,7,18,1,0.28,7,7,3,0,0.0,ntalaoura,5,0.7143,0,1,3606,1053,22661,2019-07-24T09:22:59+03:00,True,False,False,el,25.69
Veltsi_Legacy,True,11,5,6,3,0.4545,1,5,5,2,0.4,Cynaegeirus2,1,0.2,0,1,1232,580,12888,2023-09-19T21:26:55+03:00,True,False,True,el,25.16
Philipos1991486,True,8,4,4,2,0.5,4,4,4,0,0.0,EmCorfu,1,0.25,3,0,33,126,643,2026-03-07T16:00:24+02:00,True,False,False,,25.0
nikglykos,True,7,4,3,1,0.5714,2,4,4,0,0.0,ApproachNemesis,1,0.25,1,2,7947,6409,242818,2011-09-03T11:09:26+03:00,False,False,False,el,25.0
aprosarmostos_,True,4,2,2,4,0.5,2,2,2,0,0.0,mamba_aka,1,0.5,0,0,4346,3294,62042,2016-03-16T16:25:30+02:00,True,False,False,el,25.0
2PAzkjh6oFRW77D,True,6,2,4,5,0.3333,0,2,2,1,0.5,nesgrego,1,0.5,1,0,4599,2287,116390,2019-11-01T20:56:33+02:00,True,False,False,el,24.17
AleaJactaEst101,True,3,1,2,2,0.3333,1,1,1,0,0.0,ek_tou_kanapeos,1,1.0,1,0,5905,1728,46212,2017-09-17T15:14:05+03:00,True,False,False,el,22.92
Athanasiosfara1,True,3,1,2,2,0.3333,1,1,1,0,0.0,frad_fradi,1,1.0,0,0,2870,1826,191915,2016-01-16T16:53:47+02:00,True,False,True,el,22.92
NodarasSpiros,True,39,9,30,29,0.2308,6,9,7,3,0.3333,ArisBJJ,2,0.2222,5,4,8706,2446,191295,2012-08-27T20:40:27+03:00,True,False,False,el,22.8
SuperAnthonyA,True,3,1,2,0,0.3333,0,1,1,0,0.0,mariakalantze,1,1.0,1,0,872,1286,26520,2010-11-08T20:21:54+02:00,True,False,False,,21.67
packad__,True,3,1,2,2,0.3333,0,1,1,0,0.0,EuroLeague,1,1.0,1,2,166,608,8139,2019-11-07T18:10:29+02:00,True,False,False,el,21.67
Christodoulakos,True,5,2,3,1,0.4,1,2,2,0,0.0,panta_tif,1,0.5,3,0,3096,2709,24447,2011-04-28T23:30:30+03:00,False,False,True,el,20.25
MAVROJOHN,True,8,3,5,0,0.375,3,3,3,0,0.0,BatmanTweetzz,1,0.3333,0,0,261,381,6463,2012-02-14T16:51:07+02:00,True,False,False,,20.21
failosK,True,4,1,3,0,0.25,0,1,1,0,0.0,bpapapanagiotou,1,1.0,0,1,47600,2218,56947,2012-04-07T12:09:43+03:00,True,False,False,el,18.75
Dv500x,True,5,1,4,4,0.2,1,1,1,0,0.0,Osinttechnical,1,1.0,0,0,588,323,17915,2021-05-14T00:13:43+03:00,True,False,False,,18.25
steliostso,True,7,2,5,1,0.2857,2,2,2,0,0.0,SMpliat,1,0.5,0,1,6034,5850,66835,2010-08-22T14:21:15+03:00,False,False,False,el,17.5
HRessed,True,6,2,4,5,0.3333,0,2,2,0,0.0,Technomagos,1,0.5,2,0,438,442,6093,2025-10-17T12:53:59+03:00,True,False,False,el,16.67
Jan__Sobieski,True,56,9,47,42,0.1607,6,9,7,0,0.0,xa_xa_xa_xo_xo,3,0.3333,2,7,1165,818,36842,2020-06-08T23:18:38+03:00,True,False,False,el,16.46
agnwstos_x_,True,10,1,9,1,0.1,1,1,1,0,0.0,Vathipigadi,1,1.0,12,0,4262,1619,45989,2014-03-16T21:44:53+02:00,True,False,False,en,14.75
trescommeilfaut,True,11,1,10,0,0.0909,1,1,1,0,0.0,Eirini_D91,1,1.0,0,0,1739,849,12027,2017-11-20T12:27:04+02:00,False,False,False,el,14.43
Greekprn,True,9,2,7,0,0.2222,1,2,2,0,0.0,nypost,1,0.5,6,0,6060,3862,157946,2011-09-20T18:04:14+03:00,False,False,False,en,14.03
DvsDvs60195368,True,61,1,60,19,0.0164,1,1,1,0,0.0,georgiosmantzo1,1,1.0,1,0,3491,3437,63036,2023-01-08T20:10:26+02:00,True,False,True,el,11.82
ellada24,True,33,0,33,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,29885,1449,89661,2021-07-02T15:36:43+03:00,True,False,True,,0.0
BeardedChad1995,True,14,0,14,14,0.0,0,0,0,0,0.0,,0,0.0,0,2,86,72,839,2026-04-03T12:29:02+03:00,True,False,False,el,0.0
DIOND97782043,True,12,0,12,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,137,99,5305,2022-11-04T07:27:27+02:00,True,False,False,el,0.0
Wwwwww42362442,True,8,0,8,6,0.0,0,0,0,0,0.0,,0,0.0,1,0,1992,3168,28255,2017-09-27T14:51:47+03:00,True,False,False,el,0.0
el39984,True,8,0,8,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,664,222,7860,2025-08-01T20:04:10+03:00,True,False,False,,0.0
MoudilosV,True,7,0,7,3,0.0,0,0,0,0,0.0,,0,0.0,6,0,1887,1740,24763,2009-09-07T17:53:59+03:00,False,False,True,el,0.0
hellasspecial,True,7,0,7,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,15926,9914,147860,2016-01-07T16:01:44+02:00,False,False,False,el,0.0
olofwti_agapi,True,7,0,7,1,0.0,0,0,0,0,0.0,,0,0.0,7,0,347,135,5643,2022-11-25T14:04:16+02:00,True,False,False,el,0.0
gospodinmedvedd,True,6,0,6,4,0.0,0,0,0,0,0.0,,0,0.0,1,1,346,370,4906,2023-08-02T20:25:09+03:00,True,False,False,en,0.0
omadaalithias,True,6,0,6,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,111055,581,15879,2012-09-19T13:59:05+03:00,False,False,True,el,0.0
AstyMpekas,True,5,0,5,4,0.0,0,0,0,0,0.0,,0,0.0,1,3,311,153,7032,2024-10-08T16:33:14+03:00,True,False,False,qst,0.0
John_Fletcher70,True,5,0,5,4,0.0,0,0,0,0,0.0,,0,0.0,0,2,4259,956,118583,2013-07-10T19:14:06+03:00,False,False,False,en,0.0
ObserverGr71726,True,5,0,5,0,0.0,0,0,0,0,0.0,,0,0.0,5,0,467,357,16544,2023-05-23T00:15:37+03:00,True,False,False,,0.0
AlexGavriilidis,True,4,0,4,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,4859,525,43478,2017-08-12T07:25:06+03:00,False,False,False,el,0.0
Apstolos14616,True,3,0,3,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,152,170,2269,2026-01-25T07:58:40+02:00,True,True,True,el,0.0
FotisMagnisia,True,3,0,3,2,0.0,0,0,0,0,0.0,,0,0.0,0,0,2024,1216,55393,2011-04-26T18:19:27+03:00,False,False,False,,0.0
GeorghyZhukov,True,3,0,3,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,37864,1307,52941,2009-05-12T12:32:49+03:00,False,False,True,,0.0
__darcelX__,True,3,0,3,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,9156,346,20827,2021-09-03T23:40:34+03:00,True,False,False,,0.0
daenerys777777,True,3,0,3,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,722,577,8482,2025-01-26T11:55:28+02:00,True,False,False,,0.0
melambus,True,3,0,3,2,0.0,0,0,0,0,0.0,,0,0.0,0,0,1480,2275,32136,2020-03-18T12:36:44+02:00,True,False,False,el,0.0
n_palaiopanou,False,3,0,3,1,0.0,0,0,0,0,0.0,,0,0.0,0,3,,,,,,,,,0.0
tasS_O_S,True,3,0,3,3,0.0,0,0,0,0,0.0,,0,0.0,0,0,8296,1865,127026,2011-08-17T23:17:59+03:00,False,False,False,el,0.0
AChamouza,True,2,0,2,2,0.0,0,0,0,0,0.0,,0,0.0,0,2,224,359,2954,2023-03-10T17:44:40+02:00,True,False,False,,0.0
BaboonTje,True,2,0,2,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,333,419,20776,2020-03-03T17:39:39+02:00,True,False,False,en,0.0
Rinokeros2023,True,2,0,2,0,0.0,0,0,0,0,0.0,,0,0.0,2,0,28,114,2999,2023-02-10T19:30:09+02:00,True,False,False,,0.0
Sunflower19731,True,2,0,2,1,0.0,0,0,0,0,0.0,,0,0.0,1,0,205,235,2410,2019-02-03T01:45:40+02:00,True,False,False,en,0.0
Tiramolas_,True,2,0,2,0,0.0,0,0,0,0,0.0,,0,0.0,2,2,125,251,1054,2026-01-26T16:48:39+02:00,True,False,False,el,0.0
artz1b00rtz1,True,2,0,2,2,0.0,0,0,0,0,0.0,,0,0.0,0,0,593,875,15372,2023-01-10T12:53:31+02:00,True,False,False,el,0.0
AnnaMaria_1538,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,3232,2433,3323,2022-09-02T20:52:09+03:00,True,False,False,,0.0
Captain_Sparos,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,589,690,13747,2010-03-02T15:41:58+02:00,False,False,False,el,0.0
DoctorStrangeGr,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,2597,494,16539,2022-06-06T17:34:20+03:00,True,False,False,el,0.0
Drifter_1066,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,2,,,,,,,,,0.0
Griniazw,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,34,78,763,2022-05-20T23:53:04+03:00,True,False,True,el,0.0
Guson653566,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
HFirstpriest,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
Iliserp,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,418,1283,15843,2015-11-17T21:52:48+02:00,True,False,True,en,0.0
IoannisAro98223,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
IriniPapad26550,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,2,,,,,,,,,0.0
Jocoon5,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
LKleitou,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,14872,1836,18073,2018-08-28T14:18:14+03:00,True,False,False,und,0.0
Lollos1242232,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
PhunkD14,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,239,1012,8763,2022-11-23T14:20:15+02:00,True,False,False,en,0.0
Pi8kiavlozampis,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
SZacharos,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,10808,1037,9738,2009-06-19T14:10:18+03:00,False,False,False,,0.0
SpyrosSpyropou7,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,2,,,,,,,,,0.0
StavrosKol9528,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,302,128,2724,2024-11-02T13:58:09+02:00,True,False,True,en,0.0
Tasos3025749307,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,118,57,5804,2023-04-24T11:40:30+03:00,True,False,False,,0.0
TheSurigata,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,3,0,578,284,23531,2021-12-16T17:01:29+02:00,True,False,False,en,0.0
TheocharousH,False,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
Ti_kanete_re,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,2,0,1622,1255,18512,2011-06-10T00:42:23+03:00,False,False,True,el,0.0
XMulwna,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
XmLdl,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,2,,,,,,,,,0.0
akenaton37,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,34,17,4103,2020-07-16T21:26:19+03:00,True,False,False,el,0.0
antonispoulas,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
bounty_hunter0x,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,1,73,193,2942,2021-10-08T22:29:58+03:00,True,False,False,,0.0
christoskostaki,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
doumpalis,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,266,336,7874,2019-06-18T15:10:05+03:00,True,True,False,und,0.0
drepanosfyro,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,777,378,17095,2018-04-15T17:09:19+03:00,False,False,False,el,0.0
gabrielubr,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
giapantaxontros,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,250,310,10462,2021-06-07T00:50:27+03:00,True,False,False,el,0.0
hermesjk,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,450,377,11699,2009-08-18T14:25:11+03:00,False,False,False,el,0.0
iVasilios,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,1511,2042,36102,2022-06-10T11:45:09+03:00,True,False,False,,0.0
johntsik13,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,1124,1628,8356,2018-01-25T15:22:24+02:00,True,False,False,el,0.0
kaltsib,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,390,475,3173,2014-11-19T13:52:16+02:00,False,False,False,el,0.0
kefalaiouxos,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,561,208,20911,2020-08-16T11:17:06+03:00,True,False,False,,0.0
kikirik_nik,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,3759,110,16469,2014-05-29T04:02:47+03:00,False,False,False,el,0.0
makis585,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
myga_tse,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
pJNs4ACgiayAknX,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,2158,2290,27511,2019-05-11T22:44:46+03:00,True,False,False,und,0.0
panagitsma78169,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,1,0,81,100,5709,2024-01-17T12:41:13+02:00,True,False,False,,0.0
paoktses,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,1287,994,7887,2022-03-19T00:06:04+02:00,True,False,False,el,0.0
paristzina,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,1,,,,,,,,,0.0
poetic_politica,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,4262,4067,94574,2010-01-23T20:12:01+02:00,False,False,False,,0.0
prng2777,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,0,3272,2177,19173,2017-06-21T11:12:14+03:00,False,False,False,el,0.0
spfotis,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,2,,,,,,,,,0.0
starick878,False,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,0,2,,,,,,,,,0.0
tipukitos,True,1,0,1,0,0.0,0,0,0,0,0.0,,0,0.0,3,0,988,905,13421,2011-01-22T16:54:19+02:00,False,False,False,el,0.0
vasgeo310,True,1,0,1,1,0.0,0,0,0,0,0.0,,0,0.0,0,0,584,1893,40099,2010-04-18T05:33:09+03:00,True,False,False,en,0.0
