account_handle,cluster_id,cluster_size,anomaly_score,anomaly_rank,centroid_distance,embedding_x,embedding_y,coordination_score,retweet_ratio,network_weighted_degree
VaragiosP,1,263,0.4084,302,3.2684,-2.9829,0.4553,28.75,0.5,0
johntsik13,1,263,0.4082,303,3.7913,-3.7846,0.0832,0.0,0.0,0
zzografo,1,263,0.4082,304,4.2935,-2.8585,1.4687,60.0,1.0,0
pJNs4ACgiayAknX,1,263,0.4075,305,3.8846,-3.8143,0.4406,0.0,0.0,0
pOURc3ero9j906K,1,263,0.4073,306,4.3409,-2.5217,2.0255,61.25,1.0,0
seriousthreat98,1,263,0.4071,307,2.3257,-1.371,0.4227,35.5,0.8,0
iVasilios,1,263,0.4066,308,3.0889,-3.6451,0.3011,0.0,0.0,0
paoktses,1,263,0.4063,309,3.755,-3.9519,-0.1271,0.0,0.0,0
PhunkD14,1,263,0.4056,310,3.7553,-4.0246,-0.4587,0.0,0.0,0
vasgeo310,1,263,0.4054,311,3.1512,-3.6343,0.4868,0.0,0.0,0
2eateras,1,263,0.4048,312,2.7485,-2.5432,1.2397,28.75,0.5,0
TheSurigata,1,263,0.4048,313,3.0672,-3.6839,-0.3012,0.0,0.0,0
Konstan18155165,1,263,0.4044,314,3.1701,-3.2794,-0.282,46.25,1.0,0
giapantaxontros,1,263,0.4043,315,3.7381,-3.9409,-0.6233,0.0,0.0,0
Georgia146690,1,263,0.4043,316,3.1009,-3.2575,-0.2657,46.25,1.0,0
kefalaiouxos,1,263,0.4034,317,3.7757,-4.0107,-0.3975,0.0,0.0,0
AlexAlexroll,1,263,0.4033,318,3.2319,-2.9322,0.9966,46.25,1.0,0
aprosarmostos_,1,263,0.4028,319,2.5083,-1.9966,1.6866,25.0,0.5,0
akrato,1,263,0.4026,320,2.9392,-2.3381,1.709,42.5,1.0,0
MarkRenieris,1,263,0.4022,321,2.1057,-1.9657,0.3068,27.08,0.5,0
t_thalatta,1,263,0.4022,322,3.2163,-3.4122,-0.292,46.25,1.0,0
pnevan11,1,263,0.4016,323,3.3466,-3.1105,1.1083,28.75,0.5,0
DoctorStrangeGr,1,263,0.4011,324,3.0068,-3.7291,0.0483,0.0,0.0,0
AndriotGreg,1,263,0.4007,325,4.2724,-2.5414,1.9463,61.25,1.0,0
DimitrisP69501,1,263,0.3991,326,3.2361,-3.4064,-0.3636,46.25,1.0,0
PiraeusStef,1,263,0.3991,327,3.3498,-2.8666,1.8759,46.25,1.0,0
milinimaria,1,263,0.3991,328,2.7946,-2.3963,1.4596,42.5,1.0,0
alexpretti1312,1,263,0.399,329,3.2067,-3.0797,-0.233,46.25,1.0,0
RGialama8386,1,263,0.3969,330,2.2925,-2.6397,-0.0609,42.5,1.0,0
despica67766915,1,263,0.3969,331,3.3178,-3.0896,1.145,28.75,0.5,0
AleaJactaEst101,1,263,0.3965,332,2.8225,-2.5295,1.7259,22.92,0.3333,0
desevmoi,1,263,0.3964,333,3.047,-3.5146,0.2549,45.0,1.0,0
vagelis_ts,1,263,0.3952,334,3.0193,-3.288,0.2529,46.25,1.0,0
Snow83189825,1,263,0.3952,335,2.894,-3.0943,1.1424,45.0,1.0,0
papa_vaso,1,263,0.3941,336,3.2194,-2.9424,1.5536,46.25,1.0,0
sokpap,1,263,0.3939,337,2.9241,-2.8048,0.8387,46.25,1.0,0
Realism_47,1,263,0.3934,338,2.5579,-1.6824,1.5294,45.0,1.0,0
0nyxas,1,263,0.3932,339,2.5181,-1.4353,1.8889,37.08,0.75,0
M_Efstathiou,1,263,0.393,340,2.933,-3.1089,1.1123,45.0,1.0,0
TDrodopoulou,1,263,0.3929,341,2.9478,-3.4321,0.5295,45.0,1.0,0
EoLaerte,1,263,0.392,342,2.2132,-1.7552,0.7778,47.08,1.0,0
epaggelmatiassk,1,263,0.3917,343,3.237,-3.0075,2.2852,45.0,1.0,0
mystical_hell,1,263,0.3911,344,2.9687,-3.2998,0.1569,46.25,1.0,0
ElinaKoliop,1,263,0.3897,345,2.3157,-1.8407,0.8272,45.0,1.0,0
Pia_Soun,1,263,0.3893,346,2.9922,-2.5878,1.4315,46.25,1.0,0
Klearxos8,1,263,0.3892,347,2.421,-2.6371,1.3995,40.0,1.0,0
Savaso1955,1,263,0.3864,348,2.315,-2.9041,0.0052,41.25,1.0,0
AnnaDiEpifanio1,1,263,0.3853,349,2.4045,-1.4741,0.8779,57.5,1.0,0
loudovikos14os,1,263,0.3845,350,2.9486,-3.2538,1.3079,45.0,1.0,0
TetraLogiki,1,263,0.383,351,3.0778,-3.0892,1.981,45.0,1.0,0
Ralia1Raily,1,263,0.3827,352,2.21,-2.1945,0.9261,42.08,1.0,0
Marria198,1,263,0.3824,353,2.7531,-2.8962,1.2266,46.25,1.0,0
giorgosgreen,1,263,0.3822,354,1.6287,-2.402,0.8715,30.83,0.6667,0
IvanZak13,1,263,0.3816,355,2.3584,-2.4247,1.4207,42.5,1.0,0
VanaT66,1,263,0.3814,356,1.8316,-2.4092,1.2728,29.58,0.6667,0
correll_caus,1,263,0.3809,357,2.7914,-3.1899,0.5811,46.25,1.0,0
AsimakosGiannis,1,263,0.376,358,2.746,-3.1237,0.8986,46.25,1.0,0
gaou__biou,1,263,0.376,359,2.7931,-2.8277,1.5874,46.25,1.0,0
blackadder_3rd,1,263,0.3758,360,2.9377,-2.8832,1.9368,46.25,1.0,0
Lucy75218876,1,263,0.3757,361,2.9992,-2.8475,2.0087,46.25,1.0,0
OratiosPoulos,1,263,0.3756,362,2.4084,-2.4813,1.6932,41.25,1.0,0
Masprixate,1,263,0.3753,363,2.8487,-2.945,1.6867,46.25,1.0,0
ClarkGBeul,1,263,0.3748,364,2.9557,-2.8671,1.9283,46.25,1.0,0
JanSobiesk1683V,1,263,0.3739,365,2.2225,-2.425,1.4031,41.25,1.0,0
antonis_zen,1,263,0.3728,366,2.1222,-2.6327,1.1041,41.25,1.0,0
Kostas18748292,1,263,0.3718,367,2.7745,-2.9974,1.4138,46.25,1.0,0
